city;coordinateNumber;nameImpurity;1September;2September;3September;4September;5September;6September;7September;8September;9September;10September;11September;12September;13September;14September;15September;16September;17September;18September;19September;20September;21September;22September;23September;24September;25September;26September;27September;28September;29September;30September;;;;;;;;;;;;
Кропивницький;4853220;Дiоксид азоту;null;0,028388889;0,027608333;0,02835;0,030283333;0,022175;0,028983333;null;0,027211111;0,036966667;0,028683333;0,029975;0,03275;0,037733333;null;0,03;0,023341667;0,030758333;0,033125;0,02415;0,0299;null;0,024766667;0,035475;0,023133333;0,030816667;0,027775;0,03105;null;0,033822222;;;;;;;;;;;;
Кропивницький;4853220;Оксид азоту;null;0,016433333;0,019675;0,014425;0,010925;0,0207;0,019025;null;0,0149;0,016;0,01935;0,016125;0,0184;0,014875;null;0,016066667;0,0159;0,020075;0,0209;0,011775;0,017625;null;0,0116;0,0204;0,013675;0,0162;0,01905;0,01355;null;0,022766667;;;;;;;;;;;;
Кропивницький;4853220;Сажа;null;0,033333333;0,02;0,026666667;0,03;0,036666667;0,03;null;0,038333333;0,033333333;0,026666667;0,031666667;0,035;0,025;null;0,041666667;0,028333333;0,036666667;0,033333333;0,031666667;0,028333333;null;0,02;0,025;0,023333333;0,021666667;0,018333333;0,023333333;null;0,035;;;;;;;;;;;;
Кропивницький;4853220;Формальдегiд;null;0,004333333;0,0067;0,005366667;0,0043;0,006333333;0,005033333;null;0,0062;0,003466667;0,0072;0,007733333;0,01;0,007766667;null;0,0094;0,010066667;0,0062;0,0125;0,006433333;0,003933333;null;0,0102;0,0048;0,005333333;0,0059;0,006;0,0043;null;0,0085;;;;;;;;;;;;
Світловодськ;4903340;Завислі речовини;null;null;0,15;0,1;0,1;0,05;null;null;0,1;0,1;0,15;0,1;0,1;null;null;0,1;0,15;0,1;0,05;0,1;null;null;0,05;0,05;0;0,1;0;null;null;0,15;;;;;;;;;;;;
Світловодськ;4903340;Дiоксид сiрки;null;null;0,048966667;0,044766667;0,0429;0,064566667;null;null;0,031366667;0,017733333;0,038466667;0,024833333;0,0362;null;null;0,038066667;0,0645;0,085233333;0,041433333;0,039233333;null;null;0,019766667;0,037633333;0,0442;0,035366667;0,0311;null;null;0,0868;;;;;;;;;;;;
Світловодськ;4903340;Сульфати;null;null;0;0;0,005;0,005;null;null;0;0;0,005;0,01;0,01;null;null;0,005;0,005;0,005;0;0;null;null;0;0,01;0,01;0;0,005;null;null;0;;;;;;;;;;;;
Світловодськ;4903340;Оксид вуглецю;null;null;1;1;1;1,5;null;null;1;1;1,5;2;1;null;null;1;2;1;1;1;null;null;1;1,5;2;1;2;null;null;2;;;;;;;;;;;;
Світловодськ;4903340;Дiоксид азоту;null;null;0,032633333;0,0437;0,0367;0,0181;null;null;0,043333333;0,0216;0,0364;0,022033333;0,0258;null;null;0,025633333;0,1085;0,103166667;0,063766667;0,042666667;null;null;0,046766667;0,035866667;0,028533333;0,021566667;0,054433333;null;null;0,108533333;;;;;;;;;;;;
Світловодськ;4903340;Оксид азоту;null;null;0,017066667;0,039266667;0,0347;0,026866667;null;null;0,030733333;0,023366667;0,019;0,026266667;0,0167;null;null;0,0262;0,065966667;0,083433333;0,053033333;0,034666667;null;null;0,046833333;0,028033333;0,025666667;0,025633333;0,042533333;null;null;0,0826;;;;;;;;;;;;
Світловодськ;4903340;Формальдегiд;null;null;0,002266667;0,003466667;0,002333333;0,003433333;null;null;0,001133333;0,002266667;0,002333333;0,002333333;0,003433333;null;null;0,004633333;0,0056;0,0245;0,0189;0,01;null;null;0,006733333;0,0113;0,0011;0,002233333;0,0034;null;null;0,014833333;;;;;;;;;;;;
Львів;4982410;Завислі речовини;null;0,214;0,241428571;0,27;0,22;0,22;0,21875;null;0,175;0,1525;0,14375;0,16375;0,1675;0,1425;null;0,1725;0,1875;0,1925;0,18375;0,19125;0,19375;null;0,18125;0,18375;0,1525;0,17625;0,16375;0,15375;null;0,165;;;;;;;;;;;;
Львів;4982410;Дiоксид сiрки;null;0,006061538;0,007553846;0,011630769;0,003738462;0,003573333;0,003875;null;0,00406875;0,0039125;0,0032125;0,00271875;0,003225;0,00281875;null;0,0032;0,00368125;0,00386875;0,003475;0,00425;0,00403125;null;0,00409375;0,00309375;0,00338125;0,00410625;0,003825;0,0033625;null;0,0034625;;;;;;;;;;;;
Львів;4982410;Оксид вуглецю;null;2,76;3,314285714;3,94;3,0375;3,214285714;2,9625;null;2,55;1,65;1,5;2,1;2,125;1,5125;null;2,0375;2,5875;2,6125;2,6;2,7125;2,75;null;2,7;2,7;2,15;2,2625;2,1625;2,0125;null;2,2625;;;;;;;;;;;;
Львів;4982410;Дiоксид азоту;null;0,069153846;0,064461538;0,091369231;0,054061538;0,05394;0,0505125;null;0,05300625;0,04771875;0,047675;0,04704375;0,05258125;0,04820625;null;0,05048125;0,06481875;0,05379375;0,05274375;0,05376875;0,05330625;null;0,051975;0,05323125;0,050125;0,0504;0,04820625;0,0451375;null;0,04409375;;;;;;;;;;;;
Львів;4982410;Оксид азоту;null;0,026233333;0,0348;0,069114286;0,034366667;0,028975;0,0298875;null;0,03285;0,027325;0,0280125;0,029175;0,035625;0,0329375;null;0,0355375;0,037975;0,0336875;0,0299875;0,0324875;0,0337375;null;0,0314125;0,0327625;0,032025;0,0281125;0,027125;0,024125;null;0,02465;;;;;;;;;;;;
Львів;4982410;Фтористий водень;null;0,003384615;0,003461538;0,003815385;0,003538462;0,00428;0,00388125;null;0,00355625;0,00550625;0,00576875;0,00711875;0,004575;0,00444375;null;0,00415625;0,00425;0,00428125;0,0044125;0,00560625;0,0065125;null;0,00390625;0,004125;0,0038875;0,00486875;0,0053125;0,00528125;null;0,0046375;;;;;;;;;;;;
Львів;4982410;Формальдегiд;null;0,010053846;0,009384615;0,0104;0,009323077;0,017253333;0,01286875;null;0,0126375;0,01229375;0,01240625;0,01361875;0,0122125;0,012225;null;0,013;0,0122625;0,011875;0,011175;0,01176875;0,0129875;null;0,01143125;0,011225;0,011025;0,01215625;0,01194375;0,01086875;null;0,01166875;;;;;;;;;;;;
Миколаїв;4703200;Завислі речовини;null;0,0625;0,1;0,1;0,1375;0,1125;0,0625;null;0,1;0,1125;0,1;0,0875;0,1;0,0875;null;0,1;0,1;0,1;0,1;0,175;0,1;null;0,15;0,15;0,1;0,1;0,1;0,1;null;0,225;;;;;;;;;;;;
Миколаїв;4703200;Дiоксид сiрки;null;0,0039625;0,00245;0,0027625;0,0029125;0,0052125;0,004575;null;0,0037375;0,00655;0,0053625;0,0035625;0,0039875;0,002725;null;0,00375;0,00435;0,002775;0,004975;0,003825;0,00275;null;0,0021;0,0005;0,00085;0,0006;0,00105;0,000725;null;0,002975;;;;;;;;;;;;
Миколаїв;4703200;Оксид вуглецю;null;1,625;1,875;1,875;2;1,75;1,25;null;1,625;1,75;1,625;1,5;1,625;0,375;null;1,25;1,75;1,75;1,75;2;0,775;null;1,75;1,75;1,75;1,5;1,5;1,5;null;2,25;;;;;;;;;;;;
Миколаїв;4703200;Дiоксид азоту;null;0,033425;0,0168375;0,0234875;0,0314875;0,03045;0,01793125;null;0,03410625;0,022275;0,03285;0,02575;0,0271125;0,02324375;null;0,02265;0,0059;0,0337125;0,02165;0,026425;0,0392875;null;0,04135;0,050375;0,0448625;0,0385375;0,0477625;0,0242625;null;0,0313875;;;;;;;;;;;;
Миколаїв;4703200;Оксид азоту;null;0,021925;0,01665;0,0134;0,014925;0,02;0,0081;null;0,011675;0,004475;0,007075;0,0131;0,015175;0,013475;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Миколаїв;4703200;Фтористий водень;null;0,002125;0,0054375;0,0033375;0,0025625;0,0024125;0,0015125;null;0,003175;0,0018;0,0028;0,0034;0,0044;0,002225;null;0,002675;0,0016;0,001375;0,0010625;0,0008625;0,00065;null;0,001275;0,001425;0,00075;0,001325;0,0008625;0,00085;null;0,0019375;;;;;;;;;;;;
Миколаїв;4703200;Формальдегiд;null;0,0137875;0,01389375;0,0117125;0,01015;0,01155625;0,00851875;null;0,01226875;0,00728125;0,00906875;0,0086625;0,00675;0,00608125;null;0,008675;0,0077625;0,00965;0,008575;0,0080375;0,0070375;null;0,00495;0,012575;0,0112875;0,01005;0,010625;0,0078;null;0,0124125;;;;;;;;;;;;
Одеса;4643080;Завислі речовини;null;0,206;0,238416667;0,11325;0,08125;0,124833333;0,158;null;0,175916667;0,190916667;0,210416667;0,166583333;0,148125;0,15275;null;0,158125;0,20975;0,196;0,2215;0,211;0,1795;null;0,194625;0,2005;0,214625;0,2275;0,188375;0,156125;null;0,1575;;;;;;;;;;;;
Одеса;4643080;Дiоксид сiрки;null;0,046827778;0,046572222;0,043816667;0,037616667;0,046233333;0,046544444;null;0,046538889;0,045627778;0,045616667;0,038294444;0,037453846;0,042523077;null;0,031246154;0,044069231;0,041138462;0,038330769;0,044715385;0,031238462;null;0,034707692;0,032769231;0,036592308;0,033169231;0,043253846;0,034284615;null;0,036669231;;;;;;;;;;;;
Одеса;4643080;Сульфати;null;0,0165;0,019;0,009;0,0105;0,0145;0,0195;null;0,0215;0,0175;0,0215;0,008;0,015;0,0155;null;0,013;0,014;0,016;0,016;0,016;0,018;null;0,0205;0,016;0,014;0,0225;0,0205;0,0175;null;0,015;;;;;;;;;;;;
Одеса;4643080;Оксид вуглецю;null;1,7375;1,625;1,4375;1,4875;1,5;1,6375;null;1,5125;1,7125;1,6625;1,525;1,6125;1,475;null;1,5625;1,575;1,75;1,175;1,5375;1,575;null;1,75;1,5125;1,625;1,55;1,6125;1,6;null;1,525;;;;;;;;;;;;
Одеса;4643080;Дiоксид азоту;null;0,0554;0,058566667;0,058388889;0,053788889;0,059355556;0,049666667;null;0,048911111;0,043838889;0,056861111;0,051627778;0,050853846;0,0524;null;0,038953846;0,047646154;0,041038462;0,050661538;0,051007692;0,047253846;null;0,047715385;0,047861538;0,053384615;0,049838462;0,051153846;0,055576923;null;0,039538462;;;;;;;;;;;;
Одеса;4643080;Оксид азоту;null;0,040875;0,0366;0,035775;0,037825;0,039225;0,035925;null;0,03805;0,0327;0,026025;0,027825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Одеса;4643080;Сiрководень;null;0,00145;0,001275;0,0010375;0,0008;0,0011625;0,001225;null;0,0012625;0,0016375;0,00175;0,0016;0,0012;0,00105;null;0,000575;0,00075;0,00085;0,00105;0,00085;0,000975;null;0,00115;0,0012;0,00175;0,00145;0,00115;0,001075;null;0,00065;;;;;;;;;;;;
Одеса;4643080;Фенол;null;0,003704762;0,003219048;0,002571429;0,002219048;0,002833333;0,003228571;null;0,003666667;0,003728571;0,004038095;0,004071429;0,003521429;0,003707143;null;0,00285;0,002314286;0,002564286;0,002671429;0,00245;0,003078571;null;0,003228571;0,003164286;0,003721429;0,004007143;0,004157143;0,003314286;null;0,003392857;;;;;;;;;;;;
Одеса;4643080;Сажа;null;0,0575;0,0675;0,03875;0,01875;0,04;0,04125;null;0,04625;0,04625;0,06125;0,0325;0,045;0,038333333;null;0,043333333;0,045;0,053333333;0,043333333;0,041666667;0,041666667;null;0,048333333;0,046666667;0,048333333;0,066666667;0,058333333;0,043333333;null;0,056666667;;;;;;;;;;;;
Одеса;4643080;Фтористий водень;null;0,004525;0,005525;0,0057375;0,004925;0,0046125;0,005725;null;0,0054375;0,0057875;0,0063625;0,0050625;0,005325;0,0062;null;0,00615;0,0053;0,004675;0,004425;0,00545;0,004975;null;0,004275;0,005175;0,002875;0,00325;0,004025;0,00315;null;0,0032;;;;;;;;;;;;
Одеса;4643080;Формальдегiд;null;0,008815385;0,007869231;0,009861538;0,009469231;0,008484615;0,009923077;null;0,009930769;0,008876923;0,0096;0,011376923;0,009228571;0,009685714;null;0,005185714;0,004171429;0,007814286;0,008471429;0,008057143;0,006514286;null;0,0084;0,008014286;0,009228571;0,006685714;0,007085714;0,007342857;null;0,007614286;;;;;;;;;;;;
Полтава;4963460;Завислі речовини;null;0,3005;0,525;0,25;0,3;0,2375;0,2125;null;0,2;0,35;0,275;0,35;0,3375;0,4625;null;0,5;0,3625;0,1875;0,2;0,1875;0,1875;null;0,1875;0,1;0,2375;0,2375;0,3125;0,3;null;0,8125;;;;;;;;;;;;
Полтава;4963460;Дiоксид сiрки;null;0,000666667;0,0005;0,001;0,00175;0,0015;0,0015;null;0,001;0,00225;0,00125;0,00125;0,00125;0,0025;null;0,002666667;0,00175;0,00225;0,0025;0,00575;0,005;null;0,001333333;0,0015;0,00125;0,0015;0,00225;0,00125;null;0,006;;;;;;;;;;;;
Полтава;4963460;Сульфати;null;0;0;0,005;0,005;0;0,005;null;0;0,01;0;0;0,005;0,01;null;0,005;0;0,005;0,01;0;0,015;null;0;0,005;0,005;0,005;0;0,005;null;0,015;;;;;;;;;;;;
Полтава;4963460;Оксид вуглецю;null;1,222222222;1,111111111;1,777777778;1,888888889;1,555555556;1,75;null;2;3,111111111;1,777777778;2,333333333;2,555555556;4,125;null;4,666666667;3,888888889;1,666666667;1,777777778;1,333333333;1,75;null;1,111111111;1,555555556;2;1,666666667;2;1,625;null;1,777777778;;;;;;;;;;;;
Полтава;4963460;Дiоксид азоту;null;0,058333333;0,043125;0,030625;0,03125;0,03375;0,02875;null;0,038333333;0,04625;0,03125;0,03875;0,0375;0,046875;null;0,08;0,0325;0,041875;0,055625;0,045;0,03875;null;0,028333333;0,031875;0,031875;0,030625;0,033125;0,035625;null;0,054166667;;;;;;;;;;;;
Полтава;4963460;Оксид азоту;null;0,026666667;0,025;0,025;0,02;0,0125;0,0175;null;0,023333333;0,0325;0,015;0,01;0,02;0,03;null;0,05;0,015;0,0175;0,025;0,015;0,02;null;0,02;0,015;0,01;0,015;0,015;0,0175;null;0,04;;;;;;;;;;;;
Полтава;4963460;Фтористий водень;null;0,0025;0,00375;0,002125;0,001125;0,002;0,001125;null;0,001833333;0,002625;0,0015;0,00225;0,001;0,003;null;0,004833333;0,001625;0,00225;0,002625;0,000375;0,002125;null;0,001833333;0,001125;0,001125;0,00175;0,00175;0,002125;null;0,004166667;;;;;;;;;;;;
Полтава;4963460;Хлористий водень;null;0,026666667;0,03;0,02;0,02;0,02;0,015;null;0,026666667;0,025;0,02;0,015;0,025;0,025;null;0,063333333;0,015;0,025;0,03;0,025;0,035;null;0,02;0,015;0,025;0,025;0,025;0,01;null;0,046666667;;;;;;;;;;;;
Полтава;4963460;Амiак;null;0,026666667;0,015;0,0175;0,0125;0,02;0,0125;null;0,016666667;0,0175;0,01;0,015;0,015;0,02;null;0,033333333;0,01;0,0075;0,015;0,0075;0,005;null;0,006666667;0,0125;0,0075;0,01;0,0175;0,0075;null;0,026666667;;;;;;;;;;;;
Полтава;4963460;Формальдегiд;null;0,006333333;0,005833333;0,003;0,003666667;0,004333333;0,002833333;null;0,003;0,004416667;0,003;0,005166667;0,005083333;0,003;null;0,004888889;0,00375;0,0055;0,005916667;0,00925;0,007916667;null;0,004;0,003;0,003;0,004333333;0,003583333;0,004333333;null;0,009222222;;;;;;;;;;;;
Кременчук;4813330;Завислі речовини;null;0,131428571;0,167142857;0,13125;0,1425;0,10375;0,15125;null;0,10375;0,07;0,095;0,115;0,12875;0,078333333;null;0,212;0,228;0,158;0,398;0,158;0,1025;null;0,148;0,208;0,168;0,176;0,102;0,105;null;0,594;;;;;;;;;;;;
Кременчук;4813330;Дiоксид сiрки;null;0,011930769;0,00806;0,00965;0,008425;0,00700625;0,0057875;null;0,00691875;0,0056125;0,0093625;0,0109;0,01135;0,01115;null;0,00979;0,015127273;0,007572727;0,007427273;0,010672727;0,012225;null;0,00887;0,0058;0,007472727;0,007654545;0,006972727;0,0065125;null;0,00993;;;;;;;;;;;;
Кременчук;4813330;Сульфати;null;0,01;0,01;0,01;0,005;0,01;0,005;null;0;0,005;0,01;0,005;0,005;0,005;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Кременчук;4813330;Оксид вуглецю;null;0,742857143;0,75;0,75;0,675;0,7125;0,6625;null;0,75;0,675;0,9375;1,15;0,7625;0,5;null;0,44;1,1;0,42;0,8;0,66;0,7;null;0,68;0,74;0,64;0,68;0,5;0,575;null;0,58;;;;;;;;;;;;
Кременчук;4813330;Дiоксид азоту;null;0,049938462;0,02822;0,03808125;0,03379375;0,03185;0,02170625;null;0,027175;0,029875;0,04855;0,05805;0,0544125;0,047908333;null;0,03622;0,034336364;0,028509091;0,036345455;0,045636364;0,0651125;null;0,04645;0,029027273;0,038254545;0,035081818;0,033918182;0,036225;null;0,04155;;;;;;;;;;;;
Кременчук;4813330;Оксид азоту;null;0,0291;0,0138;0,022875;0,01825;0,0149;0,014825;null;0,019975;0,026075;0,042725;0,0472;0,043325;0,040075;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Кременчук;4813330;Фенол;null;0,001;0,001045455;0,0006;0;0,000958333;0,002308333;null;0,00015;0,000566667;0,0014;0,00235;0,00225;0,0025375;null;0,00127;0,001581818;0,000372727;0,000590909;0,001254545;0,0021875;null;0,00068;0,000727273;0,001054545;0,000754545;0,000772727;0,0011875;null;0,00373;;;;;;;;;;;;
Кременчук;4813330;Сажа;null;0,0164;0,012766667;0,0122;0,012275;0,00955;0,02415;null;0,012;0,01215;0,008125;0,01095;0,009;0,00825;null;0,010866667;0,0179;0,016;0,0472;0,0209;0,0106;null;0,017966667;0,012366667;0,0195;0,014166667;0,016166667;0,00815;null;0,043;;;;;;;;;;;;
Кременчук;4813330;Амiак;null;0,009433333;0,002125;0,0026;0,006625;0,003275;0,007025;null;0,004125;0,00555;0,005275;0,0063;0,0054;0,006275;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Кременчук;4813330;Формальдегiд;null;0,0142;0,008177778;0,0086;0,0104;0,01152;0,01012;null;0,00908;0,00935;0,00882;0,01036;0,00818;0,007466667;null;0,00765;0,008728571;0,009457143;0,007971429;0,008042857;0,008275;null;0,0109;0,0065;0,008442857;0,009057143;0,010742857;0,0083;null;0,008933333;;;;;;;;;;;;
Рівне;5062620;Завислі речовини;null;0;0;0;0,036483333;0;0,0546;null;0;0;0;0;0,1104;0,02745;null;0,036166667;0,036166667;0,068275;0,08;0;0;null;0,03196;0;0,09904;0;0,036966667;0,046083333;null;0,0211;;;;;;;;;;;;
Рівне;5062620;Дiоксид сiрки;null;0,000308333;0;0;0;0;0;null;0;0,0006;0;0,0028625;0,003175;0,00205;null;0,00145;0,0011625;0;0;0;0;null;0;0;0;0;0,002008333;0,004566667;null;0,003258333;;;;;;;;;;;;
Рівне;5062620;Оксид вуглецю;null;1,006666667;1,01;1,096666667;1,036666667;1,0825;1,235;null;0,9125;0,945;1,2075;1,155;1,1375;1,02;null;1,19;1,18;1,515;0,955;0,855;0,93;null;0,961666667;1,176666667;1,301666667;1,036666667;1,161666667;1,061666667;null;0,777;;;;;;;;;;;;
Рівне;5062620;Дiоксид азоту;null;0,036791667;0,026016667;0,052416667;0,033633333;0,0345625;0,037575;null;0,035071429;0,034275;0,0388625;0,024125;0,03965;0,045625;null;0,0656125;0,0331;0,0216875;0,00725;0,0094;0,018175;null;0,03388;0,031291667;0,034066667;0,050816667;0,031933333;0,027575;null;0,0193;;;;;;;;;;;;
Рівне;5062620;Оксид азоту;null;0,021222222;0,02409;0,02112;0,02513;0,0311;0,03485;null;0,031416667;0,035;0,0327;0,02055;0,03;0,029016667;null;0,050233333;0,03045;0,011266667;0,005733333;0,0122;0,010125;null;0,045144444;0,04371;0,03799;0,03923;0,0443;0,0209;null;0,008877778;;;;;;;;;;;;
Рівне;5062620;Сiрководень;null;0,0026;0,00285;0;0,001925;0,0011625;0;null;0;0,0004;0,0011;0;0,00065;0;null;0;0;0;0;0,00075;0,0029;null;0,002242857;0,0067125;0,00115;0,000375;0;0,0021875;null;0,0008;;;;;;;;;;;;
Рівне;5062620;Фенол;null;0,00232;0,00254;0,00365;0,00323;0,0022875;0;null;0,0006;0;0,000533333;0,000883333;0,001016667;0,000483333;null;0,004583333;0,0023;0,003983333;0,002883333;0;0;null;0,005166667;0,00588;0;0,00097;0,00194;0,00197;null;0,00349;;;;;;;;;;;;
Рівне;5062620;Фтористий водень;null;0,006657143;0,0022;0,0021125;0,0031125;0;0,0009;null;0;0,0034;0;0,00445;0,003675;0,002725;null;0,00115;0;0,00345;0,0013;0;0,00255;null;0,004057143;0,0039375;0,0037375;0,002675;0,001025;0,002775;null;0,0019;;;;;;;;;;;;
Рівне;5062620;Хлористий водень;null;0,112;0,0798625;0,0251625;0;0,070916667;0,10305;null;0,139225;0,090875;0,0417;0,09945;0,144675;0,075875;null;0,094125;0,041725;0,040975;0,076125;0;0;null;0,035314286;0,0310875;0;0,039525;0,06155;0,02015;null;0,0692625;;;;;;;;;;;;
Рівне;5062620;Амiак;null;0;0;0;0;0;0;null;0,011625;0;0,003825;0;0,0079;0,008175;null;0,0025;0,002425;0;0;0,007125;0,0036;null;0,013475;0,004175;0,0064;0;0,0031;0,002725;null;0;;;;;;;;;;;;
Рівне;5062620;Формальдегiд;null;0,009642857;0,00425;0,0083125;0;0,003966667;0;null;0,011633333;0,014725;0,00735;0,007175;0,003475;0;null;0,003525;0,013;0,019625;0,01585;0,0126;0;null;0,004;0,0082875;0,007725;0,0036625;0;0,003;null;0,007828571;;;;;;;;;;;;
Суми;5093480;Завислі речовини;null;0,433333333;0,466666667;0,383333333;0,4;0,433333333;0,45;null;0,333333333;0,4;0,383333333;0,466666667;0,4;0,416666667;null;0,366666667;null;0,35;0,366666667;0,466666667;0,5;null;0,35;0,416666667;0,433333333;0,45;0,416666667;0,416666667;null;0,516666667;;;;;;;;;;;;
Суми;5093480;Дiоксид сiрки;null;0,064555556;0,073545455;0,080083333;0,069583333;0,054083333;0,053583333;null;0,061777778;0,057083333;0,059;0,064083333;0,07475;0,069166667;null;0,062111111;0,057;0,070363636;0,06975;0,0625;0,061333333;null;0,068777778;0,076166667;0,0715;0,068166667;0,07325;0,067;null;0,074222222;;;;;;;;;;;;
Суми;5093480;Сульфати;null;0,02;0,02;0,025;0,015;0,01;0,015;null;0,01;0,01;0,01;0,015;0,015;0,025;null;0,01;null;0,025;0,025;0,015;0,015;null;0,015;0,025;0,02;0,02;0,02;0,02;null;0,025;;;;;;;;;;;;
Суми;5093480;Оксид вуглецю;null;2,333333333;3,166666667;2;1,5;1,833333333;2,666666667;null;3;2,166666667;2,166666667;2;2,166666667;2,166666667;null;1,5;1,5;2;2;2,833333333;3;null;1,333333333;1,833333333;2,166666667;1,833333333;1,833333333;2,833333333;null;2;;;;;;;;;;;;
Суми;5093480;Дiоксид азоту;null;0,113333333;0,124545455;0,108333333;0,105;0,105;0,099166667;null;0,123333333;0,118333333;0,109166667;0,125;0,115833333;0,095;null;0,093333333;0,12;0,094545455;0,098333333;0,106666667;0,109166667;null;0,103333333;0,1075;0,106666667;0,105833333;0,11;0,105;null;0,145555556;;;;;;;;;;;;
Суми;5093480;Оксид азоту;null;0,066666667;0,08;0,055;0,06;0,06;0,065;null;0,06;0,0625;0,045;0,045;0,0725;0,035;null;0,033333333;0,05;0,045;0,0675;0,0425;0,045;null;0,046666667;0,0475;0,06;0,035;0,05;0,0475;null;0,066666667;;;;;;;;;;;;
Суми;5093480;Амiак;null;0,015;0,025;0,02125;0,02;0,0175;0,01625;null;0,016666667;0,01625;0,0175;0,01625;0,01875;0,01625;null;0,018333333;0,01;0,018571429;0,01625;0,01875;0,01875;null;0,013333333;0,0175;0,015;0,01125;0,0175;0,01625;null;0,025;;;;;;;;;;;;
Суми;5093480;Формальдегiд;null;0,006666667;0,014666667;0,01125;0,007;0,009;0,008;null;0,005333333;0,00725;0,005;0,00525;0,006;0,005;null;0,006666667;0,005333333;0,009;0,00475;0,009;0,00475;null;0,008;0,007;0,007;0,004;0,008;0,006;null;0,008;;;;;;;;;;;;
Тернопіль;4932530;Завислі речовини;null;0,2475;0,245;0,2225;0,1775;0,1975;0,22;null;0,19;0,16;0,14;0,09;0,11;0;null;0,065;0,1;0,11;0,14;0,1775;0,2;null;0,2725;0,205;0,0725;0,045;0,0925;0,075;null;null;;;;;;;;;;;;
Тернопіль;4932530;Дiоксид сiрки;null;0,004775;0,0063875;0,0061375;0,004275;0,005175;0,0072375;null;0,003875;0,005675;0,00405;0,0018;0,003375;0,00045;null;0,0036;0,00315;0,0033625;0,0035;0,00375;0,003325;null;0,0035625;0,0038125;0,0042375;0,002475;0,003875;0,0036;null;null;;;;;;;;;;;;
Тернопіль;4932530;Оксид вуглецю;null;2,725;3,1;3,05;2,85;2,875;2,7;null;3;2,925;2,475;3,1;3,35;2,675;null;3,05;3,625;2,85;3,3;3,4;3,35;null;3,175;3,5;3,075;2,225;3,175;3,25;null;null;;;;;;;;;;;;
Тернопіль;4932530;Дiоксид азоту;null;0,0555125;0,0530375;0,0562625;0,0510125;0,0478375;0,0564;null;0,0485125;0,04745;0,046225;0,0455;0,04165;0,042525;null;0,0523875;0,0452625;0,041275;0,0491875;0,051325;0,05375;null;0,0513375;0,0567125;0,0537125;0,0518875;0,044425;0,0424375;null;null;;;;;;;;;;;;
Тернопіль;4932530;Оксид азоту;null;0,03095;0,029375;0,0317;0,0281;0,026025;0,031575;null;0,0267;0,025775;0,025025;0,024525;0,022075;0,0226;null;0,0285;0,0249;0,021875;0,027475;0,028425;0,030475;null;0,028375;0,03185;0,03035;0,028725;0,0243;0,02305;null;null;;;;;;;;;;;;
Тернопіль;4932530;Формальдегiд;null;0,003825;0,003475;0,003675;0,003425;0,0025375;0,0039625;null;0,0031375;0,003375;0,00275;0,0012375;0,0021;0,0003375;null;0,0025375;0,002275;0,0026125;0,002075;0,00295;0,002925;null;0,002325;0,002225;0,0023125;0,001225;0,002475;0,0029625;null;null;;;;;;;;;;;;
Харків;4993630;Завислі речовини;null;0,0984;0,1;0,088;0,0892;0,0972;0,0884;null;0,075909091;0,091818182;0,083181818;0,09;0,085909091;0,085454545;null;0,096086957;0,092173913;0,095652174;0,112608696;0,108695652;0,098695652;null;0,095652174;0,089608696;0,09;0,103478261;0,135652174;0,176956522;null;0,19826087;;;;;;;;;;;;
Харків;4993630;Дiоксид сiрки;null;0,038003333;0,043813333;0,039576667;0,031806667;0,03083;0,029703333;null;0,035725926;0,035874074;0,034618519;0,029959259;0,0325;0,0306;null;0,033037037;0,035392593;0,034803704;0,032840741;0,030981481;0,031966667;null;0,028785185;0,027114815;0,028318519;0,029988889;0,028651852;0,028355556;null;0,027322222;;;;;;;;;;;;
Харків;4993630;Сульфати;null;0;0,01;0;0,01;0;0,005;null;0;0,01;0,005;0,01;0;0,01;null;0;0,01;0;0,01;0;0,01;null;0,005;0,01;0;0;0,01;0;null;0,005;;;;;;;;;;;;
Харків;4993630;Оксид вуглецю;null;1,34;1,295;1,43;1,31;1,22;1,45;null;1,416666667;1,244444444;1,261111111;1,272222222;1,238888889;1,277777778;null;1,383333333;1,305555556;1,283333333;1,255555556;1,605555556;1,361111111;null;1,477777778;1,372222222;1,416666667;1,361111111;1,411111111;1,3;null;1,388888889;;;;;;;;;;;;
Харків;4993630;Дiоксид азоту;null;0,026093333;0,026568571;0,030688571;0,027674286;0,024994286;0,026248571;null;0,031125926;0,031067742;0,037667742;0,033683871;0,032441935;0,034777419;null;0,0342;0,032503125;0,03175625;0,03329375;0,03221875;0,0357125;null;0,030748148;0,02751875;0,0295125;0,03076875;0,033396875;0,034128125;null;0,036637037;;;;;;;;;;;;
