city;coordinateNumber;nameImpurity;1December;2December;3December;4December;5December;6December;7December;8December;9December;10December;11December;12December;13December;14December;15December;16December;17December;18December;19December;20December;21December;22December;23December;24December;25December;26December;27December;28December;29December;30December;31December;
Кропивницький;4853220;Оксид азоту;null;0,009966667;0,018375;0,007875;0,01265;0,013625;0,01605;null;0,0204;0,0117;0,01675;0,021225;0,0139;0,02435;null;0,014133333;0,0152;0,008625;0,0185;0,013525;0,012525;null;0,011533333;0,020425;0,008525;0,0161;0,02115;0,0171;null;0,0153;0,016525;
Кропивницький;4853220;Сажа;null;0,031666667;0,033333333;0,03;0,028333333;0,025;0,021666667;null;0,025;0,02;0,026666667;0,035;0,028333333;0,023333333;null;0,02;0,023333333;0,028333333;0,021666667;0,013333333;0,028333333;null;0,03;0,023333333;0,026666667;0,023333333;0,021666667;0,026666667;null;0,016666667;0,025;
Кропивницький;4853220;Формальдегiд;null;0,004833333;0,002566667;0,0038;0,007033333;0,003033333;0,003033333;null;0,003066667;0,004366667;0,0062;0,0044;0,003333333;0,004333333;null;0,0052;0,004933333;0,004566667;0,0052;0,0029;0,0052;null;0,002566667;0,004566667;0,004566667;0,002366667;0,005066667;0,005066667;null;0,005566667;0,0041;
Світловодськ;4903340;Завислі речовини;null;null;0,05;0,1;0;0;0;null;0,05;0;0;0;0;null;null;0;0;0;0,05;0,05;null;null;0;0,05;0;0,05;0,05;null;null;null;0,1;
Світловодськ;4903340;Дiоксид сiрки;null;null;0,0209;0,010466667;0,0123;0,016466667;0,024933333;null;0,010366667;0,0355;0,0382;0,0169;0,0105;null;null;0,0105;0,0257;0,0503;0,027466667;0,0173;null;null;0,010433333;0,016766667;0,018666667;0,0245;0,043433333;null;null;null;0,0145;
Світловодськ;4903340;Сульфати;null;null;0,005;0,005;0;0,005;0;null;0,01;0,005;0;0;0;null;null;0;0;0;0;0,005;null;null;0,01;0,01;0,01;0,005;0;null;null;null;0,01;
Світловодськ;4903340;Оксид вуглецю;null;null;1,5;1;1,5;1,5;1;null;1;1;1,5;1;1;null;null;1;0,5;1;1;1;null;null;1,5;1;1;1;1;null;null;null;1;
Світловодськ;4903340;Дiоксид азоту;null;null;0,0204;0,061266667;0,02;0,033466667;0,0169;null;0,047233333;0,0476;0,038;0,020566667;0,023866667;null;null;0,0239;0,0349;0,0307;0,041033333;0,021133333;null;null;0,040766667;0,0068;0,040533333;0,033233333;0,033833333;null;null;null;0,033733333;
Світловодськ;4903340;Оксид азоту;null;null;0,0089;0,035533333;0,013033333;0,021866667;0,006633333;null;0,022;0,031066667;0,033766667;0,013433333;0,0267;null;null;0,013366667;0,031833333;0,024433333;0,015733333;0,036733333;null;null;0,030966667;0,0111;0,0352;0,028166667;0,019733333;null;null;null;0,028566667;
Світловодськ;4903340;Формальдегiд;null;null;0,001066667;0;0,001066667;0;0,001066667;null;0,001066667;0,002133333;0;0;0,003233333;null;null;0,0011;0,002166667;0,001066667;0;0;null;null;0,0011;0,001066667;0,002133333;0,002066667;0;null;null;null;0,003166667;
Львів;4982410;Завислі речовини;null;0,15625;0,14125;0,15375;0,156;0,15;0,1175;null;0,115;0,11625;0,11125;0,12625;0,15625;0,1575;null;0,08375;0,105;0,15625;0,16125;0,14875;0,1525;null;0,1325;0,1175;0,15625;null;null;null;null;null;null;
Львів;4982410;Дiоксид сiрки;null;0,0028125;0,003575;0,003375;0,003576923;0,004153333;0,00646875;null;0,0079;0,00396875;0,00399375;0,0033625;0,00366875;0,0037125;null;0,0030375;0,0029875;0,00421875;0,0032875;0,0033875;0,003825;null;0,00435625;0,0044625;0,00440625;null;null;null;null;null;null;
Львів;4982410;Оксид вуглецю;null;1,475;1,4375;1,5;1,5;1,4;1,45;null;1,3375;1,35;1,35;1,4625;1,525;1,4875;null;1,1225;1,3;1,45;1,4375;1,3875;1,625;null;1,4875;1,45;1,625;null;null;null;null;null;null;
Львів;4982410;Дiоксид азоту;null;0,03643125;0,0381875;0,042125;0,041;0,048426667;0,04673125;null;0,06133125;0,04725;0,045425;0,0461;0,03736875;0,04558125;null;0,0405375;0,04725625;0,0342125;0,044825;0,04245;0,04509375;null;0,046;0,0437125;0,04355625;null;null;null;null;null;null;
Львів;4982410;Оксид азоту;null;0,0275875;0,021125;0,0211125;0,01995;0,029071429;0,0331125;null;0,0382375;0,0274;0,0290375;0,0308;0,0257;0,0269;null;0,0313125;0,022525;0,0214625;0,0193;0,0229625;0,0188375;null;0,0282125;0,02375;0,0267125;null;null;null;null;null;null;
Львів;4982410;Фтористий водень;null;0,0038375;0,00455625;0,00391875;0,003461538;0,004186667;0,00415625;null;0,0044625;0,0052375;0,0052;0,0051625;0,00463125;0,00426875;null;0,00425;0,00448125;0,00501875;0,00401875;0,004175;0,003825;null;0,0044125;0,0046625;0,0049;null;null;null;null;null;null;
Львів;4982410;Формальдегiд;null;0,0096375;0,01080625;0,0105375;0,010984615;0,00966;0,010425;null;0,010475;0,01088125;0,0115625;0,0128625;0,01388125;0,013475;null;0,01270625;0,01089375;0,01245;0,012375;0,01189375;0,011925;null;0,0112;0,0125375;0,0139375;null;null;null;null;null;null;
Миколаїв;4703200;Завислі речовини;null;0,075;0,0625;0,075;0,0875;0,075;0,05;null;0,0625;0,0875;0,075;0,0375;0,0875;0,075;null;0,0875;0,0625;0,1;0,15;0,1;0,075;null;0,05;0,1;0,1;0,05;0,05;0,075;null;0,1;0,15;
Миколаїв;4703200;Дiоксид сiрки;null;0,0041;0,0043;0,0048625;0,0061625;0,0048875;0,0044625;null;0,0060125;0,007075;0,0079125;0,005475;0,0038125;0,0072375;null;0,0054625;0,0006625;0,002;0,0027375;0,002375;0,0029125;null;0,00225;0,002125;0,002325;0,005425;0,00585;0,004525;null;0,005725;0,006175;
Миколаїв;4703200;Оксид вуглецю;null;1,375;1,25;1,571428571;1,25;1,25;0,875;null;1,5;1,625;1,5;1,375;1,375;0,75;0;0,875;1,625;1,125;1,375;1,5;1,5;null;1,75;2;0,75;0;0,25;0,5;null;0,5;1,5;
Миколаїв;4703200;Дiоксид азоту;null;0,04339375;0,0304625;0,02691875;0,03895625;0,0353;0,0254625;null;0,023875;0,03201875;0,04264375;0,042875;0,0485125;0,0214125;null;0,0258125;0,03344375;0,02251875;0,0136125;0,02129375;0,01746875;null;0,0277;0,046325;0,0204625;0,028175;0,0272;0,0261375;null;0,034;0,0417125;
Миколаїв;4703200;Оксид азоту;null;0,010125;0,0087;0,005675;0,007425;0,010525;0,01475;null;0,017425;0,0219;0,013275;0,017275;0,01885;0,013875;null;0,014725;0,0054;0,0308;0,01115;0,00975;0,010975;null;0,02365;0,02645;0,0125;0,0123;0,013375;0,016225;null;0,018125;0,02535;
Миколаїв;4703200;Фтористий водень;null;0,001975;0,0022125;0,001075;0,001675;0,0015375;0,0011375;null;0,00125;0,0017375;0,0014;0,0019625;0,003;0,0018625;null;0,0022;0,001475;0,0013875;0,0024625;0,0010625;0,001575;null;null;null;null;null;null;null;null;null;null;
Миколаїв;4703200;Формальдегiд;null;0,0070625;0,01580625;0,0109;0,0062625;0,01148125;0,0057875;null;0,00886875;0,00650625;0,0095;0,00566875;0,0042375;0,0078;null;0,0106125;0,01520625;0,010025;0,0052125;0,00706875;0,0073875;null;0,00885;0,0078875;0,0092125;0,0093375;0,0094875;0,0102125;null;0,0057625;0,0034;
Одеса;4643080;Завислі речовини;null;0,146916667;0,12275;0,123083333;0,11975;0,15275;0,196833333;null;0,115333333;0,10325;0,124666667;0,105;0,157714286;0,310833333;null;0,243166667;0,216166667;0,213416667;0,20325;0,17975;0,145416667;null;0,098583333;0,143916667;0,173333333;0,1865;0,15025;0,146583333;null;0,17625;0,18925;
Одеса;4643080;Дiоксид сiрки;null;0,03325;0,028294444;0,037372222;0,041555556;0,038011111;0,021811111;null;0,017238889;0,020238889;0,0185;0,020433333;0,015588889;0,0289;null;0,0211;0,023405556;0,03495;0,034783333;0,027516667;0,019983333;null;0,013622222;0,024027778;0,024933333;0,038761111;0,034783333;0,026172222;null;0,027611111;0,024038889;
Одеса;4643080;Сульфати;null;0,015;0,015;0,015;0,0205;0,0245;0,0225;null;0,011;0,014;0,011;0,0095;0,008;0,007;null;0,015;0,012;0,0145;0,017;0,017;0,0175;null;0,0135;0,016;0,0225;0,0205;0,021;0,0165;null;0,019;0,0185;
Одеса;4643080;Оксид вуглецю;null;1,625;1,525;1,7375;1,6625;1,6;1,5375;null;1,45;1,5625;1,4625;1,4375;1,45;1,475;null;1,4625;1,3875;1,5375;1,525;1,5;1,4875;null;1,425;1,5625;1,55;1,425;1,4625;1,475;null;1,525;1,475;
Одеса;4643080;Дiоксид азоту;null;0,040383333;0,04055;0,052244444;0,0737;0,062783333;0,039005556;null;0,034172222;0,043355556;0,040005556;0,0483;0,042011111;0,048273333;null;0,046705556;0,054494444;0,06235;0,057816667;0,058133333;0,043972222;null;0,029783333;0,040077778;0,046488889;0,064288889;0,052955556;0,04375;null;0,053305556;0,042144444;
Одеса;4643080;Оксид азоту;null;0,0227;0,021925;0,030625;0,0342;0,034375;0,019375;null;0,012275;0,025675;0,0406;0,033125;0,0264;0,0201;null;0,0264;0,030225;0,03015;0,031475;0,028625;0,028175;null;0,01695;0,036075;0,04255;0,054325;0,044425;0,020875;null;0,029625;0,037025;
Одеса;4643080;Сiрководень;null;0,00125;0,0012875;0,0011875;0,001225;0,0009625;0,001025;null;0,00155;0,00095;0,0010125;0,0011;0,001075;0,0021;null;0,00135;0,0013125;0,00175;0,001325;0,001475;0,0015875;null;0,0021;0,001475;0,001125;0,0008625;0,0009375;0,0012125;null;0,0011875;0,001325;
Одеса;4643080;Фенол;null;0,002861905;0,003333333;0,003261905;0,003647619;0,004033333;0,003890476;null;0,004;0,004038095;0,003738095;0,003228571;0,0025;0,00345;null;0,003090476;0,003090476;0,0031;0,0032;0,003557143;0,003271429;null;0,003542857;0,003528571;0,00352381;0,003514286;0,003061905;0,002685714;null;0,003004762;0,00387619;
Одеса;4643080;Сажа;null;0,04625;0,0475;0,05125;0,07;0,055;0,04375;null;0,01875;0,0225;0,0225;0,01875;0,028;0,05375;null;0,055;0,0475;0,04375;0,0425;0,04625;0,0425;null;0,0225;0,02875;0,03875;0,05;0,0475;0,06;null;0,05375;0,0525;
Одеса;4643080;Фтористий водень;null;0,0034375;0,0034875;0,0036875;0,0032625;0,00435;0,003125;null;0,00255;0,00345;0,003375;0,0021;0,003075;0,00595;null;0,00405;0,0036375;0,0053875;0,004125;0,0038125;0,00365;null;0,0074375;0,0043875;0,0032875;0,0032375;0,0027375;0,00315;null;0,0043625;0,0045125;
Одеса;4643080;Формальдегiд;null;0,007369231;0,005423077;0,006130769;0,007676923;0,006061538;0,005938462;null;0,007546154;0,005830769;0,006469231;0,005076923;0,004542857;0,0061;null;0,006092308;0,005684615;0,007869231;0,008407692;0,007507692;0,0075;null;0,010076923;0,007876923;0,008130769;0,007461538;0,006546154;0,006284615;null;0,005884615;0,006869231;
Полтава;4963460;Завислі речовини;null;0,15;0,15;0,1875;0,1125;0,1375;0,1625;null;0,1375;0,0125;0,0625;0,025;0,1875;0,3;null;0,075;0,05;0,1375;0,075;0,1125;0,1;null;0,1125;0,1125;0,175;0,175;0,1625;0,2;null;0,1125;0,1375;
Полтава;4963460;Дiоксид сiрки;null;0,004333333;0,005;0,00325;0,0035;0,001875;0,003;null;0,002916667;0,003;0,002875;0,003125;0,0055625;0,005875;null;0,002583333;0,0033125;0,0033125;0,00175;0,002875;0,0019375;null;0,0035;0,0029375;0,0030625;0,002375;0,003125;0,002875;null;0,002916667;0,0026875;
Полтава;4963460;Сульфати;null;0,01;0,01;0,01;0,01;0,005;0,005;null;0,01;0,005;0,005;0,01;0,01;0,02;null;0,005;0,005;0,01;0,01;0,015;0,005;null;0,005;0,005;0,01;0,005;0,01;0,015;null;0,01;0,005;
Полтава;4963460;Оксид вуглецю;null;1,111111111;1,888888889;1,555555556;1,333333333;0,777777778;0,75;null;0,444444444;0,555555556;0,777777778;0,777777778;1;0,75;null;0,444444444;0,888888889;0,777777778;1,111111111;1,222222222;1,25;null;1,777777778;2,333333333;1,333333333;1,666666667;1,111111111;1,5;null;1;1,111111111;
Полтава;4963460;Дiоксид азоту;null;0,04;0,035;0,029375;0,0275;0,023125;0,025;null;0,0375;0,031875;0,0225;0,024375;0,02375;0,0225;null;0,031666667;0,02375;0,0225;0,041875;0,03875;0,0275;null;0,040833333;0,02875;0,026875;0,024375;0,020625;0,02;null;0,036666667;0,028125;
Полтава;4963460;Оксид азоту;null;0,016666667;0,0175;0,0225;0,0175;0,0175;0,01;null;0,026666667;0,0175;0,0125;0,015;0,01;0,01;null;0,013333333;0,01;0,015;0,02;0,025;0,015;null;0,023333333;0,0175;0,0175;0,01;0,0175;0,005;null;0,016666667;0,01;
Полтава;4963460;Фтористий водень;null;0,001833333;0,001;0,00175;0,002125;0,001125;0,001;null;0,0015;0,00175;0,00175;0,001375;0,001125;0,001;null;0,002333333;0,00075;0,001;0,001375;0,00175;0,00075;null;0,002333333;0,002;0,002;0,001125;0,00175;0,001375;null;0,002333333;0,001375;
Полтава;4963460;Хлористий водень;null;0,02;0,02;0,025;0,02;0,02;0,01;null;0,02;0,025;0,015;0,015;0,01;0,015;null;0,013333333;0,015;0,01;0,02;0,02;0,015;null;0,02;0,015;0,02;0,015;0,015;0,01;null;0,02;0,01;
Полтава;4963460;Амiак;null;0,013333333;0,0075;0,01;0,0125;0,0125;0,01;null;0,003333333;0,0125;0,0075;0,0075;0,0075;0,01;null;0,016666667;0,0075;0,005;0,0125;0,01;0,01;null;0,01;0,0075;0,015;0,005;0,01;0,01;null;0,013333333;0,0075;
Полтава;4963460;Формальдегiд;null;0,001777778;0,002666667;0,00425;0,00325;0,001916667;0,00425;null;0,004;0,00425;0,00375;0,0035;0,00225;0,00225;null;0,004;0,0015;0,003;0,003;0,004333333;0,0015;null;0,003;0,003;0,00225;0,00225;0,00225;0,00375;null;0,003;0,003;
Кременчук;4813330;Завислі речовини;null;0,07375;0,12875;0,145;0,10625;0,085;0,0725;null;0,10375;0,13625;0,1275;0,1025;0,1375;0,11;null;0,08125;0,07875;0,08;0,09125;0,09;0,19625;null;0,15;0,1275;0,11875;0,11125;0,09375;0,1775;null;0,09375;0,20375;
Кременчук;4813330;Дiоксид сiрки;null;0,0051875;0,005046667;0,0056125;0,005775;0,00525;0,006175;null;0,006025;0,00661875;0,005775;0,00500625;0,00525625;0,00683125;null;0,005975;0,00595;0,00633125;0,0066625;0,0062375;0,00629375;null;0,0081125;0,0073375;0,00639375;0,00725625;0,00668125;0,0064;null;0,0069375;0,00685;
Кременчук;4813330;Сульфати;null;0;0,005;0,01;0,01;0;0,01;null;0,01;0,005;0,01;0,01;0,005;0,005;null;0,01;0,01;0,005;0,01;0,01;0,005;null;0,01;0,01;0,01;0,01;0,01;0,005;null;0,005;0,01;
Кременчук;4813330;Оксид вуглецю;null;0,525;0,5125;0,525;0,5125;0,625;0,45;null;0,3625;0,5;0,7125;0,6;0,5125;0,6875;null;0,4875;0,625;0,425;1,0375;0,6625;1,0875;null;0,825;0,675;0,5;0,5875;0,5125;0,65;null;0,5;0,5625;
Кременчук;4813330;Дiоксид азоту;null;0,022875;0,02076;0,01874375;0,01783125;0,02006875;0,02866875;null;0,025675;0,029225;0,02726875;0,02394375;0,0228375;0,02654375;null;0,02945;0,02254375;0,02605;0,03595;0,0273375;0,03259375;null;0,03455;0,03295;0,02593125;0,0371875;0,0283375;0,027975;null;0,032825;0,02908125;
Кременчук;4813330;Оксид азоту;null;0,015475;0,02005;0,02005;0,010125;0,0096;0,024075;null;0,024725;0,024875;0,022775;0,017075;0,01645;0,02065;null;0,02085;0,01855;0,030975;0,047125;0,034925;0,0227;null;0,0257;0,028025;0,0175;0,02565;0,0144;0,018025;null;0,02275;0,01995;
Кременчук;4813330;Фенол;null;0,000733333;0,000709091;0,00045;0,000883333;0,000691667;0,000416667;null;0,000766667;0,000891667;0,000566667;0,001;0,000633333;0,000558333;null;0,00075;0,000808333;0,0007;0,0003;0,0006;0,000841667;null;0,000816667;0,000266667;0,000425;0,000691667;0,000783333;0,000275;null;0,000283333;0,000283333;
Кременчук;4813330;Сажа;null;0,007525;0,005075;0,0113;0,006225;0,00625;0,002525;null;0,003775;0,007625;0,005125;0,005075;0,00255;0,0076;null;0,00385;0;0;0,003825;0,0052;0,011525;null;0,0102;0,006375;0,003775;0,005;0,00375;0,008775;null;0,002525;0,005025;
Кременчук;4813330;Амiак;null;0,0067;0,0032;0,0066;0,004125;0,003375;0,008275;null;0,00435;0,004725;0,0057;0,007375;0,00365;0,006825;null;0,00715;0,0092;0,005625;0,006775;0,010275;0,00675;null;0,005675;0,0067;0,00585;0,006275;0,005275;0,00735;null;0,00855;0,00665;
Кременчук;4813330;Формальдегiд;null;0,00414;0,003655556;0,00319;0,00312;0,00309;0,0031;null;0,0041;0,00504;0,00464;0,0037;0,00375;0,00346;null;0,00432;0,00442;0,00405;0,00328;0,00368;0,00345;null;0,00454;0,00427;0,00424;0,00463;0,00479;0,00449;null;0,00408;0,00471;
Рівне;5062620;Завислі речовини;null;0;0;0;0;0,03905;0;null;0,02555;0;0;0,1164;0,0171;0,0777;null;0;0,02108;0,038675;0,080225;0;0;null;0;0;0;0;0,050466667;0,12865;null;0,03885;0,034533333;
Рівне;5062620;Дiоксид сiрки;null;0,0012;0;0;0,001154545;0,001866667;0,00035;null;0,001108333;0,000225;0,000291667;0,00045;0;0;null;0,0011;0;0,000225;0;0,000716667;0;null;0;0,00045;0,000225;0,00045;0,000225;0;null;0,000245455;0,000991667;
Рівне;5062620;Оксид вуглецю;null;1,066666667;1,088333333;1,153333333;1,213333333;1,18;1,145;null;0,95;0,945;1,01;0,89;0,988333333;0,96;null;0,801666667;0,938333333;1,236666667;1,085;1,145;1,111666667;null;1,096666667;1,141666667;0,876666667;0,906666667;1,02;1,04;null;1,158333333;1,01;
Рівне;5062620;Дiоксид азоту;null;0,033241667;0,031666667;0,018309091;0,021954545;0,014983333;0,03155;null;0,0351;0,02885;0,047158333;0,03295;0,069825;0,095708333;null;0,05625;0,029825;0,030266667;0,031408333;0,037183333;0,032083333;null;0,03165;0,010808333;0,016;0,025875;0,011475;0,0204625;null;0,019927273;0,028;
Рівне;5062620;Оксид азоту;null;0,033288889;0,02597;0,016111111;0,012666667;0,01639;0,01634;null;0,024433333;0,02022;0,02813;0,03217;0,04936;0,07484;null;0,044844444;0,02682;0,02738;0,02568;0,03993;0,03069;null;0,0335;0,01643;0,00995;0,01855;0,02288;0,0143;null;0,021444444;0,03349;
Рівне;5062620;Сiрководень;null;0,001271429;0;0,000385714;0;0;0;null;0;0,000825;0,0007375;0,0008625;0,003375;0,0052875;null;0,002585714;0,0009875;0;0,0017875;0;0,0004;null;0;0;0;0,00325;0,0027875;0;null;0,002857143;0,0018375;
Рівне;5062620;Фенол;null;0;0;0,0013;0,001122222;0;0,00068;null;0,0004;0;0,0003;0,00041;0;0;null;0,00031;0,00058;0;0;0,00117;0,00101;null;0,00027;0,00027;0,00114;0,0014;0,00171;0,001733333;null;0,001344444;0,00104;
Рівне;5062620;Фтористий водень;null;0,006957143;0,001225;0,001442857;0,001814286;0,0031875;0,0073375;null;0,007371429;0,0060125;0,0062125;0,0037125;0,005525;0,0078625;null;0,005428571;0,004025;0,0034625;0,0058;0,003575;0,0038875;null;0,003614286;0,0042875;0,01255;0,01465;0,0033875;0,005325;null;0,003485714;0,000675;
Рівне;5062620;Хлористий водень;null;0,13665;0,1043875;0,054414286;0,143128571;0,0689125;0;null;0,0470625;0,0304;0,1251;0,111725;0,10695;0,13235;null;0,1248;0,1371625;0,086;0,0067875;0,047025;0,0434125;null;0,0684875;0,07605;0,082425;0,0809625;0,06145;0;null;0,1009;0,108125;
Рівне;5062620;Амiак;null;0,0047;0;0;0,0078;0;0;null;0;0;0;0;0;0;null;0;0;0;0;0,0027;0;null;0,006275;0;0;0;0,00365;0;null;0,0068;0,007925;
Рівне;5062620;Формальдегiд;null;0,0151;0,01045;0,001;0;0,003375;0,000875;null;0,001842857;0,0042875;0,0071625;0,0059875;0,0057625;0,01265;null;0,007414286;0,0058875;0,00665;0,007275;0,0043375;0,0011625;null;0,006057143;0,0032125;0,000575;0,0064625;0,0068625;0,00345;null;0,003214286;0,0051;
Суми;5093480;Завислі речовини;null;0,316666667;0,233333333;0,266666667;0,3;0,3;0,316666667;null;0,233333333;0,183333333;0,233333333;0,216666667;0,266666667;0,3;null;0,333333333;0,25;0,266666667;0,316666667;0,266666667;0,3;null;0,333333333;0,283333333;0,266666667;0,35;0,4;0,283333333;null;0,233333333;0,2;
Суми;5093480;Дiоксид сiрки;null;0,051111111;0,053;0,050583333;0,0545;0,059666667;0,063416667;null;0,058666667;0,055;0,0505;0,051;0,04975;0,047916667;null;0,050444444;0,055583333;0,048833333;0,052333333;0,056833333;0,053333333;null;0,059444444;0,054916667;0,05325;0,052333333;0,05475;0,0495;null;0,053777778;0,056666667;
Суми;5093480;Сульфати;null;0,005;0,01;0,015;0,015;0,02;0,02;null;0,01;0,015;0,005;0,005;0,015;0,015;null;0,01;0,02;0,015;0,015;0,015;0,025;null;0,015;0,01;0,015;0,005;0,005;0,015;null;0,005;0,005;
Суми;5093480;Оксид вуглецю;null;1,5;1,833333333;2,333333333;2;1,333333333;1,333333333;null;1,5;1,5;1,833333333;1,833333333;2,166666667;2;null;1,333333333;1,333333333;1,666666667;1,5;1,5;1,5;null;1,833333333;2;1,166666667;2;1,333333333;2;null;1,5;1,666666667;
Суми;5093480;Дiоксид азоту;null;0,067777778;0,088333333;0,0725;0,060833333;0,056666667;0,0675;null;0,073333333;0,078333333;0,086666667;0,091666667;0,090833333;0,065833333;null;0,111111111;0,078333333;0,106666667;0,101666667;0,091666667;0,086666667;null;0,096666667;0,06;0,069166667;0,081666667;0,093333333;0,07;null;0,07;0,076666667;
Суми;5093480;Оксид азоту;null;0,033333333;0,04;0,0375;0,03;0,0275;0,0325;null;0,03;0,04;0,0425;0,0425;0,03;0,0375;null;0,05;0,0275;0,0425;0,035;0,04;0,0425;null;0,056666667;0,035;0,03;0,035;0,0475;0,0325;null;0,03;0,0375;
Суми;5093480;Амiак;null;0,013333333;0,01375;0,02;0,01375;0,0175;0,0125;null;0,013333333;0,01125;0,0125;0,01625;0,0175;0,0125;null;0,011666667;0,015;0,0125;0,01625;0,01375;0,0125;null;0,016666667;0,01625;0,01375;0,01375;0,01375;0,015;null;0,016666667;0,015;
Суми;5093480;Формальдегiд;null;0,006333333;0,003;0,00475;0,004;0,004;0,004;null;0,005;0,003;0,005;0,00375;0,00375;0,003;null;0,005333333;0,004;0,005;0,00575;0,005;0,004;null;0,005333333;0,00575;0,00375;0,00375;0,00375;0,00575;null;0,005;0,004;
Тернопіль;4932530;Завислі речовини;null;0,06;0,1125;0,1375;0,113333333;0,0925;0,046666667;null;0;0;0;0;0,065;0,09;null;0;0;0,0275;0,075;0,045;0,015;null;0,04;0,07;null;0,0925;0,1125;null;null;null;null;
Тернопіль;4932530;Дiоксид сiрки;null;0,0048;0,00585;0,007371429;0,007842857;0,0048875;0,002885714;null;0,0010625;0,0018625;0,003825;0,004025;0,0039875;0,003885714;null;0,001275;0,0014875;0,0031875;0,00345;0,0043;0,003775;null;0,00365;0,0040375;0,00335;0,0035625;0,0041875;null;null;null;null;
Тернопіль;4932530;Оксид вуглецю;null;3,45;3,375;3,35;3,466666667;3,95;3,866666667;null;4,2;3,4;3,6;3,35;3,225;3,625;null;3,55;3,525;3,625;3,275;2,8;2,75;null;3,35;3,525;null;3,475;4,325;null;null;null;null;
Тернопіль;4932530;Дiоксид азоту;null;0,0668125;0,054875;0,055885714;0,045785714;0,050125;0,049885714;null;0,0524125;0,0464;0,0429125;0,0402875;0,04815;0,053485714;null;0,0522;0,0486625;0,0597125;0,06085;0,064;0,049475;null;0,0573375;0,03955;0,04245;0,0482;0,0487375;null;null;null;null;
Тернопіль;4932530;Оксид азоту;null;0,03615;0,0314;0,032325;0,024575;0,028725;0,02805;null;0,029775;0,0259;0,023625;0,022125;0,027025;0,0282;null;0,030075;0,0268;0,034475;0,03465;0,0372;0,0311;null;0,032875;0,0209;0,0229;0,0264;0,027;null;null;null;null;
Тернопіль;4932530;Формальдегiд;null;0,0036;0,0044875;0,003485714;0,004542857;0,0028125;0,0013;null;0,0004;0,0019375;0,0019875;0,002075;0,002575;0,002957143;null;0,0008125;0,00125;0,002275;0,0031875;0,0023125;0,00225;null;0,0023;0,0026125;0,00165;0,00235;0,002975;null;null;null;null;
Харків;4993630;Завислі речовини;null;0,0388;0,0564;0,0348;0,0264;0,0304;0,0336;null;0,048235294;0,028823529;0,037058824;0,024705882;0,028235294;0,025882353;null;0,0335;0,0405;0,0355;0,038;0,0375;0,035;null;0,0415;0,032;0,034;0,0355;0,038;0,0495;null;0,043;0,033;
Харків;4993630;Дiоксид сiрки;null;0,018973333;0,022853333;0,020136667;0,022746667;0,022903333;0,019553333;null;0,020861905;0,021552381;0,022904762;0,023709524;0,023595238;0,023828571;null;0,023808333;0,02555;0,028083333;0,029758333;0,0273;0,031783333;null;0,022770833;0,0214625;0,022691667;0,0187;0,021841667;0,023495833;null;0,022995833;0,020875;
Харків;4993630;Сульфати;null;0;0,005;0,01;0;0;0,005;null;0;0;0,005;0;0,005;0,005;null;0;0,005;0;0,01;0;0;null;0;0,01;0;0;0;0;null;0;0;
Харків;4993630;Оксид вуглецю;null;1,185;1,22;1,095;1,055;1,035;0,96;null;1,142857143;1,414285714;1,1;1,235714286;1,071428571;1;null;1,2125;1,18125;1,025;1,16875;1,10625;1,0875;null;1,20625;1,3625;1,1875;1,225;1,2;1,2875;null;1,225;1,20625;
Харків;4993630;Дiоксид азоту;null;0,0267;0,021542857;0,024608571;0,023168571;0,024157143;0,022711429;null;0,026871429;0,023470833;0,023791667;0,0222625;0,024745833;0,028283333;null;0,021879167;0,022860714;0,0234;0,024046429;0,025785714;0,025417857;null;0,02925;0,02635;0,029485714;0,032421429;0,030807143;0,029232143;null;0,032833333;0,028967857;
Харків;4993630;Оксид азоту;null;0,016833333;0,016775;0,0199;0,020325;0,0207;0,0276;null;0,0181;0,022825;0,020675;0,021325;0,021675;0,017125;null;0,016766667;0,013725;0,017575;0,018525;0,017625;0,01695;null;0,013233333;0,0253;0,033275;0,0221;0,021625;0,019375;null;0,0191;0,021625;
Харків;4993630;Сiрководень;null;0,000533333;0,000475;0,001;0,000525;0,0007;0,00045;null;0,0009;0,000625;0,000825;0,00045;0,0009;0,00075;null;0,000933333;0,0013;0,001575;0,001575;0,0015;0,00185;null;null;null;null;null;null;null;null;null;null;
Харків;4993630;Фенол;null;0,002233333;0,002333333;0,002233333;0,001958333;0,002225;0,002741667;null;0,001433333;0,001775;0,001925;0,0015625;0,001875;0,0016;null;0,001266667;0,001325;0,001275;0,001416667;0,0012;0,001308333;null;0,000816667;0,0007;0,00065;0,0005875;0,0007875;0,00065;null;0,00155;0,0017375;
Харків;4993630;Сажа;null;0,03;0,01;0;0,01;0,02;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,02;0,043333333;0,043333333;0,03;0,043333333;0,01;null;0,02;0,01;
Харків;4993630;Амiак;null;0,0045;0,0042125;0,0033625;0,0046;0,0067125;0,004625;null;0,004416667;0,0049875;0,0059;0,003825;0,0059375;0,0050625;null;0,005683333;0,00425;0,0051;0,004675;0,0059125;0,0051;null;0,002266667;0,00635;0,0020875;0,0061875;0,0058625;0,005025;null;0,00515;0,0042375;
