city;coordinateNumber;nameImpurity;1December;2December;3December;4December;5December;6December;7December;8December;9December;10December;11December;12December;13December;14December;15December;16December;17December;18December;19December;20December;21December;22December;23December;24December;25December;26December;27December;28December;29December;30December;31December;
Харків;4993630;Формальдегiд;null;0,001852381;0,001678571;0,001828571;0,001267857;0,001514286;0,001560714;null;0,00215;0,00149375;0,001825;0,0014;0,00180625;0,001275;null;0,002226667;0,002515;0,002685;0,002465;0,002445;0,00272;null;0,003538889;0,002791667;0,002745833;0,002629167;0,002529167;0,002779167;null;0,002455556;0,001345833;
Хмельницький;4942690;Завислі речовини;null;0,064;0,056;0,04;0,0395;0,032;0,0325;null;0,048;0,03975;0,032;0,04;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Дiоксид сiрки;null;0,018525;0,017375;0,0161625;0,0169625;0,0170875;0,0181;null;0,01785;0,0175875;0,0175125;0,0162875;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Сульфати;null;0,0076;0,006925;0,007025;0,007475;0,006175;0,00755;null;0,00725;0,008;0,007125;0,006825;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Оксид вуглецю;null;1,655;1,845;1,7625;1,535;1,63;1,5375;null;1,5225;1,8125;1,805;1,565;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Дiоксид азоту;null;0,03255;0,0272625;0,029875;0,0187875;0,0149375;0,0164375;null;0,0215;0,0347375;0,043125;0,0469;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Оксид азоту;null;0,02415;0,0230125;0,0252375;0,0158625;0,016225;0,0135375;null;0,0135625;0,0263875;0,033875;0,0335125;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Фенол;null;0,000933333;0,001216667;0,001466667;0,000933333;0,0009;0,001066667;null;0,000816667;0,001016667;0,001233333;0,00085;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Хлористий водень;null;0,036425;0,044225;0,057775;0,0373;0,030125;0,03065;null;0,027625;0,04895;0,0433;0,042275;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Амiак;null;0,00695;0,006275;0,00435;0,005475;0,006025;0,004975;null;0,005675;0,00695;0,0044;0,005225;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Хмельницький;4942690;Формальдегiд;null;0,00145;0,001216667;0,001583333;0,0016;0,001083333;0,0011;null;0,000833333;0,0011;0,00145;0,00135;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
Херсон;4673270;Завислі речовини;null;0,02725;0;0;0,025;0;null;null;0;0;0;0;0,05;null;null;0,05;0,075;0,025;0;0;null;null;0,025;0;0;0;null;null;null;0;0;
Херсон;4673270;Дiоксид сiрки;null;0,0055;0,003375;0,00425;0,00475;0,005375;null;null;0,004666667;0,004375;0,00525;0,004714286;0,004625;null;null;0,009333333;0,0015;0,001125;0,003;0,001875;null;null;0,007666667;0,0045;0,00075;0,001125;null;null;null;0,003166667;0,00175;
Херсон;4673270;Сульфати;null;0,005;0,005;0;0;0;null;null;0;0,005;0,005;0;0,005;null;null;0;0;0;0;0;null;null;0;0,005;0;0;null;null;null;0;0;
Херсон;4673270;Оксид вуглецю;null;0,273333333;0,24;0,395;0,211666667;0,256666667;null;null;0,265;0,28;0,37;0,238;0,213333333;null;null;0,36;0,253333333;0,346666667;0,273333333;0,248333333;null;null;0,33;0,25;0,23;0,24;null;null;null;0,208333333;0,753333333;
Херсон;4673270;Дiоксид азоту;null;0,186666667;0,1975;0,22875;0,22;0,20125;null;null;0,178333333;0,1875;0,21375;0,242857143;0,24625;null;null;0,198333333;0,21625;0,1775;0,20625;0,2275;null;null;0,183333333;0,165;0,20375;0,19;null;null;null;0,19;0,18;
Херсон;4673270;Оксид азоту;null;0,076666667;0,13;0,1125;0,145;0,14;null;null;0,096666667;0,115;0,1675;0,1425;0,13;null;null;0,13;0,1175;0,095;0,115;0,115;null;null;0,14;0,11;0,145;0,13;null;null;null;0,13;0,135;
Херсон;4673270;Фенол;null;0,007166667;0,0015;0,00275;0,0055;0,005;null;null;0,010833333;0,006375;0,00525;0,005714286;0,001;null;null;0,002;0,00325;0,002;0,002625;0,006125;null;null;0,006833333;0,0025;0,005875;0,004;null;null;null;0,0071;0,002;
Херсон;4673270;Формальдегiд;null;0,001666667;0;0;0;0;null;null;0;0;0;0;0;null;null;0;0;0;0,003;0,00475;null;null;0,004;0;0;0;null;null;null;0,002;0,004;
Черкаси;4933200;Завислі речовини;null;0,035;0;0,1;0,1;0,035;0;null;0;0;0;0;0,05;0,116666667;null;0,05;0;0,05;0,1;0,1;0;null;0;0,05;0,066666667;0,1;0,05;0;null;0;0,066666667;
Черкаси;4933200;Дiоксид сiрки;null;0,020375;0,02;0,0216;0,0226;0,019888889;0,0214;null;0,021125;0,0198;0,0207;0,0202;0,0193;0,021;null;0,02;0,0188;0,0219;0,0209;0,021;0,0203;null;0,021125;0,0202;0,0213;0,0208;0,0228;0,0218;null;0,019875;0,0206;
Черкаси;4933200;Сульфати;null;0,01;0,01;0,01;0,015;0,01;0,02;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,015;0,01;null;0,01;0,015;
Черкаси;4933200;Оксид вуглецю;null;1,333333333;1,333333333;1,333333333;1,166666667;1;1;null;1;1;1;1;1;1,666666667;null;1;1;1,166666667;1,5;1,333333333;1,166666667;null;1;1,166666667;1,5;1,333333333;1;1;null;1;1,333333333;
Черкаси;4933200;Дiоксид азоту;null;0,042222222;0,035833333;0,036666667;0,035833333;0,032727273;0,030833333;null;0,028888889;0,025833333;0,03;0,028333333;0,031666667;0,033333333;null;0,03;0,028333333;0,031666667;0,034166667;0,0325;0,028333333;null;0,031111111;0,034166667;0,033333333;0,044166667;0,044166667;0,043333333;null;0,037777778;0,024166667;
Черкаси;4933200;Оксид азоту;null;0,03;0,0275;0,0325;0,025;0,0275;0,02;null;0,016666667;0,02;0,0175;0,0175;0,025;0,03;null;0,013333333;0,025;0,025;0,0275;0,025;0,0225;null;0,03;0,02;0,025;0,0275;0,03;0,03;null;0,016666667;0,015;
Черкаси;4933200;Сiрководень;null;0,001888889;0,002083333;0,002166667;0,002416667;0,002181818;0,001916667;null;0,002;0,001916667;0,002166667;0,002666667;0,001916667;0,002;null;0,002222222;0,002;0,002083333;0,002166667;0,001916667;0,002;null;0,001777778;0,001833333;0,002;0,002333333;0,002166667;0,002166667;null;0,002111111;0,001833333;
Черкаси;4933200;Амiак;null;0,043333333;0,049166667;0,040833333;0,040833333;0,050909091;0,043333333;null;0,036666667;0,024166667;0,039166667;0,04;0,045833333;0,055833333;null;0,037777778;0,0325;0,038333333;0,044166667;0,04;0,036666667;null;0,038888889;0,051666667;0,04;0,0425;0,055;0,055;null;0,043333333;0,043333333;
Черкаси;4933200;Формальдегiд;null;0,007;0,0115;0,01275;0,01125;0,009333333;0,00825;null;0,005666667;0,00425;0,004;0,0085;0,007;0,0105;null;0,013;0,005;0,00675;0,0095;0,008;0,0055;null;0,005;0,00625;0,005;0,005;0,01375;0,01175;null;0,007333333;0,008;
Чернівці;4832590;Завислі речовини;null;0;0,016666667;0,016666667;0,016666667;0;0;null;0,016666667;0;0;0,016666667;0;0,016666667;null;0,033333333;0,033333333;0,016666667;0,05;0,05;0,05;null;0,05;0;null;0,033333333;0,033333333;null;null;null;null;
Чернівці;4832590;Дiоксид сiрки;null;0,001783333;0,003083333;0,0025;0,0044;0,000683333;0;null;0,0007;0,001666667;0,001375;0,000133333;0,000675;0;null;0,000708333;0,001133333;0,001141667;0,001291667;0,002566667;0,002658333;null;0,002233333;0,001116667;null;0,0019;0,0022;null;null;null;null;
Чернівці;4832590;Оксид вуглецю;0;0,2;0,1;0,2;0,2;0,1;0,2;0;0,1;0,1;0;0,1;0,1;0,3;0;0;0,1;0,3;0,5;0,1;0,2;0;0,3;0,142857143;0;0,2;0,142857143;0;0;0;0;
Чернівці;4832590;Дiоксид азоту;0,006875;0,00725;0,0114;0,01686875;0,01643125;0,01203125;0,01614375;0,008025;0,01665625;0,010725;0,00948125;0,0287875;0,02061875;0,0260125;0,017475;0,026475;0,010975;0,0198;0,02764375;0,01606875;0,0176875;0,0053;0,0262375;0,00529;0,005275;0,01632;0,0165;0,006625;0,008475;0,02895;0,036375;
Чернівці;4832590;Оксид азоту;0,0038;0,0023125;0,0017875;0,0025;0,00215;0,00285;0,0054625;0,004025;0,004875;0,003025;0,00315;0,0064375;0,006025;0,0079875;0,0107;0,002675;0,0013375;0,0241;0,029;0,0076125;0,004075;0,002725;0,0055;0,004166667;0,0025;0,002133333;0,002833333;0,00375;0,004175;0,0418;0,03885;
Чернівці;4832590;Фенол;null;0,00055;0,00015;0,0004;0,000275;0,00075;0,0002;null;0,0001;0,001475;0,00085;0,0006;0,00005;0,00005;null;0,000175;0,000275;0,0018;0,0014;0,001325;0,0008;null;0,000275;0,0007;null;0,0002;0,0003;null;null;null;null;
Чернівці;4832590;Фтористий водень;null;0,0015;0;0;0,0001875;0,0009;0,00245;null;0,0005375;0,00025;0,001825;0,0006375;0,000775;0;null;0;0;0,00085;0;0,0000875;0;null;0,000925;0;null;0;0;null;null;null;null;
Чернівці;4832590;Хлористий водень;null;0,138175;0,0723;0,176625;0;0,00615;0,0046;null;0,013825;0,11875;0,187275;0,060275;0,094425;0;null;0,0907;0,0848;0,037675;0,10185;0,05595;0;null;0,03845;0;null;0;0,14165;null;null;null;null;
Чернівці;4832590;Формальдегiд;null;0,000175;0,001575;0,0013125;0,0013375;0,00165;0,0006125;null;0,001325;0,0007875;0,0007;0,0012125;0,00075;0,0004375;null;0,000175;0,000175;0,0008;0,0004375;0,0016875;0;null;0,0000875;0,00105;null;0,00015;0,0034;null;null;null;null;
Ізмаїл;4542880;Завислі речовини;null;0,1;0,07;0,05;0,05;0,03;0,05;null;0,065000153;0,03;0,1;0,05;0,05;0,03;null;0,08;0,085000153;0,05;0,03;0,03;0,085;null;0,05;0,115;0,16;0,160000153;0,07;0,07;null;null;null;
Ізмаїл;4542880;Дiоксид сiрки;null;0,027900079;0,017950035;0,031475026;0,020325;0,021175;0,02497502;null;0,028575;0,01730002;0,03177504;0,019675006;0,02395004;0,016225023;null;0,01980001;0,02357506;0,021050035;0,018075;0,0364;0,02122504;null;0,016766667;0,012300027;0,019775006;0,03242504;0,021875003;0,01865;null;null;null;
Ізмаїл;4542880;Сульфати;null;0,01;0,005;0;0,005;0;0,005;null;0,005;0;0,01;0;0,005;0;null;0,005;0,01;0;0;0;0,01;null;0,005;0,015;0,02;0,02;0,01;0,01;null;null;null;
Ізмаїл;4542880;Оксид вуглецю;null;0,720001221;0,690001221;0,59;0,75;0,575000305;0,645001221;null;0,625001221;0,435;0,580000305;0,63;0,515;0,640001221;null;0,48;0,415;0,58;0,68;0,505;0,43000061;null;0,38500061;0,465;0,925;0,585001526;0,54;0,590001221;null;null;null;
Ізмаїл;4542880;Дiоксид азоту;null;0,063866667;0,066475101;0,05762514;0,04290004;0,055775;0,066975101;null;0,062750201;0,066200061;0,043025;0,04125004;0,058275;0,054325;null;0,059333333;0,056825122;0,063375101;0,041675;0,053500031;0,049975101;null;0,058266667;0,060875;0,03635;0,05320004;0,060125;0,059675079;null;null;null;
Ізмаїл;4542880;Сiрководень;null;0,001633333;0,00165;0,0015;0,001400001;0,001075;0,001800001;null;0,001125;0,001550002;0,001125001;0,00135;0,001400003;0,001325001;null;0,000900001;0,00175;0,001275001;0,001425;0,001525002;0,001375;null;0,0016;0,001200001;0,001425001;0,0011;0,00075;0,001225002;null;null;null;
Ізмаїл;4542880;Формальдегiд;null;0,0007;0,002000003;0,00235;0,001300002;0;0,002450006;null;0,0007;0,001;0,002000003;0,002700003;0,001;0,001000002;null;0,00135;0;0,002050003;0,001;0,00175;0,00035;null;0,0014;0,00035;0,002000003;0,0007;0;0,00135;null;null;null;
Біла Церква;4983020;Завислі речовини;null;0,05875;0,0585;0,0495;0,058;0,0505;0,05;null;0,051;0,051;0,0595;0,05925;0,0825;0,066;null;0,052;0,06925;0,0765;0,0695;0,069;0,05975;null;0,06825;0,068;0,08375;0,06675;0,067;0,067;null;0,0675;0,0765;
Біла Церква;4983020;Дiоксид сiрки;null;0,0317625;0,033975;0,0412375;0,0366375;0,03455;0,03985;null;0,030975;0,0363125;0,031675;0,02675;0,0413;0,0348125;null;0,036575;0,0368125;0,0329875;0,034925;0,0356;0,0337375;null;0,031475;0,037;0,0342375;0,0324875;0,0326;0,0386375;null;0,03735;0,0341625;
Біла Церква;4983020;Оксид вуглецю;null;1,225;1,125;1,1;0,975;1,025;1,55;null;1;1,275;1,725;1,35;1,3;1,2;null;0,575;0,375;0,525;0,575;0,875;0,85;null;1,2;0,65;0,625;0,525;0,725;1,025;null;1,325;1,15;
Біла Церква;4983020;Дiоксид азоту;null;0,0711;0,071375;0,0829125;0,0810375;0,0840375;0,0767125;null;0,089425;0,101;0,0805;0,0839875;0,0848125;0,092625;null;0,0900625;0,07165;0,0868875;0,09275;0,08655;0,081075;null;0,0798;0,076875;0,088775;0,08875;0,0771875;0,09625;null;0,081525;0,1033;
Олександрія;4843230;Завислі речовини;null;0,3;0,3;0,25;0,2;0,2;0,15;null;0,15;0,2;0,25;0,2;0,25;0,15;null;0,2;0,2;0,15;0,15;0,15;0,15;null;0,15;0,15;0,35;0,15;0,25;0,1;null;0,3;0,15;
Олександрія;4843230;Дiоксид сiрки;null;0,018033333;0,0198;0,02135;0,019825;0,01985;0,0193;null;0,0139;0,020525;0,0188;0,01975;0,02295;0,013525;null;0,0167;0,023675;0,01815;0,01435;0,0242;0,01455;null;0,012566667;0,02365;0,0206;0,017825;0,020725;0,017025;null;0,014833333;0,021675;
Олександрія;4843230;Сульфати;null;0,005;0,005;0,005;0,01;0,005;0,005;null;0,005;0;0,005;0,005;0,01;0,01;null;0,005;0,005;0,005;0,005;0;0,005;null;0,005;0,015;0,005;0,015;0;0,01;null;0;0,015;
Олександрія;4843230;Дiоксид азоту;null;0,022833333;0,032175;0,024725;0,039275;0,0243;0,025675;null;0,022866667;0,029775;0,025525;0,032075;0,021875;0,036025;null;0,021766667;0,027475;0,028075;0,0344;0,032325;0,0238;null;0,039433333;0,025275;0,0334;0,040925;0,02265;0,0298;null;0,037233333;0,02635;
Олександрія;4843230;Сажа;null;0,04;0,045;0,045;0,03;0,065;0,045;null;0,06;0,04;0,065;0,035;0,1;0,05;null;0,04;0,035;0,035;0,03;0,065;0,1;null;0,07;0,03;0,04;0,04;0,04;0,04;null;0,05;0,03;
Горішні Плавні;4903360;Завислі речовини;null;0,1;0,1;0,075;0,1;0,125;0,075;null;0,175;0,125;0,075;0,125;0,075;0,15;null;0,075;0,075;0,125;0,15;0,1;0,05;null;0,125;0,05;0,15;0,05;0,125;0,075;null;0,125;0,05;
Горішні Плавні;4903360;Дiоксид сiрки;null;0,007275;0,001825;0,004875;0,0066;0,006875;0,006925;null;0,0099;0,0073;0,005475;0,008525;0,008225;0,007;null;0,004875;0,004625;0,006125;0,00455;0,006225;0,00585;null;0,00735;0,00545;0,0045;0,0054;0,007175;0,0057;null;0,007325;0,00845;
Горішні Плавні;4903360;Оксид вуглецю;null;0,1;0,15;0,2;0,15;0,15;0,2;null;0,15;0,15;0,15;0,1;0,15;0,2;null;0,2;0,15;0,2;0,2;0,2;0,25;null;0,2;0,2;0,2;0,1;0,15;0,2;null;0,2;0,25;
Горішні Плавні;4903360;Дiоксид азоту;null;0,018775;0,005475;0,0146;0,021625;0,016725;0,0241;null;0,052975;0,029125;0,028575;0,035325;0,0372;0,027925;null;0,012225;0,008625;0,008575;0,00905;0,018625;0,01535;null;0,0355;0,021875;0,01685;0,0173;0,025675;0,0126;null;0,023775;0,035525;
Горішні Плавні;4903360;Фенол;null;0,0006;0,00125;0,00135;0,0002;0;0,00135;null;0,0005;0,00025;0,00105;0,00135;0,0012;0,00125;null;0,0005;0,0003;0,002;0,00105;0,0006;0,0006;null;0,0005;0,00115;0,0005;0,0014;0,001;0,00085;null;0,0001;0,0005;
Горішні Плавні;4903360;Сажа;null;0;0,0051;0,0076;0,0075;0;0,0025;null;0,005;0,00255;0,0051;0,0051;0,00255;0,0076;null;0,00255;0,0026;0,0051;0,00505;0,0026;0,00255;null;0,0051;0,0051;0,0025;0,0149;0,0075;0,0075;null;0,0051;0,005;
Горішні Плавні;4903360;Хлористий водень;null;0,0029;0;0,003833333;0;0,0032;0,0054;null;0,003166667;0;0,004366667;0;0,0031;0;null;0,002933333;0;0;0,005333333;0;0,003533333;null;0,0033;0;0;0,004366667;0,003233333;0;null;0;0,004933333;
Горішні Плавні;4903360;Амiак;null;0,00485;0;0,00825;0,0092;0,0015;0,0059;null;0,0048;0,0024;0,00735;0,00865;0,00855;0,00335;null;0,00455;0,0009;0,00915;0,0036;0,0093;0,0086;null;0,0081;0,00595;0,0039;0,006;0,0018;0,0078;null;0,0078;0,0051;
Бровари;5053080;Завислі речовини;null;0,0505;0,05;0,0665;0,0495;0,05;0,051;null;0,034;0,0505;0,051;0,0505;0,066;0,0495;null;0,0345;0,07;0,0515;0,052;0,0525;0,051;null;0,034;0,068;0,0665;0,0335;0,0505;0,067;null;0,0505;0,068;
Бровари;5053080;Дiоксид сiрки;null;0,029525;0,035875;0,037675;0,039875;0,039325;0,03105;null;0,039175;0,036975;0,0416;0,03405;0,036425;0,0303;null;0,030975;0,04045;0,035625;0,034475;0,04095;0,0379;null;0,03315;0,0396;0,03165;0,03585;0,038825;0,030725;null;0,038975;0,02945;
Бровари;5053080;Оксид вуглецю;null;0,65;0,6;0,65;0,6;0,6;0,55;null;0,65;0,55;0,55;0,6;0,55;0,55;null;0,6;0,55;0,55;0,5;0,45;0,5;null;0,4;0,45;0,55;0,6;0,65;0,6;null;0,65;0,65;
Бровари;5053080;Дiоксид азоту;null;0,064225;0,067275;0,073125;0,077925;0,07635;0,0644;null;0,07805;0,0726;0,083975;0,06635;0,06995;0,063925;null;0,0658;0,07725;0,0692;0,06955;0,086075;0,077125;null;0,063075;0,077425;0,060425;0,0707;0,069375;0,06265;null;0,0771;0,05745;
Обухів;5013060;Завислі речовини;null;0,067;0,034;0,0495;0,066;0,067;0,0685;null;0,101;0,102;0,102;0,067;0,033;0,098;null;0,051;0,0515;0,085;null;null;null;null;null;null;null;null;null;null;null;null;null;
Обухів;5013060;Дiоксид сiрки;null;0,035866667;0,047933333;0,04465;0,045033333;0,042233333;0,04685;null;0,035766667;0,031266667;0,036575;0,035133333;0,0565;0,055775;null;0,0488;0,046325;0,048875;null;null;null;null;null;null;null;null;null;null;null;null;null;
Обухів;5013060;Оксид вуглецю;null;0,3;0,3;0,5;0,65;0,75;0,45;null;0,6;0,55;0,75;0,65;0,55;0,7;null;0,75;0,6;0,75;null;null;null;null;null;null;null;null;null;null;null;null;null;
Обухів;5013060;Дiоксид азоту;null;0,0574;0,063466667;0,06035;0,067166667;0,0651;0,0584;null;0,056466667;0,041766667;0,056025;0,0595;0,088733333;0,087425;null;0,0762;0,06115;0,061725;null;null;null;null;null;null;null;null;null;null;null;null;null;
Українка;5023080;Завислі речовини;null;0,0335;0,034;0,0495;0,0495;0,033;0,051;null;0,067;0,034;0,0335;0,05;0,066;0,049;null;0,0515;0,035;0,034;null;null;null;null;null;null;null;null;null;null;null;null;null;
Українка;5023081;Дiоксид сiрки;null;0,047666667;0,0385;0,03315;0,043425;0,041475;0,0513;null;0,04495;0,046366667;0,046025;0,05075;0,0457;0,0498;null;0,034125;0,0473;0,0511;null;null;null;null;null;null;null;null;null;null;null;null;null;
Українка;5023082;Оксид вуглецю;null;1,14;0,76;1,02;1,14;0,54;0,495;null;0,6;0,52;0,66;0,825;1,01;1,365;null;0,535;0,575;0,71;null;null;null;null;null;null;null;null;null;null;null;null;null;
Українка;5023083;Дiоксид азоту;null;0,098;0,0641;0,082325;0,074925;0,076233333;0,082025;null;0,07555;0,066133333;0,075425;0,071375;0,063366667;0,0859;null;0,08595;0,0813;0,0726;null;null;null;null;null;null;null;null;null;null;null;null;null;
Житомир;5022870;Завислі речовини;null;0,0765;0,076;0,0765;0,083;0,0755;0,09425;null;0,0765;0,0935;0,085;0,07625;0,0745;0,07425;null;0,0875;0,088;0,08625;0,07;0,1055;0,0855;null;0,068;0,08525;0,067;0,08325;0,067;0,101;null;0,068;0,07725;
Житомир;5022871;Дiоксид сiрки;null;0,035375;0,0378875;0,037;0,034925;0,037625;0,0367;null;0,035075;0,033133333;0,030166667;0,028075;0,032191667;0,034933333;null;0,036858333;0,036358333;0,039108333;0,034975;0,032625;0,03155;null;0,0368;0,0377;0,036216667;0,03505;0,038658333;0,0351;null;0,03835;0,036408333;
Житомир;5022872;Оксид вуглецю;null;0,585;0,5025;0,5625;0,7825;0,8725;0,7575;null;0,8325;0,58625;0,5475;0,66375;0,8125;0,7775;null;0,42;0,58;0,9325;0,685;0,73375;0,5575;null;0,68625;0,8275;0,5275;0,70375;0,6375;0,6;null;0,8175;0,7;
Житомир;5022872;Дiоксид азоту;null;0,1040375;0,0982;0,101825;0,0972625;0,102725;0,105325;null;0,087825;0,080233333;0,071366667;0,084041667;0,081941667;0,075566667;null;0,066083333;0,066808333;0,080591667;0,076483333;0,072208333;0,080516667;null;0,0715;0,07675;0,063933333;0,08825;0,071825;0,07415;null;0,066883333;0,069658333;
Житомир;5022873;Оксид азоту;null;null;null;null;null;null;null;null;null;0,02925;0,03225;0,02925;0,04875;0,0155;null;0,01725;0,0155;0,017333333;0,037;0,06575;0,03025;null;0,03575;0,08625;0,00375;0,0205;0,025;0,03125;null;0,02825;0,0305;
Чернігів;5143130;Завислі речовини;null;0,11325;0,11275;0,099;0,13625;0,113;0,08875;null;0,1255;0,10075;0,08825;0,0755;0,07375;0,0865;null;0,11675;0,10325;0,11475;0,1165;0,129;0,114;null;0,1005;0,1385;0,11175;0,09925;0,1;0,1125;null;0,10075;0,114525;
Чернігів;5143131;Дiоксид сiрки;null;null;null;null;null;null;null;null;null;null;null;0,0420875;0,0399625;0,042375;null;0,0461625;0,0394875;0,050275;0,0436625;0,0459375;0,0470625;null;0,0397875;0,0471625;0,0421375;0,0417;0,03995;0,0427;null;0,039825;0,0455375;
Чернігів;5143132;Оксид вуглецю;null;0,4275;0,42;0,435;0,4075;0,38;0,3275;null;0,2975;0,345;0,4175;0,3725;0,34;0,3625;null;0,31;0,2925;0,35;0,3975;0,37;0,3975;null;0,3325;0,4525;0,4775;0,435;0,4125;0,3525;null;0,41;0,3775;
Чернігів;5143133;Дiоксид азоту;null;null;null;null;null;null;null;null;null;null;null;0,074425;0,0804125;0,08165;null;0,0710625;0,0780125;0,082875;0,0787875;0,07475;0,0693875;null;0,0701125;0,0826375;0,0645625;0,0685375;0,06695;0,062225;null;0,061575;0,0703875;
