city;coordinateNumber;nameImpurity;1August;2August;3August;4August;5August;6August;7August;8August;9August;10August;11August;12August;13August;14August;15August;16August;17August;18August;19August;20August;21August;22August;23August;24August;25August;26August;27August;28August;29August;30August;31August
Кропивницький;4853220;Сажа;0,02;0,035;0,018333333;null;0,02;0,023333333;0,026666667;0,026666667;0,028333333;0,026666667;null;0,015;0,026666667;0,031666667;0,026666667;0,025;0,036666667;null;0,028333333;0,043333333;0,05;0,036666667;0,015;0,03;null;0,035;0,036666667;0,031666667;0,028333333;0,026666667;0,036666667
Кропивницький;4853220;Формальдегiд;0,006133333;0,003266667;0,0021;null;0,0056;0,005633333;0,004666667;0,0035;0,003533333;0,002333333;null;0,0073;0,008133333;0,002633333;0,0023;0,004666667;0,0059;null;0,0056;0,004133333;0,005933333;0,002633333;0,004966667;0,0029;null;0,003533333;0,003566667;0,005933333;0,002933333;0,005;0,0053
Світловодськ;4903340;Завислі речовини;0,05;0,05;0,05;null;0,1;0,1;0,1;0,1;0,1;0,1;null;0,15;0,1;0,1;0,1;0,05;0,1;null;0,1;0,1;0,1;0,1;0,15;0,1;null;null;0,1;0,15;0,1;0,1;null
Світловодськ;4903340;Дiоксид сiрки;0,047666667;0,0296;0,0204;null;0,038466667;0,029433333;0,013533333;0,047633333;0,026966667;0,015733333;null;0,0693;0,029133333;0,053466667;0,0427;0,062766667;0,055866667;null;0,0617;0,0183;0,055066667;0,020966667;0,058766667;0,015666667;null;null;0,0432;0,0273;0,020666667;0,0091;null
Світловодськ;4903340;Сульфати;0,005;0;0;null;0,01;0,005;0;0,01;0;0,01;null;0;0;0;0;0;0,005;null;0;0,01;0,01;0,01;0,005;0,005;null;null;0,01;0;0,01;0,005;null
Світловодськ;4903340;Оксид вуглецю;1;1;1;null;1;1,5;1,5;1,5;1;1;null;1;1;1;1;1;1;null;1;1;1;1;1;1;null;null;1;1;1;1,5;null
Світловодськ;4903340;Дiоксид азоту;0,0217;0,062533333;0,051433333;null;0,033066667;0,018366667;0,029133333;0,021966667;0,054833333;0,040233333;null;0,018233333;0,0293;0,018166667;0,029133333;0,058566667;0,054566667;null;0,029466667;0,0446;0,0372;0,026433333;0,0551;0,0404;null;null;0,037;0,029533333;0,033566667;0,036766667;null
Світловодськ;4903340;Оксид азоту;0,02;0,017433333;0,0251;null;0,0248;0,0198;0,0148;0,0322;0,039433333;0,027133333;null;0,029466667;0,019833333;0,029133333;0,029566667;0,0343;0,019633333;null;0,0252;0,024833333;0,032433333;0,023066667;0,0595;0,046866667;null;null;0,03;0,0424;0,010033333;0,0247;null
Світловодськ;4903340;Формальдегiд;0,004666667;0,0046;0,003533333;null;0,010466667;0,0035;0,0046;0,009266667;0,002333333;0,003433333;null;0,010266667;0,008066667;0,0023;0,003433333;0,001166667;0,0057;null;0,0153;0,014166667;0,018966667;0,011933333;0,005766667;0,0116;null;null;0,014;0,010466667;0,009433333;0,004633333;null
Львів;4982410;Завислі речовини;0,19875;0,2;0,15125;null;0,1525;0,155;0,18;0,19625;0,19;0,165;null;0,2475;0,27875;0,2625;0,212;0,25;0,205;null;0,205;0,195;0,235;0,1725;0,18;0,2475;null;0,245;0,25;0,18125;0,21;0,24125;0,255
Львів;4982410;Дiоксид сiрки;0,0028375;0,003575;0,0027375;null;0,0033;0,003425;0,00284375;0,0026375;0,002425;0,00264375;null;0,005075;0,0033375;0,00446875;0,0055;0,00481875;0,0047375;null;0,0040125;0,0033875;0,00351875;0,003;0,002925;0,00396875;null;0,004342857;0,00457;0,0044;0,003978571;0,003675;0,003875
Львів;4982410;Оксид вуглецю;2,6;2,6625;1,7625;null;1,7875;2,35;2,6125;2,75;2,7;2,475;null;3;3,1375;2,95;2,3;3,0375;2,7375;null;2,8375;2,7875;3,075;2,3625;2,85;2,9625;null;3,1;2,985714286;2,4375;2,685714286;3,175;3,25
Львів;4982410;Дiоксид азоту;0,05239375;0,04325625;0,04231875;null;0,0385375;0,04204375;0,0414875;0,04443125;0,0349375;0,0434125;null;0,04524375;0,06018125;0,05478125;0,044127273;0,04966875;0,0498875;null;0,04214375;0,05771875;0,04555625;0,0437625;0,0476375;0,05388125;null;0,059642857;0,06216;0,053;0,050007143;0,046975;0,05035
Львів;4982410;Оксид азоту;0,030225;0,02695;0,0271875;null;0,0239375;0,0290125;0,0257875;0,0322875;0,0213625;0,02625;null;0,0214625;0,032775;0,037475;0,0195;0,0297875;0,033175;null;0,0304;0,036875;0,0255;0,0251;0,02825;0,033425;null;0,031257143;0,037625;0,0298125;0,028157143;0,0309875;0,0315625
Львів;4982410;Фтористий водень;0,0039;0,00413125;0,00420625;null;0,0035;0,0035125;0,00410625;0,00389375;0,00441875;0,0043375;null;0,0046375;0,00465;0,0073375;0,004918182;0,00548125;0,004725;null;0,00635;0,00568125;0,0051625;0,0054375;0,00428125;0,0042375;null;0,004885714;0,00445;0,00511875;0,004435714;0,0043125;0,004275
Львів;4982410;Формальдегiд;0,00985625;0,0106625;0,00873125;null;0,0099375;0,00921875;0,01094375;0,01135;0,01026875;0,0121625;null;0,01091875;0,01226875;0,01365625;0,010263636;0,0147375;0,01158125;null;0,01231875;0,01195;0,011625;0,01181875;0,01099375;0,01210625;null;0,012614286;0,01178;0,013;0,010807143;0,0122875;0,01160625
Миколаїв;4703200;Завислі речовини;0,1;0,025;0,075;null;0,025;0,05;0,075;0,075;0,075;0,1;null;0,075;0,075;0,0625;0,05;0,125;0,0875;null;0,1;0,15;0,0875;0,1125;0,125;0,1;null;0,0625;0,1;0,075;0,075;0,075;0,0625
Миколаїв;4703200;Дiоксид сiрки;0,00385;0,0035;0,0026;null;0,00535;0,00625;0,00335;0,005225;0,0055375;0,00485;null;0,0063375;0,003225;0,0035875;0,0052;0,00505;0,00475;null;0,0052125;0,00325;0,0084625;0,004575;0,0037125;0,0038375;null;0,004925;0,0072125;0,0043375;0,0061;0,0068;0,0045875
Миколаїв;4703200;Оксид вуглецю;1,5;1,25;0,75;null;1,75;2;1,25;1,375;1,75;1,5;null;0,75;1,375;1,125;1,25;1,125;1,25;null;1,625;1,375;1,25;1,625;1,625;1,25;null;1,5;1,5;1,75;1,375;1,75;0,5
Миколаїв;4703200;Дiоксид азоту;0,031325;0,033325;0,0216375;null;0,047525;0,041;0,0183625;0,03718125;0,0358125;0,02205;null;0,02639375;0,0408625;0,02679375;0,0296625;0,04613125;0,0301;null;0,0346625;0,0453625;0,063525;0,0492375;0,0281875;0,02546875;null;0,033975;0,04315;0,0232875;0,03821875;0,0473125;0,02660625
Миколаїв;4703200;Оксид азоту;0,002475;0,003725;0,002825;null;0,00835;0,020325;0,024025;0,033775;0,03985;0,03005;null;0,026225;0,013575;0,009675;0,0087;0,023075;0,004125;null;0,012;0,0072;0,0101;0,014025;0,013675;0,009475;null;0,0117;0,014825;0,015625;0,01545;0,016475;0,010225
Миколаїв;4703200;Фтористий водень;null;null;null;null;null;null;null;0,0018375;0,000875;0,0008375;null;0,0010125;0,0017125;0,0012625;0,0015;0,0036875;0,001325;null;0,00095;0,001675;0,0016;0,0027875;0,00135;0,0016;null;0,0025;0,0017375;0,0029125;0,0022875;0,001525;0,0020625
Миколаїв;4703200;Формальдегiд;0,0113625;0,01245;0,008275;null;0,00735;0,0035875;0,0047875;0,01363125;0,012;0,0132875;null;0,0137375;0,01091875;0,01114375;0,01206875;0,01145;0,00730625;null;0,010625;0,008875;0,01240625;0,0083125;0,0059;0,00716875;null;0,013075;0,011175;0,00983125;0,01195;0,01440625;0,00798125
Одеса;4643080;Завислі речовини;0,165833333;0,160833333;0,159666667;null;0,15;0,149416667;0,171916667;0,171166667;0,170166667;0,191;null;0,154;0,181166667;0,191333333;0,173083333;0,150916667;0,142333333;null;0,125;0,179;0,197166667;0,188;0,2265;0,222166667;null;0,188083333;0,18475;0,167916667;0,13875;0,180916667;0,18225
Одеса;4643080;Дiоксид сiрки;0,042533333;0,0479;0,041144444;null;0,040683333;0,03895;0,047116667;0,036605556;0,045905556;0,043544444;null;0,042683333;0,042205556;0,045905556;0,040627778;0,039577778;0,041655556;null;0,042105556;0,040116667;0,042;0,037877778;0,040133333;0,034227778;null;0,032694444;0,035338889;0,039344444;0,035544444;0,056877778;0,05045
Одеса;4643080;Сульфати;0,0175;0,0175;0,022;null;0,024;0,019;0,0225;0,023;0,018;0,022;null;0,0175;0,0225;0,025;0,0195;0,016;0,0135;null;0,015;0,0185;0,0215;0,0245;0,0175;0,021;null;0,0205;0,018;0,0185;0,014;0,019;0,0155
Одеса;4643080;Оксид вуглецю;1,525;1,55;1,4875;null;1,65;1,9375;1,5;1,65;1,5875;1,725;null;1,65;1,6125;1,625;1,5375;1,5375;1,6;null;1,8625;1,6;1,6875;1,55;1,5375;1,5375;null;1,7125;1,8625;1,6875;1,7;1,5875;1,65
Одеса;4643080;Дiоксид азоту;0,054755556;0,054977778;0,053844444;null;0,053522222;0,058144444;0,061672222;0,068633333;0,06055;0,056877778;null;0,062616667;0,06455;0,055516667;0,053366667;0,047877778;0,047527778;null;0,058338889;0,052355556;0,055427778;0,053527778;0,059944444;0,050777778;null;0,054838889;0,047777778;0,052922222;0,048255556;0,067183333;0,073216667
Одеса;4643080;Оксид азоту;0,041375;0,034325;0,032625;null;0,0291;0,032275;0,037925;0,0436;0,03945;0,0353;null;0,03055;0,040075;0,032675;0,032875;0,03515;0,0237;null;0,03525;0,037;0,039725;0,038275;0,04475;0,048;null;0,044675;0,0372;0,03395;0,031425;0,037725;0,04345
Одеса;4643080;Сiрководень;0,001725;0,0018375;0,001375;null;0,001125;0,0015125;0,00115;0,0015375;0,001475;0,00195;null;0,002375;0,002075;0,001825;0,00205;0,0019375;0,00185;null;0,002275;0,002225;0,0019625;0,0016125;0,0018875;0,0016625;null;0,0023625;0,0022;0,0013375;0,0016125;0,0017;0,001375
Одеса;4643080;Фенол;0,003809524;0,003695238;0,003404762;null;0,00342381;0,003485714;0,0035;0,003395238;0,003390476;0,003647619;null;0,003804762;0,003828571;0,003457143;0,004204762;0,004014286;0,003733333;null;0,003852381;0,004314286;0,004071429;0,004090476;0,003828571;0,003871429;null;0,003952381;0,003933333;0,003933333;0,004090476;0,00372381;0,003785714
Одеса;4643080;Сажа;0,0475;0,0475;0,065;null;0,0625;0,05625;0,05125;0,06375;0,05875;0,07;null;0,04925;0,0675;0,07125;0,0625;0,06125;0,0525;null;0,05625;0,06;0,05625;0,05375;0,06;0,06375;null;0,05875;0,05375;0,0475;0,0325;0,03875;0,04375
Одеса;4643080;Фтористий водень;0,003125;0,0025125;0,0036125;null;0,0041875;0,003275;0,0024125;0,0028;0,00305;0,00395;null;0,004125;0,004775;0,003;0,00315;0,0035;0,00475;null;0,0043;0,0041875;0,00455;0,004175;0,0049375;0,0051625;null;0,005725;0,0062625;0,0055125;0,0047625;0,005225;0,004125
Одеса;4643080;Формальдегiд;0,009823077;0,007861538;0,007230769;null;0,008861538;0,007876923;0,009038462;0,009984615;0,008269231;0,007561538;null;0,009130769;0,008592308;0,010076923;0,008361538;0,0091;0,0086;null;0,010607692;0,010984615;0,010253846;0,010423077;0,011453846;0,012146154;null;0,011207692;0,013076923;0,009169231;0,009384615;0,010061538;0,009730769
Полтава;4963460;Завислі речовини;0,316666667;0,366666667;0,333333333;null;0,183333333;0,133333333;0,166666667;0,216666667;0,183333333;0,15;null;0,4;0,225;0,2;0,125;0,2;0,175;null;0,5;0,45;0,225;0,325;0,35;0,3;null;0,4;0,3125;0,3375;0,35;0,2625;0,225
Полтава;4963460;Дiоксид сiрки;0,001666667;0,002;0,002;null;0,001333333;0,003;0,001666667;0,002333333;0,001666667;0,002;null;0,001333333;0,0015;0,0025;0,003;0,0015;0,002;null;0,000666667;0,0005;0,001;0;0,0005;0,001;null;0,000666667;0,00025;0,00025;0,0005;0,00075;0
Полтава;4963460;Сульфати;0;0;0;null;0;0,005;0;0,005;0,005;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0,005;0;0
Полтава;4963460;Оксид вуглецю;1,857142857;2;2,333333333;null;1,428571429;1,428571429;2,285714286;1,142857143;1,571428571;1;null;1,5;1;1;1;1,5;2;null;3,25;3,75;2,5;2,75;3,75;2,5;null;3,444444444;2,777777778;2,222222222;3,111111111;2,222222222;2,75
Полтава;4963460;Дiоксид азоту;0,034166667;0,03;0,023333333;null;0,041111111;0,034166667;0,0325;0,036666667;0,029166667;0,044166667;null;0,055;0,04625;0,04625;0,05;0,03875;0,0525;null;0,076666667;0,07;0,07;0,0675;0,06125;0,05625;null;0,085833333;0,055;0,043125;0,0425;0,06375;0,05375
Полтава;4963460;Оксид азоту;0,015;0,02;0,005;null;0,02;0,015;0,0225;0,02;0,02;0,02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,043333333;0,035;0,0225;0,02;0,0325;0,0275
Полтава;4963460;Фтористий водень;0,00175;0,00075;0,001875;null;0,002;0,001125;0,00225;0,001125;0,001875;0,00225;null;0,003;0,00275;0,0035;0,00275;0,00275;0,00425;null;0,006333333;0,00525;0,00475;0,00375;0,00325;0,0045;null;0,005;0,002875;0,001875;0,0035;0,002625;0,00375
Полтава;4963460;Хлористий водень;null;null;null;null;null;null;null;null;null;null;null;0,033333333;0,025;0,025;0,03;0,025;0,03;null;0,06;0,055;0,055;0,0425;0,025;0,03;null;0,066666667;0,045;0,025;0,025;0,035;0,035
Полтава;4963460;Амiак;0,0075;0,0075;0,01;null;0,013333333;0,01;0,0125;0,0075;0,0075;0,01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,033333333;0,03;0,0175;0,0175;0,0225;0,0225
Полтава;4963460;Формальдегiд;0,005625;0,004625;0,004875;null;0,0045;0,0035;0,005375;0,005625;0,0045;0,0045;null;0,010333333;0,0055;0,005625;0,006375;0,0045;0,006375;null;0,015666667;0,00675;0,005875;0,0075;0,0055;0,0025;null;0,009888889;0,00475;0,004416667;0,0045;0,005333333;0,005666667
Кременчук;4813330;Завислі речовини;0,11;0,111666667;0,098333333;null;0,085;0,09;0,101666667;0,171666667;0,16;0,138333333;null;0,146;0,198;0,13;0,11;0,114;0,105;null;0,136;0,166;0,24;0,13125;0,117142857;0,1375;null;0,188571429;0,18;0,208;0,0775;0,123333333;0,1175
Кременчук;4813330;Дiоксид сiрки;0,009666667;0,007791667;0,005516667;null;0,008516667;0,012541667;0,008758333;0,007141667;0,006766667;0,006466667;null;0,00763;0,009154545;0,006945455;0,008909091;0,009481818;0,0083625;null;0,01093;0,014618182;0,010527273;0,010986667;0,007033333;0,00878125;null;0,009492857;0,007038462;0,008290909;0,0086;0,009275;0,007125
Кременчук;4813330;Сульфати;0,01;0,005;0;null;0,005;0,01;0,005;0,01;0;0,005;null;null;null;null;null;null;null;null;null;null;null;0;0,005;0,01;null;0,015;0,01;null;null;null;null
Кременчук;4813330;Оксид вуглецю;0,55;1,116666667;0,883333333;null;0,65;0,733333333;0,866666667;0,466666667;0,566666667;0,816666667;null;0,46;0,72;0,46;0,72;0,7;0,675;null;0,58;0,62;0,86;0,8125;1,3375;1,3625;null;0,875;0,625;0,72;0,78;0,46;0,625
Кременчук;4813330;Дiоксид азоту;0,041491667;0,032933333;0,022033333;null;0,034291667;0,049083333;0,03455;0,020791667;0,029241667;0,0263;null;0,0289;0,038027273;0,025845455;0,035363636;0,040772727;0,0382875;null;0,0474;0,061263636;0,054;0,057133333;0,0275;0,0314625;null;0,041335714;0,038646154;0,039009091;0,03398;0,050175;0,0411125
Кременчук;4813330;Оксид азоту;0,028325;0,016525;0,0199;null;0,032675;0,0464;0,02165;0,01055;0,0237;0,021675;null;null;null;null;null;null;null;null;null;null;null;0,048633333;0,017125;0,0194;null;0,028475;0,03065;0,0131;null;null;null
Кременчук;4813330;Фенол;0,0029875;0,0006625;0,000275;null;0,0019125;0,0029;0,0023125;0,0003875;0,0011375;0,0014875;null;0,00039;0,000445455;0,000827273;0,001590909;0,001681818;0,00155;null;0,0002;0,000709091;0,000554545;0,00155;0,000436364;0,000125;null;0,00131;0,0009;0,00074;0,00013;0,0013375;0,000725
Кременчук;4813330;Сажа;0,00545;0,0083;0,00825;null;0,0027;0,0027;0,0027;0;0,00265;0,0027;null;0,005466667;0,007233333;0,005333333;0,005433333;0,010866667;0,00815;null;0,014733333;0,016433333;0,012933333;0,01385;0,008225;0,015175;null;0,0137;0,010975;0,0183;0,0165;0,0135;0,0192
Кременчук;4813330;Амiак;0,00655;0,005375;0,00535;null;0,004275;0,006975;0,002;0,00275;0,007025;0,00605;null;null;null;null;null;null;null;null;null;null;null;0,0087;0,0054;0,0097;null;0,0079;0,002475;0,0052;null;null;null
Кременчук;4813330;Формальдегiд;0,0126;0,0093;0,010575;null;0,0163875;0,0134875;0,01425;0,0140375;0,0123625;0,0106125;null;0,012371429;0,011057143;0,013185714;0,0085;0,009414286;0,009175;null;0,010533333;0,008514286;0,010842857;0,01035;0,0109;0,01196;null;0,0134625;0,010833333;0,017885714;0,01245;0,013325;0,01135
Рівне;5062620;Завислі речовини;0,1221;0,150033333;0,0275;null;0,12575;0,191175;0,1794;0,138725;0,04135;0,02735;null;0;0;0;0;0,03705;0,02745;null;0;0;0;0;0;0,027275;null;0,0563;0;0;0,01365;0;0
Рівне;5062620;Дiоксид сiрки;0,000983333;0;0;null;0;0;0,001175;0,0015;0,0014875;0;null;0;0;0;0;0;0;null;0;0;0;0;0;0;null;0,012836364;0,013845455;0,002875;0,0036;0,001066667;0
Рівне;5062620;Оксид вуглецю;0,78;1,135;1,1575;null;0,9025;1,0725;1,135;1,045;1,35;0,9775;null;1,0125;1,05;0,92;0,76;1,015;1,05;null;1,088333333;0,771666667;0,815;0,931666667;1,095;1,051666667;null;1,03;1,051666667;0,858333333;0,903333333;1,24;1,211666667
Рівне;5062620;Дiоксид азоту;0,025333333;0,02305;0,025757143;null;0,030325;0,0217125;0,023425;0,0142125;0,0304625;0,044525;null;0,0448125;0,0268875;0,0162375;0,01445;0,019736364;0,025141667;null;0,030308333;0,027083333;0,013558333;0,012925;0,030041667;0,056575;null;0,041727273;0,058109091;0,025316667;0,045741667;0,050266667;0,037908333
Рівне;5062620;Оксид азоту;0,02995;0,0317;0,03368;null;0,03325;0,019283333;0,025833333;0,01955;0,024833333;0,039733333;null;0,034866667;0,021533333;0,01795;0,014033333;0,0116;0,00863;null;0,051166667;0,0393;0,01418;0,00602;0,01705;0,02942;null;0,0264125;0,036455556;0,01715;0,03796;0,03206;0,01684
Рівне;5062620;Сiрководень;0,00165;0;0;null;0;0;0;0;0;0;null;0;0,000725;0,002025;0,00305;0;0;null;0,002714286;0;0,000925;0,0019;0,0003375;0;null;0,000966667;0,000442857;0;0,001675;0,0026125;0,0023375
Рівне;5062620;Фенол;0,00502;0,002016667;0,0041;null;0,003;0,002766667;0,00525;0,00335;0,0036;0,002516667;null;0,0016;0;0;0,001016667;0,002266667;0,00255;null;0,00656;0,00639;0,00445;0,00137;0,00181;0;null;0,002655556;0,001533333;0,00485;0,00669;0,00483;0
Рівне;5062620;Фтористий водень;0,000225;0;0,0051;null;0,002425;0;0,0016;0,00725;0,00325;0,001275;null;0;0,003125;0,001625;0,002625;0,0078;0,0109875;null;0,005185714;0,0020625;0,0008875;0,0015375;0;0,0030125;null;0,0079;0,0047;0,0017625;0,0040625;0,001075;0,0059875
Рівне;5062620;Хлористий водень;0;0;0;null;0;0,093525;0,076825;0;0,041975;0;null;0;0;0;0,084675;0,065842857;0,0658125;null;0,0212875;0,0319125;0,0836125;0,0288875;0,012225;0,0130875;null;0,021542857;0,091357143;0,0947;0,0550125;0,079625;0,0821625
Рівне;5062620;Амiак;0,0184;0,008275;0;null;0;0;0;0;0;0;null;0;0;0;0;0;0;null;0;0;0;0;0;0,003425;null;0,003175;0,008075;0;0;0,002775;0
Рівне;5062620;Формальдегiд;0,013275;0,00845;0,0066;null;0,019975;0,0189;0,0153;0,01375;0,010725;0,004925;null;0,014175;0,012125;0,008825;0,010475;0,0045;0;null;0,005442857;0,0078875;0,0138125;0,0064125;0,0065625;0,00325;null;0,002533333;0,010914286;0,0013375;0,003875;0,0062375;0,0090875
Суми;5093480;Завислі речовини;0,266666667;0,25;0,316666667;null;0,316666667;0,25;0,35;0,266666667;0,35;0,333333333;null;0,333333333;0,333333333;0,283333333;0,383333333;0,4;0,383333333;null;0,55;0,6;0,5;0,6;0,5;0,5;null;0,6;0,4;0,45;0,366666667;0,383333333;0,4
Суми;5093480;Дiоксид сiрки;0,054166667;0,059666667;0,0665;null;0,058666667;0,062166667;0,0675;0,065083333;0,071333333;0,066833333;null;0,062555556;0,053333333;0,054166667;0,057083333;0,0615;0,063583333;null;0,061666667;0,05975;0,059;0,06425;0,07225;0,06;null;0,061666667;0,05875;0,0695;0,0699;0,07425;0,062583333
Суми;5093480;Сульфати;0,015;0,02;0,015;null;0,015;0,015;0,015;0,02;0,025;0,02;null;0,02;0,015;0,02;0,015;0,025;0,03;null;null;null;null;null;null;null;null;null;null;null;0,02;0,02;0,025
Суми;5093480;Оксид вуглецю;1,333333333;1,5;1,833333333;null;1,666666667;1,666666667;1,5;1,166666667;1,666666667;1,333333333;null;1,5;2;1,333333333;1,5;2,166666667;2,166666667;null;1,5;2,5;2;2,5;2,5;1,5;null;1,5;2,5;1,5;1,666666667;2,5;2,666666667
Суми;5093480;Дiоксид азоту;0,076666667;0,079166667;0,099166667;null;0,094444444;0,095833333;0,089166667;0,080833333;0,049166667;0,063333333;null;0,074444444;0,075833333;0,0725;0,074166667;0,0775;0,069166667;null;0,113333333;0,1425;0,1025;0,1425;0,1;0,085;null;0,123333333;0,1125;0,09;0,092;0,100833333;0,088333333
Суми;5093480;Оксид азоту;0,035;0,0375;0,0475;null;0,046666667;0,0475;0,0425;0,0425;0,025;0,025;null;0,046666667;0,0325;0,0325;0,035;0,0275;0,0325;null;null;null;null;null;null;null;null;null;null;null;0,046666667;0,07;0,0725
Суми;5093480;Амiак;0,01625;0,015;0,01;null;0,01;0,015;0,01375;0,015;0,0175;0,015;null;0,018333333;0,0175;0,0175;0,01875;0,0175;0,0175;null;null;null;null;null;null;null;null;null;null;null;0,02;0,01875;0,015
Суми;5093480;Формальдегiд;0,005;0,006;0,003;null;0,005333333;0,004;0,005;0,005;0,005;0,002;null;0,004;0,00525;0,003;0,00625;0,005;0,005;null;0,007;0,00525;0,004;0,007;0,005;0,006;null;0,007;0,005;0,005;0,005;0,00925;0,005
Тернопіль;4932530;Завислі речовини;0,16;0,15;null;null;0,065;0,02;0,085;0,1775;0,17;null;null;0,1275;0,2125;0,25;0,2625;0,205;0,23;null;0,245;0,34;0,33;0,065;0,24;0,245;null;0,32;0,255;0,2625;0,155;0,2075;0,205
Тернопіль;4932530;Дiоксид сiрки;0,006425;0,0057;null;null;0,0036;0,001775;0,0040875;0,005;0,005625;null;null;0,0054125;0,005675;0,0044875;0,005875;0,0077875;0,0073375;null;0,0078375;0,00985;0,0071375;0,003825;0,00585;0,0047625;null;0,0048375;0,00595;0,00525;0,0066375;0,0064;0,0071125
Тернопіль;4932530;Оксид вуглецю;2,975;3,2;null;null;3,475;3,15;3,5;4,25;3,475;null;null;2,975;3,7;2,625;2,425;2,375;2,45;null;3,6;4,25;2,925;3,6;3,825;2,925;null;3,55;2,825;2,75;2,475;3,2;2,9
Тернопіль;4932530;Дiоксид азоту;0,055525;0,050775;null;null;0,0424875;0,0465;0,05415;0,055975;0,04865;null;null;0,0448125;0,048675;0,0491375;0,05645;0,0543875;0,0558125;null;0,05175;0,0674125;0,0651625;0,0579625;0,048475;0,050425;null;0,0572125;0,056475;0,046325;0,047925;0,050975;0,0594
Тернопіль;4932530;Оксид азоту;0,03095;0,0279;null;null;0,02305;0,0257;0,0301;0,031275;0,027075;null;null;0,0251;0,0261;0,027875;0,0316;0,031475;0,031125;null;0,028175;0,03865;0,036675;0,032575;0,027925;0,0272;null;0,03205;0,03105;0,025475;0,0275;0,029;0,033475
Тернопіль;4932530;Формальдегiд;0,0029125;0,00315;null;null;0,00165;0,00065;0,0023375;0,0024375;0,0025375;null;null;0,003175;0,0041875;0,003725;0,003775;0,0044875;0,005325;null;0,00385;0,004925;0,004075;0,0030875;0,004725;0,00355;null;0,005425;0,0033625;0,0031375;0,002925;0,00315;0,003925
Харків;4993630;Завислі речовини;0,074;0,0728;0,0928;null;0,0764;0,066;0,0708;0,0812;0,0696;0,078;null;0,0896;0,082;0,0816;0,0776;0,0784;0,0884;null;0,087894737;0,088421053;0,096842105;0,092631579;0,106315789;0,097368421;null;0,138181818;0,130909091;0,163181818;0,125454545;0,122727273;0,155909091
Харків;4993630;Дiоксид сiрки;0,01362;0,010876667;0,012486667;null;0,011723333;0,013983333;0,013686667;0,013373333;0,01421;0,017076667;null;0,014843333;0,012336667;0,01182;0,01191;0,013513333;0,013;null;0,0106875;0,012725;0,01065;0,012654167;0,011541667;0,012216667;null;0,01322963;0,012785185;0,019392593;0,044774074;0,051033333;0,050418519
Харків;4993630;Сульфати;0;0;0,005;null;0;0,005;0,01;0,005;0;0;null;0;0,005;0,01;0;0,005;0;null;0;0,01;0;0,005;0,01;0,01;null;0;0,01;0;0;0;0,01
Харків;4993630;Оксид вуглецю;1,22;1,245;1,17;null;1,28;1,205;1,275;1,265;1,205;1,14;null;1,335;1,275;1,31;1,255;1,195;1,38;null;1,46875;1,33125;1,48125;1,45;1,3875;1,4375;null;1,527777778;1,333333333;1,305555556;1,5;1,272222222;1,583333333
Харків;4993630;Дiоксид азоту;0,034741176;0,032862857;0,030157143;null;0,021046667;0,024548571;0,024297143;0,022237143;0,022825714;0,027474286;null;0,02202;0,024571429;0,02316;0,026137143;0,023551429;0,026171429;null;0,02935;0,032211111;0,027766667;0,026377778;0,030407407;0,0315;null;0,032703704;0,033551613;0,03093871;0,030293548;0,02863871;0,030387097
Харків;4993630;Оксид азоту;0,025875;0,02215;0,022225;null;0,020533333;0,034225;0,015975;0,022725;0,025375;0,032175;null;0,033966667;0,02595;0,014725;0,017625;0,020725;0,0208;null;0,015366667;0,0166;0,0186;0,02095;0,02545;0,0228;null;0,014433333;0,02285;0,02395;0,023475;0,023525;0,02685
Харків;4993630;Сiрководень;0,000975;0,00075;0,000625;null;0,000966667;0,001025;0,000575;0,00095;0,000675;0,0012;null;0,0014;0,001;0,001;0,0013;0,001275;0,000975;null;0,0016;0,0018;0,0017;0,001875;0,001625;0,00165;null;0,000433333;0,001675;0,001975;0,00185;0,0016;0,0014
Харків;4993630;Фенол;0,003266667;0,003591667;0,002958333;null;0,004466667;0,003675;0,003558333;0,004466667;0,004225;0,00385;null;0,002244444;0,00205;0,002391667;0,002533333;0,00195;0,002483333;null;0,0022;0,002325;0,002875;0,0023125;0,002875;0,002625;null;0,001988889;0,002816667;0,002075;0,002516667;0,002491667;0,00275
Харків;4993630;Сажа;0,036666667;0,02;0,036666667;null;0,026666667;0,02;0,043333333;0,03;0,01;0,03;null;0,036666667;0,01;0,02;0,02;0,026666667;0,036666667;null;0,03;0,043333333;0,02;0,03;0,026666667;0,03;null;0,036666667;0,02;0,026666667;0,03;0,05;0,043333333
Харків;4993630;Амiак;0,00875;0,007375;0,0074375;null;0,0055;0,00775;0,0027375;0,0082125;0,0082375;0,005475;null;0,0067;0,0085875;0,0062875;0,0049625;0,0077375;0,0081875;null;0,007383333;0,0056125;0,0054875;0,0115875;0,0106875;0,0092875;null;0,00995;0,006375;0,006425;0,009225;0,0055375;0,006925
Харків;4993630;Формальдегiд;0,003596296;0,002775;0,002946429;null;0,003309524;0,002307143;0,002153571;0,002467857;0,00225;0,002410714;null;0,003461905;0,003253571;0,002735714;0,0029;0,002725;0,002714286;null;0,002693333;0,00317;0,00268;0,003195;0,00223;0,002765;null;0,00305;0,0024;0,002966667;0,002704167;0,004095833;0,0035875
