city;coordinateNumber;nameImpurity;1March;2March;4March;5March;6March;7March;8March;9March;11March;12March;13March;14March;15March;16March;18March;19March;20March;21March;22March;23March;25March;26March;27March;28March;29March;30March
Світловодськ;4903340;Дiоксид сiрки;0,008266667;0,004133333;null;0,012366667;0,006166667;0,022466667;0,038666667;0,0041;null;0,022466667;0,010333333;0,024766667;0,0349;0,0041;null;0,016566667;0,010366667;0,020733333;0,008233333;0,006233333;null;0,0211;0,010433333;0,0191;0,027866667;null
Світловодськ;4903340;Сульфати;0;0,005;null;0,005;0,01;0;0,01;0,01;null;0,005;0,005;0,005;0,005;0,015;null;0,01;0,01;0,005;0;0;null;0,005;0,005;0,01;0,005;null
Світловодськ;4903340;Оксид вуглецю;1;1,5;null;1;1;1,5;1,5;1;null;1;1;1;1;1;null;1,5;1;1;1;1;null;1;1;1;1,5;null
Світловодськ;4903340;Дiоксид азоту;0,047666667;0,027233333;null;0,027166667;0,0271;0,026833333;0,030233333;0,027133333;null;0,016833333;0,0238;0,0443;0,044;0,023766667;null;0,0342;0,027366667;0,058733333;0,027166667;0,038166667;null;0,0591;0,058466667;0,0318;0,0356;null
Світловодськ;4903340;Оксид азоту;0,020066667;0,033333333;null;0,015533333;0,0221;0,013166667;0,021933333;0,0199;null;0,0198;0,0178;0,0199;0,035366667;0,019933333;null;0,049033333;0,029066667;0,026966667;0,028833333;0,042833333;null;0,052166667;0,0517;0,025233333;0,014;null
Світловодськ;4903340;Формальдегiд;0,0011;0;null;0,0022;0;0;0,001066667;0;null;0,005366667;0,0022;0,0011;0,002133333;0;null;0,003266667;0,002166667;0,001066667;0,0011;0,0011;null;0,0011;0;0;0,002233333;null
Львів;4982410;Завислі речовини;0,1575;0,16125;0,15;0,16125;0,14625;0,15875;0,16375;0,15625;0,14875;0,14375;0,14375;0,155;0,1525;0,1525;0,145;0,14625;0,14;0,15375;0,1525;0,15625;0,155;0,16375;0,16625;0,1575;0,1475;0,1675
Львів;4982410;Дiоксид сiрки;0,0048;0,00435625;0,0042875;0,00505;0,00485;0,004725;0,004725;0,0041875;0,00463125;0,00433125;0,00418125;0,003775;0,0040625;0,004225;0,0036375;0,00408125;0,00386875;0,00599375;0,00951875;0,00535;0,0052375;0,004575;0,005425;0,005125;0,0055375;0,00658125
Львів;4982410;Оксид вуглецю;1,7625;1,9;1,575;1,775;1,5375;1,8375;1,9125;1,8625;1,475;1,4875;1,4875;1,65;1,75;1,6125;1,475;1,5;1,5;1,7;1,725;1,725;1,7875;1,9125;1,925;1,8625;1,6875;1,9625
Львів;4982410;Дiоксид азоту;0,03923125;0,03815625;0,0347875;0,034225;0,03605625;0,03465;0,03345;0,0365875;0,039325;0,0379;0,0333375;0,0427125;0,0426625;0,04791875;0,045675;0,03749375;0,040175;0,04280625;0,0464625;0,05289375;0,0389875;0,0448375;0,0439;0,04556875;0,05010625;0,04943125
Львів;4982410;Оксид азоту;0,0248125;0,0238125;0,0225875;0,0230875;0,0246125;0,01935;0,0201125;0,0209875;0,02485;0,0236125;0,0220125;0,0274375;0,027625;0,0277875;0,0285375;0,0243875;0,0240875;0,02795;0,0327;0,03205;0,0266375;0,029075;0,0268125;0,030125;0,0286375;0,0306625
Львів;4982410;Фтористий водень;0,0031;0,00301875;0,00306875;0,00375625;0,003225;0,003275;0,00298125;0,00324375;0,00363125;0,00349375;0,00318125;0,00365;0,0034125;0,003725;0,003375;0,003425;0,00340625;0,00398125;0,00334375;0,0036625;0,0035875;0,0039125;0,0033;0,00373125;0,0034;0,0032875
Львів;4982410;Формальдегiд;0,00903125;0,0085625;0,00835625;0,008825;0,00923125;0,00856875;0,0079;0,0087375;0,0095;0,00851875;0,0103375;0,00874375;0,0086375;0,0089375;0,0086625;0,00939375;0,0089375;0,0090375;0,0091625;0,00911875;0,0090875;0,00940625;0,00914375;0,00921875;0,0096875;0,00933125
Миколаїв;4703200;Завислі речовини;0,1375;0,1;0,125;0,1125;0,075;0,05;0,0625;0,0625;0,1;0,0875;0,075;0,1;0,125;0,075;0,05;0,0875;0,0875;0,1;0,125;0,0875;0,075;0,0875;0,1;0,1;0,125;0,1
Миколаїв;4703200;Дiоксид сiрки;0,0037625;0,0038625;0,0052125;0,006225;0,00555;0,0034375;0,0037;0,0038;0,00225;0,0008125;0,0033875;0,0077875;0,006175;0,0061625;0,00895;0,0033875;0,0029;0,001775;0,0026125;0,0027125;0,0043625;0,0058625;0,0023625;0,002475;0,003675;0,00355
Миколаїв;4703200;Оксид вуглецю;1,75;1,375;1,75;1;1,25;1,5;1,25;1;1,375;1,125;1,25;1,25;1,375;1,625;1,625;1,375;1,25;1,5;1,25;1;1,125;1,375;1;1;1;1,25
Миколаїв;4703200;Дiоксид азоту;0,02249375;0,01953125;0,021975;0,01440625;0,0150625;0,02498125;0,02826875;0,01443125;0,0185375;0,01769375;0,02985625;0,0451625;0,04083125;0,0211625;0,024925;0,01865;0,03610625;0,0437625;0,0418625;0,024875;0,02739375;0,0187625;0,02670625;0,02215625;0,02583125;0,01271875
Миколаїв;4703200;Оксид азоту;0,00225;0,0053;0,00265;0,003825;0,0042;0,0038;0,00265;0,00375;0,0042;0,009425;0,004175;0,005;0,004575;0,0107;0,005025;0,006525;0,011175;0,01195;0,015825;0,014425;0,011;0,0151;0,0128;0,013075;0,03865;0,011525
Миколаїв;4703200;Фтористий водень;0,0020125;0,0017125;0,002025;0,0016875;0,0018;0,002025;0,00225;0,0023;0,001325;0,00165;0,0022375;0,001775;0,00085;0,00085;0,001425;0,0006625;0,001725;0,0023;0,0015125;0,0015125;0,0030875;0,003125;0,002975;0,0031375;0,0020875;0,00205
Миколаїв;4703200;Формальдегiд;0,01105;0,0087;0,00843125;0,006625;0,007425;0,0077;0,0034;0,00265;0,0064125;0,007375;0,00759375;0,0066;0,0075125;0,00825;0,00625;0,00558125;0,0046125;0,0061875;0,00658125;0,005125;0,0063625;0,0047625;0,00554375;0,0044375;0,00481875;0,00619375
Одеса;4643080;Завислі речовини;0,2041;0,2072;0,2434;0,2081;0,2264;0,257428571;0,251214286;0,257071429;0,241;0,193;0,144214286;0,110428571;0,170928571;0,2025;0,180714286;0,158071429;0,151642857;0,189142857;0,187;0,195428571;0,0773;0,117214286;0,146071429;0,199428571;0,213642857;0,209214286
Одеса;4643080;Дiоксид сiрки;0,042476471;0,042070588;0,043652941;0,039670588;0,038582353;0,039672727;0,037495455;0,040181818;0,0391;0,040504545;0,039022727;0,036695455;0,041913636;0,041713636;0,04145;0,040513636;0,045763636;0,043540909;0,041645455;0,043968182;0,038811765;0,032209091;0,032759091;0,048190909;0,056909091;0,045140909
Одеса;4643080;Сульфати;0,0215;0,0155;0,016;0,0155;0,0195;0,023;0,0185;0,018;0,021;0,022;0,0165;0,016;0,013;0,0175;0,0105;0,0115;0,018;0,02;0,021;0,0185;0,008;0,0085;0,013;0,0135;0,0175;0,0135
Одеса;4643080;Оксид вуглецю;1,833333333;1,65;2,016666667;1,916666667;1,55;2,07;1,88;1,93;2,31;1,95;1,8;1,68;1,85;1,8;2,17;1,79;1,8;1,82;2,02;2,04;1,99;1,89;2,12;2,03;2,41;2,23
Одеса;4643080;Дiоксид азоту;0,052170588;0,053658824;0,047223529;0,046270588;0,047011765;0,049404545;0,053372727;0,056331818;0,053827273;0,051590909;0,046777273;0,051995455;0,049572727;0,048990909;0,046686364;0,047631818;0,046863636;0,044404545;0,048831818;0,050213636;0,046411765;0,044059091;0,047363636;0,057090909;0,056772727;0,051827273
Одеса;4643080;Оксид азоту;null;null;null;null;null;0,034425;0,0417;0,0344;0,0367;0,040425;0,041;0,037525;0,040675;0,026325;0,039275;0,0389;0,039375;0,034375;0,034275;0,026575;null;0,039475;0,034675;0,0441;0,052125;0,03285
Одеса;4643080;Сiрководень;0,0012;0,001075;0,001225;0,001475;0,0013;0,0011125;0,0009875;0,0011875;0,0017125;0,0025125;0,0020875;0,001825;0,001825;0,001675;0,00205;0,001675;0,00155;0,0015375;0,0015875;0,0011625;0,001075;0,0013125;0,0012;0,00105;0,0012;0,001175
Одеса;4643080;Фенол;0,0031;0,003528571;0,0031;0,003207143;0,003278571;0,0032;0,003485714;0,003552381;0,003419048;0,003152381;0,003766667;0,003214286;0,002709524;0,002852381;0,003133333;0,002885714;0,003271429;0,003185714;0,0029;0,003009524;0,003235714;0,003209524;0,0033;0,003209524;0,003352381;0,003395238
Одеса;4643080;Сажа;0,055;0,05125;0,05625;0,075;0,075;0,049;0,068;0,057;0,047;0,034;0,039;0,039;0,033;0,041;0,037;0,023;0,031;0,034;0,027;0,034;0,02;0,038;0,039;0,042;0,05;0,054
Одеса;4643080;Фтористий водень;0,002733333;0,00235;0,004466667;0,003466667;0,004666667;0,00375;0,00479;0,00364;0,00268;0,00289;0,00447;0,00404;0,00519;0,00356;0,00336;0,00312;0,00423;0,00431;0,00461;0,00509;0,005316667;0,00566;0,00543;0,00446;0,00492;0,003
Одеса;4643080;Формальдегiд;0,010811111;0,009688889;0,008477778;0,007622222;0,007866667;0,012946667;0,014146667;0,01282;0,010453333;0,009306667;0,009173333;0,007553333;0,007673333;0,0072;0,007606667;0,007433333;0,008433333;0,007993333;0,00816;0,00848;0,010188889;0,010106667;0,00922;0,011073333;0,009426667;0,01068
Полтава;4963460;Завислі речовини;0,2;0,1375;0,175;0,25;0,25;0,25;0,2;0,225;0,2;0,15;0,1875;0,125;0,1;0,15;0,1125;0,1375;0,1;0,0875;0,1375;0,15;0,1;0,1;0,15;0,175;0,125;0,1625
Полтава;4963460;Дiоксид сiрки;0,0035;0,0036875;0,003166667;0,003875;0,00375;0,004125;0,003125;0,003;0,002333333;0,0020625;0,003875;0,00325;0,0021875;0,0035;0,002;0,0029375;0,0033125;0,003;0,0030625;0,002625;0,001333333;0,003875;0,00375;0,003;0,00225;0,00275
Полтава;4963460;Сульфати;0,01;0,01;null;null;null;null;null;0,01;0,01;0,005;0,01;0,005;0,01;0,015;0,01;0,005;0,01;0,01;0,01;0,005;null;null;null;0,01;0,01;0,005
Полтава;4963460;Оксид вуглецю;1,333333333;1,25;1,5;1,75;1,25;0,75;1,75;1,875;1,555555556;1,444444444;1,111111111;1,555555556;1,666666667;1,125;1,222222222;2;1;1,333333333;1,666666667;1,875;1,5;3;1,25;1,333333333;1,888888889;1,75
Полтава;4963460;Дiоксид азоту;0,043125;0,035;0,035;0,035;0,02875;0,035;0,0225;0,032142857;0,0325;0,0225;0,02875;0,03125;0,0275;0,038125;0,030833333;0,0325;0,0275;0,0325;0,029375;0,03;0,031666667;0,0275;0,0375;0,032142857;0,038125;0,036875
Полтава;4963460;Оксид азоту;0,0275;0,02;null;null;null;null;null;0,023333333;0,016666667;0,02;0,0175;0,02;0,015;0,02;0,013333333;0,02;0,01;0,0175;0,02;0,01;null;null;null;0,016666667;0,0175;0,025
Полтава;4963460;Фтористий водень;0,002375;0,00175;0,002666667;0,00325;0,00225;0,00275;0,00275;0,003428571;0,002666667;0,001875;0,00275;0,002;0,0025;0,002375;0,002833333;0,0015;0,00175;0,003375;0,001375;0,00125;0,002;0,00325;0,00325;0,001714286;0,002;0,002125
Полтава;4963460;Хлористий водень;0,025;0,03;0,026666667;0,015;0,02;0,025;0,015;0,025;0,013333333;0,03;0,025;0,015;0,025;0,035;0,026666667;0,03;0,02;0,035;0,025;0,015;0,02;0,02;0,03;0,02;0,02;0,02
Полтава;4963460;Амiак;0,0125;0,015;null;null;null;null;null;0,016666667;0,016666667;0,0125;0,01;0,01;0,01;0,015;0,013333333;0,0125;0,01;0,0075;0,015;0,01;null;null;null;0,013333333;0,0125;0,0075
Полтава;4963460;Формальдегiд;0,0045;0,00425;0,009666667;0,006375;0,0045;0,004125;0,004375;0,004363636;0,003777778;0,004166667;0,005;0,00425;0,00375;0,00625;0,005;0,00475;0,006416667;0,003583333;0,003;0,006416667;0,0045;0,00425;0,00675;0,005545455;0,004333333;0,005666667
Кременчук;4813330;Завислі речовини;0,1425;0,11375;0,1;0,1375;0,10625;0,105;0,1025;0,13;0,13625;0,14;0,11375;0,1225;0,155;0,2425;0,126;0,152;0,077142857;0,12;0,072857143;0,1175;0,09625;0,14375;0,14375;0,11375;0,1025;0,12875
Кременчук;4813330;Дiоксид сiрки;0,0095625;0,0049375;0,00679375;0,00831875;0,00619375;0,00641875;0,008275;0,00710625;0,0071875;0,00760625;0,00706875;0,00580625;0,0049;0,0104;0,00767;0,007854545;0,009292857;0,012486667;0,01094;0,00850625;0,00756875;0,0064875;0,0085375;0,0089125;0,00804375;0,00726875
Кременчук;4813330;Сульфати;0,005;0,005;0;0,005;0,005;0;0,005;0,005;0,005;0,01;0,01;0;0,01;null;null;null;0;0,005;0,005;0,005;0,005;0;0,005;0,01;0,005;0,005
Кременчук;4813330;Оксид вуглецю;0,5875;0,4375;0,4125;0,45;0,975;0,3625;0,4;0,475;0,425;0,3375;0,4125;0,5125;0,5;0,6;0,36;0,52;0,614285714;0,514285714;0,4;0,4375;0,45;0,52565;1,018425;0,3375;0,6875;0,9625
Кременчук;4813330;Дiоксид азоту;0,04680625;0,02006875;0,02753125;0,03325;0,03006875;0,027325;0,03555;0,03680625;0,0380375;0,0473;0,0348875;0,017875;0,021069231;0,0290375;0,02229;0,021290909;0,031357143;0,044726667;0,040546667;0,04104375;0,0398875;0,0337625;0,03910625;0,0351;0,03628125;0,04011875
Кременчук;4813330;Оксид азоту;0,031375;0,01335;0,017075;0,023125;0,019325;0,017575;0,0164;0,008;0,02175;0,0444;0,0278;0,00915;0,011;null;null;null;0,019866667;0,04515;0,03955;0,028;0,027775;0,02945;0,03665;0,028925;0,02655;0,0165
Кременчук;4813330;Фенол;0,000433333;0,00075;0,000141667;0,0005;0,000216667;0;0,000483333;0,000683333;0,00085;0,00055;0,000525;0,000958333;0,000736364;0,0002375;0,00094;0,002563636;0,000609091;0,000218182;0,000409091;0,0004;0,001516667;0,000241667;0,000025;0,00025;0,000441667;0,000808333
Кременчук;4813330;Сажа;0,019025;0,008875;0,01145;0,010175;0,010075;0,007575;0,0038;0,01405;0,01125;0,0076;0,00885;0,006375;0,0119;0,02035;0,003433333;0,001733333;0,0017;0,003433333;0,0017;0,009;0,009225;0,0065;0,0155;0,002625;0,00655;0,0159
Кременчук;4813330;Амiак;0,007475;0,0018;0,004175;0,00475;0,00195;0,002325;0,005425;0;0,004975;0,00495;0,001075;0,003275;0;null;null;null;0,0031;0,002875;0,003975;0,005625;0,005;0,00195;0,005525;0,008325;0,0064;0,00095
Кременчук;4813330;Формальдегiд;0,00586;0,00387;0,00259;0,00143;0,00137;0,00284;0,00339;0,00194;0,00237;0,00388;0,00418;0,00269;0,0029375;0,0055;0,0071;0,002457143;0,002177778;0,004544444;0,005244444;0,00511;0,00725;0,00504;0,00563;0,00417;0,00275;0,00337
Рівне;5062620;Завислі речовини;0,095033333;0,043916667;0,0393;0,181516667;0;0,198316667;0,232933333;0,2354;0,1981;0;0;0;0,052333333;0;0;0,192766667;0,137866667;0,138333333;0;0;0,1557;0,298666667;0,26;0,02655;0,1755;0,095
Рівне;5062620;Дiоксид сiрки;0;9,16667E-05;0;0;0;0;0,000258333;0;0,000491667;0;0;0;0;0;0;0;0,000258333;0,000291667;0;0,003216667;0,000258333;0;0;0,0003;0,003716667;0,004591667
Рівне;5062620;Оксид вуглецю;1,093333333;1,126666667;1,116666667;1,088333333;1;1,111666667;1,36;1,3;0,99;0,988333333;1,006666667;0,965;1,428333333;1,166666667;1,181666667;1,1;1,103333333;1,591666667;1,15;1,13;1,291666667;1,32;0,825;0,838333333;1,146666667;0,985
Рівне;5062620;Дiоксид азоту;0,024566667;0,019591667;0,023625;0,024541667;0,011458333;0,015133333;0,027058333;0,0229;0,036516667;0,0448;0,030741667;0,032558333;0,031466667;0,02365;0,034675;0,0316;0,02595;0,027741667;0,0212;0,021875;0,04335;0,048875;0,0216;0,037333333;0,028258333;0,028308333
Рівне;5062620;Оксид азоту;0,02622;0,02219;0,021522222;0,02419;0,02376;0,02554;0,02523;0,02044;0,039111111;0,04167;0,01966;0,01831;0,03537;0,02609;0,028677778;0,01599;0,02063;0,02215;0,02039;0,02235;0,0495;0,04902;0,03641;0,0136;0,02676;0,03288
Рівне;5062620;Сiрководень;0,00165;0,0036875;0,004157143;0,0009;0,00095;0,0006125;0,00065;0,002;0,000442857;0,0003375;0,0007625;0;0,0004;0,00175;0,000542857;0,002625;0;0,001975;0,0039375;0,0024625;0,000428571;0,0036125;0,0015625;0;0,002775;0,006925
Рівне;5062620;Фенол;0,00109;0,00217;0,00522;0,00388;0,00101;0,00498;0,00656;0,00671;0,00462;0,0026;0,00462;0,00603;0,00292;0;0,00212;0,00176;0;0,00098;0,00364;0,00477;0,00283;0;0,00074;0,00256;0,00198;0,00151
Рівне;5062620;Фтористий водень;0,0054875;0,0050875;0,009885714;0,0112625;0,0132125;0,0017;0,0017;0,00325;0,004114286;0,001875;0,0044625;0,0018375;0,0055;0,0069375;0,0041;0,00125;0,0007375;0,0022;0,0014375;0,00315;0,003371429;0,0056625;0,00535;0,004225;0,0012875;0,0013625
Рівне;5062620;Хлористий водень;0,028475;0,0097875;0,0700375;0,055625;0,076525;0;0,073075;0,12025;0,1022875;0,014775;0,022075;0,0726375;0,076125;0,0779125;0,103;0,01325;0,023775;0,055175;0,056925;0,046675;0,0329875;0,0327875;0,08355;0,0389625;0,0444;0,06645
Рівне;5062620;Амiак;0;0;0,002825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,003;0;0,00405;0;0
Рівне;5062620;Формальдегiд;0,0058875;0,00525;0,004071429;0;0;0,003375;0,003275;0,002625;0,004785714;0,0039625;0,0009625;0,002025;0,0019375;0,00245;0,006042857;0,0043875;0,0045125;0,0027;0,0018375;0,003575;0,007214286;0,007475;0,01045;0,0077875;0,0030875;0,0012125
Суми;5093480;Завислі речовини;0,433333333;0,266666667;0,283333333;0,333333333;0,3;0,25;0,366666667;0,266666667;0,416666667;0,366666667;0,3;0,316666667;0,35;0,4;0,333333333;0,383333333;0,233333333;0,3;0,3;0,35;0,266666667;0,3;0,283333333;0,316666667;0,316666667;0,216666667
Суми;5093480;Дiоксид сiрки;0,029;0,031916667;0,032;0,031;0,03125;0,02825;0,024416667;0,025;0,032888889;0,03125;0,036416667;0,036333333;0,041583333;0,037083333;0,036666667;0,039583333;0,036333333;0,033916667;0,042916667;0,04225;0,042888889;0,042583333;0,044083333;0,041916667;0,03675;0,045083333
Суми;5093480;Сульфати;0,005;0,01;0,01;0,015;0,005;0,015;0,015;0,005;0,01;0,01;0,015;0,015;0,02;0,02;0,02;0,025;0,01;0,01;0,025;0,02;0,02;0,02;0,01;0,015;0,015;0,02
Суми;5093480;Оксид вуглецю;2,333333333;1,5;1,666666667;1,666666667;1,666666667;2;2;1,833333333;1,833333333;1,833333333;1,666666667;1,833333333;1,5;1,833333333;2,166666667;1,333333333;2;1,333333333;1,666666667;1,833333333;2;2;1,833333333;1,833333333;1,333333333;1,5
Суми;5093480;Дiоксид азоту;0,100833333;0,0725;0,091111111;0,08;0,09;0,074166667;0,095;0,0775;0,075555556;0,088333333;0,103333333;0,103333333;0,074166667;0,0775;0,068888889;0,098333333;0,090833333;0,096666667;0,094166667;0,075833333;0,077777778;0,075833333;0,069166667;0,073333333;0,086666667;0,115833333
Суми;5093480;Оксид азоту;0,0375;0,03;0,03;0,035;0,03;0,0275;0,04;0,0325;0,023333333;0,02;0,0575;0,0475;0,0375;0,0325;0,026666667;0,0375;0,045;0,0375;0,045;0,0275;0,026666667;0,025;0,0325;0,0275;0,0575;0,045
Суми;5093480;Амiак;0,01375;0,015;0,015;0,015;0,0175;0,015;0,02;0,015;0,015;0,015;0,01625;0,015;0,01375;0,015;0,013333333;0,0175;0,015;0,0175;0,01375;0,0175;0,015;0,0125;0,01625;0,01625;0,01875;0,01625
Суми;5093480;Формальдегiд;0,004;0,003;0,004;0,003;0,003;0,003;0,004;0,003;0,004;0,005;0,003;0,003;0,006;0,003;0,004;0,004;0,003;0,004;0,005;0,005;0,004;0,004;0,004;0,004;0,00425;0,004
Тернопіль;4932530;Завислі речовини;0,055;null;0,065;0,115;0,07;0,04;0,0925;0,0775;0,0525;0;0,02;0;0,04;0,0475;0,02;0,01;0,02;0,0475;0,0475;0,055;0,075;0,09;0,1075;0,0275;0,02;null
Тернопіль;4932530;Дiоксид сiрки;0,0048125;null;0,0047;0,0056;0,0050625;0,0034125;0,0028125;0,002825;0,0026625;0,0021875;0,0017625;0,0032375;0,003925;0,00555;0,0039125;0,003725;0,0038875;0,0037125;0,003325;0,0031875;0,0031375;0,0040375;0,003625;0,00135;0,001575;null
Тернопіль;4932530;Оксид вуглецю;3,775;null;4,025;3,375;3,7;3,225;3,125;3,15;2,85;3,175;3,85;3,325;3,325;2,7;3;3,175;2,85;2,65;2,625;3;3,275;3,1;2,725;3,3;3,575;null
Тернопіль;4932530;Дiоксид азоту;0,0553125;null;0,0555;0,050575;0,0561875;0,04775;0,0435875;0,0484125;0,040625;0,0458625;0,0405375;0,0417375;0,041975;0,0546625;0,0500125;0,0470375;0,0416375;0,0413625;0,044025;0,060425;0,04135;0,0425125;0,044625;0,0428875;0,049725;null
Тернопіль;4932530;Оксид азоту;0,03165;null;0,03025;0,028475;0,031225;0,025875;0,02315;0,027125;0,022575;0,025;0,022075;0,02335;0,023;0,030675;0,0282;0,026725;0,022775;0,022575;0,0233;0,034325;0,021975;0,0235;0,024325;0,023925;0,02785;null
Тернопіль;4932530;Формальдегiд;0,00475;null;0,003125;0,0035875;0,0032875;0,002825;0,002075;0,002125;0,0016;0,001175;0,0012375;0,002525;0,0023375;0,0027;0,0021;0,001925;0,0025375;0,00265;0,003225;0,001775;0,0023875;0,0027375;0,0020875;0,000675;0,0014375;null
Харків;4993630;Завислі речовини;0,04824;0,0464;0,05;0,0512;0,048;0,0496;0,0536;0,0436;0,0612;0,0648;0,068;0,0504;0,072;0,0688;0,0836;0,0756;0,0768;0,0828;null;null;0,08468;0,084;0,0716;0,0764;0,0824;0,0912
Харків;4993630;Дiоксид сiрки;0,011296667;0,011816667;0,016056667;0,01548;0,015186667;0,016826667;0,013763333;0,01657;0,014216667;0,012346667;0,014723333;0,010486667;0,01322;0,012406667;0,01078;0,011016667;0,013453333;0,012613333;null;null;0,015256667;0,01333;0,013573333;0,016076667;0,015703333;0,01603
Харків;4993630;Сульфати;0,005;0,005;0,005;0;0;0,005;0;0;0,005;0,005;0;0;0;0,005;0;0,005;0;0,01;null;null;0,005;0;0;0;0,01;0,005
Харків;4993630;Оксид вуглецю;1,115;1,175;1,17;1,25;1,165;1,195;1,145;1,065;1,215;1,175;1,115;1,16;1,285;1,275;1,265;1,25;1,28;1,325;1,375;1,235;1,22;1,13;1,27;1,12;1,265;1,375
Харків;4993630;Дiоксид азоту;0,031528571;0,02262;0,02961;0,031694286;0,033714286;0,023974286;0,029465714;0,025442857;0,03096;0,028791429;0,028251429;0,030608571;0,031385714;0,03256;0,033173333;0,035365714;0,030145714;0,035102857;0,024;null;0,0282;0,030345714;0,027108571;0,026442857;0,028822857;0,026014286
Харків;4993630;Оксид азоту;0,017725;0,018275;0,0273;0,026625;0,019125;0,02785;0,024225;0,03065;0,0173;0,008475;0,023025;0,020675;0,0222;0,021475;0,0179;0,010975;0,01585;0,017625;0,0091;null;0,024666667;0,014875;0,016275;0,0238;0,02645;0,0283
Харків;4993630;Сiрководень;0,001275;0,00095;0,0009;0,000375;0,000575;0,0004;0,000325;0,000525;0,000933333;0,00155;0,000575;0,000525;0,00055;0,000625;0,000733333;0,0008;0,000725;0,000825;0,0006;null;0,001266667;0,00095;0,001025;0,001025;0,00115;0,00055
Харків;4993630;Фенол;0,002641667;0,002066667;0,001244444;0,001083333;0,0012;0,000883333;0,001183333;0,001408333;0,001455556;0,0015;0,001475;0,001591667;0,002325;0,001616667;0,002455556;0,002566667;0,00265;0,003008333;0,002666667;null;0,002122222;0,0027;0,002266667;0,002741667;0,002391667;0,002458333
Харків;4993630;Сажа;0,03;0,036666667;0,043333333;0,036666667;0,03;0,03;0,01;0,03;0,036666667;0,03;0,03;0,03;0,03;0,05;0,05;0,036666667;0,03;0,03;null;null;0,05;0,05;0,036666667;0,043333333;0,03;0,036666667
Харків;4993630;Амiак;0,0012375;0,0029375;0,0045;0,00295;0,0046625;0,002525;0,00335;0,00335;0,0028;0,003325;0,0025375;0,0037875;0,0096375;0,0050625;0,0074;0,00595;0,0088875;0,0066875;0;null;0,006983333;0,006475;0,0059625;0,0064375;0,006125;0,0064875
Харків;4993630;Формальдегiд;0,001367857;0,001364286;0,001609524;0,001485714;0,002064286;0,001503571;0,001335714;0,0012;0,0018;0,003067857;0,002678571;0,001828571;0,001339286;0,001564286;0,003338095;0,002203571;0,002407143;0,001689286;0,001914286;null;0,001952381;0,002560714;0,002267857;0,001810714;0,001682143;0,001742857
Хмельницький;4942690;Завислі речовини;0,08125;0,07325;0,11475;0,0655;0,08125;0,07225;0,11275;0,1605;0,0805;0,04025;0,05675;0,10475;0,08925;0,1215;0,08075;0,05625;0,056;0,06475;0,11475;0,08375;0,1145;0,11425;0,06625;0,06725;0,09975;0,27
Хмельницький;4942690;Дiоксид сiрки;0,014125;0,0128375;0,012075;0,012725;0,0151;0,0150875;0,01975;0,01645;0,0180625;0,017825;0,0152625;0,0144;0,0148625;0,0153;0,0161625;0,0171;0,0164375;0,0164125;0,0187625;0,0188;0,0192125;0,0168;0,0162;0,0195375;0,0193625;0,018175
Хмельницький;4942690;Сульфати;0,010375;0,00945;0,0114;0,0129;0,013525;0,010325;0,009725;0,009975;0,011025;0,011425;0,0122;0,013075;0,01165;0,0111;0,011275;0,010825;0,01035;0,010525;0,01065;0,010525;0,011675;0,013875;0,0141;0,0118;0,0113;0,01245
Хмельницький;4942690;Оксид вуглецю;1,765;1,8375;1,5975;1,7675;2,0325;1,7625;1,8525;1,6825;1,8;1,7;1,835;1,8525;1,9475;1,9975;1,885;1,6875;2,0075;1,795;1,985;1,9375;2,34;1,87;1,7275;1,7825;1,8225;1,8925
Хмельницький;4942690;Дiоксид азоту;0,0367125;0,02025;0,022425;0,0303;0,0354375;0,03155;0,0384;0,028875;0,0280125;0,0228625;0,0275125;0,029575;0,02845;0,0257;0,0296;0,039775;0,0435125;0,0356;0,0258625;0,0372875;0,0428125;0,05035;0,051275;0,0216375;0,0293875;0,0259125
Хмельницький;4942690;Оксид азоту;0,0265125;0,0170375;0,0195125;0,0256875;0,028525;0,02675;0,0294125;0,02365;0,0224375;0,0201625;0,02155;0,023675;0,0227625;0,027325;0,0299875;0,029075;0,030725;0,027625;0,0245625;0,0273875;0,034225;0,037675;0,0398;0,0203125;0,0218375;0,0287375
Хмельницький;4942690;Фенол;0,000983333;0,00095;0,000783333;0,000883333;0,000816667;0,000866667;0,000983333;0,0009;0,00085;0,000766667;0,0007;0,000633333;0,000516667;0,000733333;0,001;0,0007;0,000516667;0,000666667;0,0007;0,0009;0,0017;0,001333333;0,000616667;0,0005;0,000783333;0,0006
Хмельницький;4942690;Хлористий водень;0,0431;0,036375;0,03555;0,031775;0,0331;0,04375;0,0565;0,049675;0,049675;0,044825;0,0391;0,0359;0,032575;0,032175;0,0568;0,0501;0,044375;0,0386;0,03285;0,030975;0,036525;0,042625;0,03545;0,033175;0,0372;0,035875
Хмельницький;4942690;Амiак;0,0034;0,0026;0,0037;0,005025;0,005725;0,00565;0,007025;0,0055;0,005175;0,007325;0,007825;0,006975;0,007825;0,00835;0,006225;0,005975;0,00445;0,005225;0,006325;0,0054;0,0069;0,00685;0,003725;0,003775;0,00485;0,004325
