city;coordinateNumber;nameImpurity;1March;2March;4March;5March;6March;7March;8March;9March;11March;12March;13March;14March;15March;16March;18March;19March;20March;21March;22March;23March;25March;26March;27March;28March;29March;30March
Хмельницький;4942690;Формальдегiд;0,001216667;0,001133333;0,001733333;0,001633333;0,000833333;0,001083333;0,001216667;0,000833333;0,000833333;0,0007;0,001233333;0,000833333;0,000966667;0,000833333;0,0011;0,000966667;0,000833333;0,001233333;0,001383333;0,00115;0,001366667;0,001216667;0,00115;0,000783333;0,001283333;0,001266667
Херсон;4673270;Завислі речовини;0,075;null;0,05;0,05;0,05;0,05;0,05;null;0,025;0,05;0,075;0,025;0,025;null;0,025;0;0;0,05;0,025;null;0,05;0,025;0,025;0,025;0,1;null
Херсон;4673270;Дiоксид сiрки;0,006222222;null;0,004857143;0,004;0,002333333;0,002888889;0,003333333;null;0,002571429;0,003;0,002111111;0,006;0,009888889;null;0,007857143;0,008888889;0,006666667;0,003;0,001555556;null;0,007;0,005111111;0,004;0,009111111;0,000777778;null
Херсон;4673270;Сульфати;0;null;0,01;0;0,005;0;0,01;null;0,005;0;0,005;0,005;0;null;0,01;0,005;0;0,015;0,015;null;0;0,005;0,015;0,005;0;null
Херсон;4673270;Оксид вуглецю;0,571428571;null;0;0,142857143;0,285714286;0,285714286;0,142857143;null;0;0,285714286;0,142857143;0,142857143;0,428571429;null;0,285714286;0,142857143;0,285714286;0,142857143;0,142857143;null;0,428571429;0;0,428571429;0,142857143;0,285714286;null
Херсон;4673270;Дiоксид азоту;0,166666667;null;0,2;0,191666667;0,188333333;0,167777778;0,141111111;null;0,154285714;0,218888889;0,17;0,165555556;0,232222222;null;0,21;0,164444444;0,208888889;0,173333333;0,141111111;null;0,171428571;0,188888889;0,196666667;0,174444444;0,131111111;null
Херсон;4673270;Оксид азоту;0,0875;null;0,093333333;0,075;0,075;0,0775;0,105;null;0,126666667;0,09;0,1325;0,0875;0,1175;null;0,103333333;0,11;0,1225;0,115;0,095;null;0,093333333;0,0975;0,1525;0,13;0,1175;null
Херсон;4673270;Фенол;0,003888889;null;0,003142857;0,006833333;0,004;0,001666667;0,001333333;null;0,002285714;0,004555556;0,003333333;0,006444444;0,003;null;0,006571429;0,009555556;0,005777778;0,003;0,004888889;null;0,004428571;0,005444444;0,004888889;0,002111111;0,004888889;null
Херсон;4673270;Формальдегiд;0,001111111;null;0,004571429;0,003;0,003333333;0,001111111;0,008111111;null;0,011428571;0,002222222;0;0;0;null;0,008428571;0,015111111;0,001111111;0,006222222;0,003333333;null;0,010571429;0,008;0,010555556;0,003666667;0,003333333;null
Черкаси;4933200;Завислі речовини;0,183333333;0,183333333;0,166666667;0,15;0,133333333;0,1;0,116666667;0,183333333;0,233333333;0,183333333;0;0;0;0,1;0;0,1;0;0,1;0,15;0,233333333;0;0;0,116666667;0,2;0,1;0,15
Черкаси;4933200;Дiоксид сiрки;0,0119;0,0118;0,012;0,0096;0,0107;0,0104;0,0114;0,0127;0,010875;0,0123;0,0089;0,0144;0,0201;0,0114;0,012;0,019;0,0227;0,0144;0,0156;0,0152;0,01475;0,0161;0,0176;0,0155;0,0114;0,0138
Черкаси;4933200;Сульфати;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,005;0,01;0,01;0,01;0,01;0,015;0,01;0,01;0,01;0,02;0,01;0,015;0,01;0,005;0,01;0,01
Черкаси;4933200;Оксид вуглецю;1;1;1;1;1;1,166666667;1;1;1,333333333;1,333333333;1,166666667;1,833333333;2,166666667;1;1;1,666666667;1;2;1;1;1;1;1,166666667;1,166666667;1;0,833333333
Черкаси;4933200;Дiоксид азоту;0,0275;0,025;0,021111111;0,03;0,023333333;0,030833333;0,031666667;0,041666667;0,022222222;0,0225;0,041666667;0,050833333;0,048333333;0,041666667;0,028888889;0,030833333;0,036666667;0,031666667;0,0425;0,045;0,032222222;0,025;0,031666667;0,04;0,0375;0,041666667
Черкаси;4933200;Оксид азоту;0,025;0,025;0,02;0,0225;0,0325;0,0225;0,02;0,02;0,016666667;0,0225;0,0275;0,075;0,0325;0,0525;0,02;0,025;0,015;0,0275;0,0175;0,0475;0,103333333;0,0475;0,02;0,03;0,055;0,06
Черкаси;4933200;Сiрководень;0,00175;0,00175;0,001444444;0,001333333;0,0015;0,001583333;0,001416667;0,001833333;0,001777778;0,001583333;0,00175;0,0025;0,002583333;0,002;0,001888889;0,001666667;0,001916667;0,00225;0,001666667;0,001833333;0,002;0,0015;0,00125;0,001333333;0,00125;0,001583333
Черкаси;4933200;Амiак;0,031666667;0,036666667;0,032222222;0,024166667;0,025;0,031666667;0,038333333;0,041666667;0,032222222;0,025833333;0,0325;0,035;0,0475;0,0375;0,028888889;0,036666667;0,033333333;0,041666667;0,05;0,04;0,037777778;0,035833333;0,021666667;0,038333333;0,053333333;0,053333333
Черкаси;4933200;Формальдегiд;0,0075;0,00775;0,004333333;0,005;0,00275;0,0065;0,00875;0,00925;0,004666667;0,0045;0,00475;0,00475;0,0115;0,00425;0,004666667;0,00925;0,005;0,007;0,0095;0,0075;0,001333333;0,005;0,00725;0,0075;0,00575;0,007
Чернівці;4832590;Завислі речовини;0,05;0,033333333;0,033333333;0,033333333;0,016666667;0;0;0;0;0,016666667;0,016666667;0;0,033333333;0;0;0;0;0;0,016666667;0,033333333;0;0,016666667;0;0;0;0,016666667
Чернівці;4832590;Дiоксид сiрки;0,000641667;0,001275;0,001666667;0,001391667;0,000875;0,00075;0,002025;0,000758333;0,00165;0,002183333;0,000633333;0,000375;0,002441667;0,000766667;0,0034;0,002141667;0,00265;0,002408333;0,00075;0,001208333;0,0009;0,001275;0,001441667;0,001025;0,002416667;0,002283333
Чернівці;4832590;Оксид вуглецю;0;0;0;0,166666667;0,333333333;0;0;0,333333333;0;0;0,166666667;0,333333333;0,166666667;0;0,333333333;0;0,166666667;0,166666667;0,5;0;0,166666667;0,333333333;0;0;0;0,333333333
Чернівці;4832590;Дiоксид азоту;0,018433333;0,003533333;0,016683333;0,014283333;0,016666667;0,011666667;0,008708333;0,008708333;0,016325;0,016341667;0,02845;0,025666667;0,023516667;0,008291667;0,0227;0,007633333;0,01785;0,032275;0,020116667;0,013258333;0,028908333;0,015016667;0,013016667;0,017016667;0,030791667;0,02345
Чернівці;4832590;Оксид азоту;0,00685;0,0017;0;0;0,000675;0;0;0,00065;0,000675;0,00135;0,001675;0,000325;0,0061;0,012925;0,00265;0,00065;0;0,0098;0,00335;0,0093;0,005425;0,000325;0,00455;0,001075;0;0,0049
Чернівці;4832590;Фенол;0,0009;0,00115;0,002725;0,0032;0,00055;0,002575;0,004;0,000875;0,0023;0,002275;0,0016;0,00105;0,0017;0,001475;0,0061;0,000825;0,0001;0,002175;0,0011;0;0,0018;0,003375;0,001275;0,00315;0,001825;0
Чернівці;4832590;Фтористий водень;0;0;0;0,000125;0;0,000125;0,0000875;0;0;0;0;0;0,0005125;0,0000875;0;0;0,000225;0,000125;0;0;0;0;0;0,000125;0;0
Чернівці;4832590;Хлористий водень;0,1417;0,079325;0,1486;0,068825;0,073325;0,156975;0,1337;0,001475;0,05285;0,126;0,1034;0,094725;0,038275;0,051475;0,010675;0,0741;0,100825;0,056875;0,096175;0,23575;0,1158;0,167775;0,05775;0,15455;0,0558;0
Чернівці;4832590;Формальдегiд;0,0007875;0,00035;0,000275;0,0002625;0,00105;0;0,000525;0;0,0004375;0,002325;0,0008875;0,0007;0,0004375;0,0000875;0,0002625;0,0000875;0,0002625;0;0;0;0;0,000875;0,00165;0,0009125;0,00175;0,003375
Ізмаїл;4542880;Завислі речовини;0,08;0,1;0,07;0,085;0,05;0,065000153;0,05;0,03;0,115000153;0,130000153;0,085;0,1;0,05;0,01;0,05;0,065;0,085;0,07;0,03;0,05;0,115;0,05;0,08;0,1;0,05;0,05
Ізмаїл;4542880;Дiоксид сiрки;0,02230004;0,021750055;0,018500047;0,01880002;0,024275015;0,02315;0,02562504;0,019975;0,02236674;0,019850006;0,02257502;0,025775037;0,023675031;0,019650008;0,018433333;0,014950011;0,02100002;0,02115004;0,02530004;0,01375002;0,024233333;0,02685;0,0198;0,023825;0,026825;0,014425
Ізмаїл;4542880;Сульфати;0,01;0,01;0,01;0,005;0,005;0,005;0,005;0;0,015;0,015;0,015;0,015;0,005;0;0;0,01;0,01;0,02;0;0,005;0,015;0,005;0,01;0,015;0;0,005
Ізмаїл;4542880;Оксид вуглецю;1,125001526;0,870001221;1,155001221;0,980001526;1,085002747;1,105;1,250005493;1,140001221;0,96;0,845001221;0,78000061;0,89500061;0,820001221;1,125001526;0,820002441;0,98;0,885003967;0,79;0,795001526;0,82;0,84;0,685;0,61;0,89;0,89;0,685
Ізмаїл;4542880;Дiоксид азоту;0,049975031;0,047725;0,055600106;0,04607507;0,056500131;0,051225;0,073350061;0,058625079;0,039833386;0,05115018;0,054775;0,061775061;0,058600076;0,054875119;0,058266772;0,042300125;0,05612504;0,039625;0,071375;0,057175079;0,037366667;0,0469;0,071225;0,0557;0,062475;0,062875
Ізмаїл;4542880;Сiрководень;0,001250001;0,002000002;0,001766668;0,00115;0,001525;0,001700002;0,0013;0,001650002;0,001666668;0,001975003;0,001400001;0,001975002;0,000700001;0,001200002;0,001300001;0,001375001;0,00165;0,0017;0,002400002;0,001225001;0,001533333;0,001325;0,001325;0,001325;0,002;0,00105
Ізмаїл;4542880;Формальдегiд;0,002750003;0,0014;0;0,00205;0,00175;0,001350002;0,001;0,001350003;0,001400002;0;0,0028;0,002000003;0,0007;0,0014;0,0014;0,001700003;0,00165;0;0,001000002;0,002000006;0;0,0021;0,00175;0,00285;0,00145;0,0014
Біла Церква;4983020;Завислі речовини;0,068;0,077;0,06875;0,077;0,07625;0,06725;0,06725;0,07675;0,092;0,06725;0,06775;0,07675;0,0685;0,069;0,06875;0,06825;0,06825;0,069;0,06875;0,07975;0,1045;0,06975;0,0785;0,0895;0,08;0,071
Біла Церква;4983020;Дiоксид сiрки;0,02975;0,0322;0,03105;0,029125;0,0349375;0,026825;0,0401625;0,031125;0,0316375;0,026575;0,0265375;0,0264625;0,0330875;0,0341125;0,03515;0,03455;0,033875;0,025675;0,0291375;0,0289375;0,0367375;0,0288875;0,0352125;0,02945;0,03135;0,040375
Біла Церква;4983020;Оксид вуглецю;0,95;1,2;1,15;1,2;0,975;0,95;0,875;0,85;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Біла Церква;4983020;Дiоксид азоту;0,09225;0,105675;0,09605;0,11345;0,1020375;0,1037375;0,0863;0,100525;0,119975;0,1035125;0,08295;0,107125;0,089325;0,09295;0,0961125;0,08265;0,08995;0,1007375;0,0989625;0,1130875;0,1369;0,10475;0,1123125;0,1160875;0,12425;0,092725
Слов'янськ;4883760;Завислі речовини;0,1;0,1;0,05;0,1;0,05;0,2;0,2;0,1;0,15;0,15;0,05;0,1;0,1;0,05;0,05;0,1;0,1;0,05;0,1;0,05;0,05;0,05;0,1;0,1;0,15;0,05
Слов'янськ;4883760;Дiоксид сiрки;0,0031;0,002;0,00305;0,00165;0,00255;0,00055;0,0011;0,0011;0,0018;0,0002;0,0011;0,0004;0,0009;0,0016;0,00145;0,0002;0,00055;0,00145;0,0007;0,00165;0,0013;0,0002;0,00075;0,0011;0,0008;0,00055
Слов'янськ;4883760;Оксид вуглецю;0,5;1,5;1;2;1;0,5;1;1;1;1,5;1;1;1;1;1;2;1,5;1,5;1;1;1,5;2;2;1;2;1
Слов'янськ;4883760;Дiоксид азоту;0,04305;0,0361;0,02385;0,00955;0,02555;0,0254;0,0473;0,05925;0,0452;0,00945;0,02275;0,06145;0,035;0,036;0,03095;0,0592;0,0223;0,04035;0,0303;0,02695;0,01095;0,02565;0,04695;0,03015;0,0626;0,07485
Слов'янськ;4883760;Фенол;0,00335;0,00145;0,0061;0,00365;0,00175;0,00135;0,0038;0,0044;0,00545;0,0021;0,00115;0,00395;0,0035;0,00285;0,0033;0,0044;0,00295;0,0026;0,00155;0,0024;0,0014;0,00075;0,00445;0,00675;0,00125;0,00045
Слов'янськ;4883760;Фтористий водень;0,0051;0,004;0,0034;0,00515;0,0037;0,00845;0,0073;0,0103;0,0059;0,0059;0,00485;0,0031;0,0051;0,0096;0,0052;0,01035;0,0066;0,01065;0,00565;0,012;0,0075;0,00205;0,0041;0,0026;0,0051;0,0053
Слов'янськ;4883760;Формальдегiд;0,0327;0,00355;0,00355;0,00505;0,00475;0,0112;0,0015;0,0018;0,0044;0,00555;0,00535;0,00765;0,0024;0,00615;0,0125;0,0063;0,012;0,0041;0,0118;0,008;0,00415;0;0,00365;0,00305;0,0016;0,00245
Олександрія;4843230;Завислі речовини;0,25;0,25;0,15;0,2;0,15;0,15;0,25;0,25;0,3;0,15;0,15;0,3;0,15;0,15;0,15;0,15;0,25;0,15;0,2;0,2;0,25;0,3;0,1;0,2;0,2;0,35
Олександрія;4843230;Дiоксид сiрки;0,0137;0,02475;0,017433333;0,015;0,02145;0,0153;0,024375;0,01905;0,026566667;0,0134;0,020525;0,01615;0,0202;0,01545;0,012566667;0,01665;0,013875;0,018325;0,0231;0,01345;0,019933333;0,0174;0,020975;0,014375;0,016275;0,016575
Олександрія;4843230;Сульфати;0,005;0;0,01;0;0;0,01;0,01;0,005;0,01;0,01;0,01;0;0,005;0,01;0;0,005;0,005;0,005;0,01;0,005;0,005;0,005;0,01;0,005;0,025;0
Олександрія;4843230;Дiоксид азоту;0,028075;0,02935;0,024933333;0,0198;0,025725;0,038675;0,02705;0,030025;0,0205;0,022825;0,03985;0,0185;0,023925;0,0366;0,019433333;0,02335;0,026025;0,03375;0,0199;0,022975;0,037733333;0,0281;0,02905;0,03165;0,027225;0,019625
Олександрія;4843230;Сажа;0,09;0,05;0,045;0,035;0,035;0,045;0,055;0,035;0,065;0,03;0,045;0,06;0,04;0,07;0,03;0,035;0,045;0,035;0,08;0,035;0,045;0,035;0,045;0,065;0,04;0,02
Горішні Плавні;4903360;Завислі речовини;null;null;null;null;null;null;null;null;0,1;0,1;0,15;0,075;0,15;0,125;0,1;0,205;0,155;0,125;0,075;0,075;0,1;0,135;0,19;0,08;0,1;0,13
Горішні Плавні;4903360;Дiоксид сiрки;null;null;null;null;null;null;null;null;0,0056;0,01;0,00915;0,0052;0,0052;0,00705;0,004;0,008;0,006475;0,00705;0,00425;0,0068;0,0066;0,00595;0,004675;0,005925;0,0047;0,005375
Горішні Плавні;4903360;Оксид вуглецю;null;null;null;null;null;null;null;null;0,1;0,2;0,1;0,15;0,15;0,25;0,2;0,2;0,15;0,2;0,15;0,2;0,2;0,2;0,2;0,2;0,15;0,25
Горішні Плавні;4903360;Дiоксид азоту;null;null;null;null;null;null;null;null;0,0233;0,041875;0,02795;0,007925;0,015875;0,019625;0,0154;0,036925;0,0308;0,0338;0,020125;0,028525;0,03975;0,040675;0,023625;0,028575;0,0232;0,02395
Горішні Плавні;4903360;Фенол;null;null;null;null;null;null;null;null;0,0023;0,0005;0;0,0005;0,0009;0,0006;0,001;0,00075;0,00025;0,0009;0,00045;0,0005;0,0008;0,00065;0,00075;0,00045;0,0015;0,0005
Горішні Плавні;4903360;Сажа;null;null;null;null;null;null;null;null;0;0;0;0,00255;0,00255;0,01025;0,0026;0;0,0026;0,00255;0,0025;0;0,0026;0,0026;0;0;0,0052;0
Горішні Плавні;4903360;Хлористий водень;null;null;null;null;null;null;null;null;0,00475;0,002633333;0,005433333;0;0;0,003066667;0;0,003233333;0,005633333;0,006133333;0;0;0,0034;0,007266667;0;0,0062;0;0
Горішні Плавні;4903360;Амiак;null;null;null;null;null;null;null;null;0,01055;0,00755;0;0;0;0,0051;0;0,0051;0,0088;0;0,0009;0;0,0054;0,0059;0;0,00235;0,00095;0,00305
Бровари;5053080;Завислі речовини;0,034;0,0505;0,051;0,052;0,0505;0,068;0,0335;0,068;0,0515;0,034;0,068;0,051;0,051;0,0515;0,051;0,051;0,0545;0,0515;0,052;0,053;0,07;0,0525;0,052;0,053;0,0525;0,053
Бровари;5053080;Дiоксид сiрки;0,0337;0,032075;0,0308;0,034525;0,0323;0,030025;0,03205;0,038425;0,03575;0,035175;0,038575;0,031625;0,038975;0,034575;0,034225;0,0339;0,03695;0,04235;0,03215;0,0372;0,036;0,037675;0,03515;0,0396;0,03915;0,0434
Бровари;5053080;Оксид вуглецю;0,4;0,35;0,3;0,35;0,35;0,4;0,35;0,4;0,45;0,4;0,4;0,35;0,3;null;null;null;null;null;null;null;null;null;null;null;null;null
Бровари;5053080;Дiоксид азоту;0,068675;0,0655;0,061025;0,069575;0,05965;0,060975;0,0692;0,077475;0,070775;0,07725;0,077175;0,06415;0,07905;0,061525;0,0695;0,06405;0,073325;0,081425;0,06395;0,075475;0,06895;0,0766;0,07;0,074175;0,080375;0,087275
Обухів;5013060;Завислі речовини;0,083;0,051;0,0675;0,085;0,0335;0,033;0,067;0,084;0,0495;0,033;0,0675;0,2335;0,034;0,0515;0,0515;0,0685;0,0515;0,086;0,0865;0,106;0,035;0,052;0,0695;0,088;0,0705;0,071
Обухів;5013060;Дiоксид сiрки;0,023975;0,027225;0,03015;0,035375;0,024925;0,026175;0,033325;0,028175;0,0242;0,027675;0,023375;0,027925;0,033275;0,030275;0,02855;0,0247;0,026875;0,031825;0,03405;0,039025;0,0265;0,027025;0,029675;0,0317;0,03725;0,037825
Обухів;5013060;Оксид вуглецю;0,15;0,05;0,15;0,1;0,15;0,05;0,15;0,15;0,1;0,05;0,15;0,05;0,1;null;null;null;null;null;null;null;null;null;null;null;null;null
Обухів;5013060;Дiоксид азоту;0,03955;0,04355;0,0464;0,05785;0,043575;0,04675;0,057625;0,045075;0,0357;0,040575;0,036225;0,045925;0,05135;0,04845;0,043175;0,03825;0,0461;0,046575;0,0526;0,060575;0,04245;0,0445;0,05;0,055325;0,058975;0,063675
Українка;5023080;Завислі речовини;0,068;0,0515;0,0515;0,069;0,0335;0,033;0,0505;0,034;0,033;0,051;0,034;0,0515;0,0685;0,034;0,034;0,051;0,051;0,051;0,0345;0,0525;0,0525;0,052;0,0345;0,0705;0,0525;0,0355
Українка;5023081;Дiоксид сiрки;0,043675;0,044425;0,04695;0,0458;0,042225;0,04465;0,05255;0,038075;0,054225;0,050975;0,05445;0,044725;0,043225;0,041225;0,0455;0,0465;0,043975;0,040725;0,0532;0,044275;0,03325;0,0641;0,04955;0,05705;0,045525;0,065225
Українка;5023082;Оксид вуглецю;0,79;1,03;0,89;0,74;0,71;0,715;1,01;0,98;0,785;0,64;0,695;0,785;0,7;null;null;null;null;null;null;null;null;null;null;null;null;null
Українка;5023083;Дiоксид азоту;0,075375;0,0797;0,094275;0,08575;0,0817;0,072675;0,087775;0,0972;0,0942;0,08405;0,0951;0,087625;0,07785;0,084;0,084425;0,0896;0,067;0,0836;0,0972;0,075175;0,089525;0,074;0,08925;0,07135;0,0923;0,090825
Житомир;5022870;Завислі речовини;null;null;null;null;null;null;null;0,09475;0,094;0,09525;0,0685;0,086;0,0695;0,0955;0,09525;0,087;0,09525;0,07825;0,078;0,0985;0,08775;0,1055;0,0885;0,0895;0,09;0,072
Житомир;5022871;Дiоксид сiрки;null;null;null;null;null;null;null;0,0356625;0,0397625;0,036625;0,0355625;0,0389625;0,037;0,038225;0,03675;0,0403;0,0348;0,0371125;0,0363;0,037025;0,040525;0,0767875;0,0396125;0,0375625;0,0366125;0,04005
Житомир;5022872;Оксид вуглецю;null;null;null;null;null;null;null;0,6025;0,505;0,4875;0,51;0,74;0,9925;0,6675;0,48;0,5275;0,525;0,5425;0,9325;0,5575;0,635;0,605;0,6;0,54;0,57;0,6
Житомир;5022873;Дiоксид азоту;null;null;null;null;null;null;null;0,1013125;0,10455;0,1006375;0,0944875;0,1031625;0,105225;0,09625;0,09805;0,0958375;0,1023625;0,0992625;0,10505;0,0971875;0,0983875;0,111675;0,1059125;0,1022125;0,101175;0,108075
Чернігів;5143130;Завислі речовини;0,11475;0,10225;0,11425;0,08975;0,10075;0,087;0,07525;0,101;0,1115;0,08825;0,10175;0,089;0,12775;0,11575;0,1295;0,077;0,10275;0,07675;0,11625;0,118;0,10425;0,06475;0,10275;0,14425;0,09225;0,1055
Чернігів;5143131;Дiоксид сiрки;0,05105;0,04395;0,053325;0,0489625;0,051525;0,0595625;0,0460625;0,05335;0,0500375;0,05665;0,0466375;0,0479875;0,049825;0,0528875;0,0465875;0,0500375;0,0460375;0,0538375;0,04375;0,0568875;0,05365;0,046775;0,05375;0,049025;0,0569;0,0526125
Чернігів;5143132;Оксид вуглецю;0,3625;0,4025;0,335;0,3875;0,3975;0,4275;0,3875;0,44;0,3825;0,4175;0,3875;0,395;0,45;0,45;0,39;0,36;0,3675;0,415;0,525;0,39;0,525;0,41;0,6725;0,45;0,42;0,3525
Чернігів;5143133;Дiоксид азоту;0,0639625;0,0666375;0,0620125;0,06335;0,074;0,074775;0,074575;0,0713625;0,079425;0,07815;0,064875;0,0797875;0,067475;0,0745;0,0815875;0,0704625;0,065225;0,0693;0,06935;0,0639375;0,0773875;0,067775;0,063775;0,069075;0,07365;0,07305
