city;coordinateNumber;nameImpurity;1April;2April;3April;4April;5April;6April;8April;9April;10April;11April;12April;13April;15April;16April;17April;18April;19April;20April;22April;23April;24April;25April;26April;27April;29April;30April
Ужгород;4862230;Дiоксид сiрки;0,01825;0,017625;0,01475;0,0165;0,015375;0,014375;0,016875;0,017;0,01575;0,018375;0,018125;0,013625;0,015125;0,01575;0,011875;0,017;0,012875;0,016625;0,01675;0,015125;0,01675;0,014625;0,013125;0,012375;0,012875;0,013875
Ужгород;4862230;Сульфати;0,004;0,005;0,012;0,023;0,0055;0,0175;0,0075;0,015;0,016;0,0105;0,0115;0,013;0,0105;0,013;0,01;0,009;0,0085;0,0055;0,007;0,0095;0,007;0,0065;0,0065;0,006;0,0085;0,0075
Ужгород;4862230;Оксид вуглецю;1,055;0,83;0,805;0,65;0,7425;1,06;0,9225;0,9;0,825;0,725;0,77;0,815;0,7775;0,725;0,73;0,7875;0,73;0,77;0,76;0,76;0,82;0,755;0,8225;0,915;0,8875;0,78
Ужгород;4862230;Дiоксид азоту;0,07825;0,0405;0,04425;0,06;0,0595;0,051;0,073125;0,06675;0,058125;0,047;0,056;0,04825;0,080375;0,0725;0,038;0,068125;0,053125;0,058625;0,0605;0,051125;0,073125;0,051125;0,03925;0,053;0,055;0,079625
Ужгород;4862230;Оксид азоту;0,0465;0,024;0,024;0,04025;0,037;0,03725;0,05025;0,04;0,03825;0,04075;0,03575;0,029;0,059;0,03375;0,0225;0,0425;0,0375;0,03525;0,03075;0,03275;0,04175;0,031;0,025;0,03575;0,0325;0,0455
Ужгород;4862230;Формальдегiд;0,007125;0,006375;0,005625;0,007375;0,007625;0,0075;0,007625;0,006125;0,00725;0,007125;0,007;0,005125;0,0075;0,006125;0,006;0,00675;0,00625;0,006125;0,00575;0,007125;0,007125;0,0065;0,00825;0,010375;0,008125;0,00675
Запоріжжя;4793510;Завислі речовини;0,09;0,1;0,1;0,07;0,11;0,07;0,15;0,13;0,18;0,16;0,19;0,11;0,12;0,13;0,16;0,11;0,1;0,1;0,12;0,09;0,133333333;0,175;0,17;0,14;0,08;0,12
Запоріжжя;4793510;Дiоксид сiрки;0,006461538;0,006307143;0,005492857;0,006421429;0,007371429;0,00735;0,007969231;0,007378571;0,007385714;0,008707143;0,008807143;0,008885714;0,006823077;0,007964286;0,005235714;0,0063;0,005657143;0,006114286;0,0054;0,006164286;0,008238462;0,007475;0,006714286;0,0061;0,0075;0,0072
Запоріжжя;4793510;Сульфати;0,015;0,01;0,015;0,01;0,01;0,01;0,015;0,01;0,02;0,015;0,01;0,01;0,01;0,005;0,01;0,01;0,01;0,025;0,005;0,005;0,01;0,01;0,015;0,015;0,005;0,015
Запоріжжя;4793510;Оксид вуглецю;0,21;0,19;0,19;0,16;0,1;0,26;0,3;0,49;0,43;0,39;0,26;0,2;0,2;0,22;0,201;0,22;0,15;0,15;0,16;0,18;0,3;0,4125;0,41;0,32;0,25;0,18
Запоріжжя;4793510;Дiоксид азоту;0,045838462;0,042885714;0,0478;0,076;0,0754;0,08035;0,097530769;0,066621429;0,076271429;0,060757143;0,06835;0,071192857;0,069115385;0,070007143;0,073014286;0,072964286;0,0668;0,04775;0,054438462;0,094678571;0,087415385;0,09615;0,075064286;0,070314286;0,070215385;0,084521429
Запоріжжя;4793510;Оксид азоту;0,029766667;0,021033333;0,027633333;0,0552;0,063233333;0,087633333;0,0747;0,036666667;0,0392;0,0368;0,022966667;0,032066667;0,027566667;0,034933333;0,030533333;0,032866667;0,034;0,029433333;0,0338;0,053933333;0,038533333;0,0815;0,0393;0,052966667;0,0403;0,053566667
Запоріжжя;4793510;Сiрководень;0,002811111;0,002527273;0,002518182;0,002436364;0,0024;0,002909091;0,003177778;0,0032;0,003845455;0,002972727;0,002663636;0,003236364;0,003288889;0,003127273;0,002618182;0,003136364;0,0027;0,002809091;0,003511111;0,0029;0,003218182;0,002881818;0,002518182;0,003272727;0,003044444;0,0035
Запоріжжя;4793510;Фенол;0,0056;0,00558;0,00502;0,00559;0,00573;0,00608;0,006422222;0,00619;0,00761;0,0076;0,00586;0,00653;0,006566667;0,00722;0,00624;0,00537;0,00605;0,00408;0,0048;0,00681;0,006588889;0,0081;0,0072;0,00673;0,006888889;0,00805
Запоріжжя;4793510;Фтористий водень;0,0002;0;0;0,000175;0;0;0,000366667;0;0;0,000175;0;0;0;0;0;0;0;0,000425;0;0;0,00035;0;0;0;0;0,000825
Запоріжжя;4793510;Хлористий водень;0,034733333;0,029175;0,0304875;0,0378625;0,0313625;0,0397;0,041533333;0,036625;0,0419875;0,0406625;0,0314125;0,0377875;0,039116667;0,0409625;0,0228625;0,03605;0,03125;0,0373875;0,0308;0,0461375;0,047314286;0,026525;0,039185714;0,043425;0,034116667;0,0370125
Запоріжжя;4793510;Формальдегiд;0,0076;0,007175;0,005725;0,007025;0,0064;0,00645;0,006266667;0,00585;0,004875;0,006425;0,007075;0,00705;0,008566667;0,007325;0,00855;0,007875;0,007;0,00715;0,0024;0,0046;0,006325;0,00645;0,009825;0,007575;0,0081;0,00985
Івано-Франківськ;4892470;Завислі речовини;0,145;0,095;0,135;0,145;0,145;0,145;0,145;0,135;0,14;0,145;0,15;0,16;0,11;0,145;0,11;0,11;0,15;0,14;0,115;0,155;0,14;0,15;0,14;0,15;0,155;0,15
Івано-Франківськ;4892470;Дiоксид сiрки;0,00565;0,0039;0,01705;0,007025;0,005025;0,00435;0,004325;0,00555;0,0039;0,0031;0,00315;0,00395;0,00515;0,005125;0,00505;0,00465;0,005925;0,0039;0,0046;0,0069;0,017;0,006525;0,005075;0,005825;0,0039;0,00505
Івано-Франківськ;4892470;Оксид вуглецю;1,95;1,2;1,7;2;2,2;2,1;1,85;1,7;1,9;2,05;2,05;2,3;1,3;1,9;1,5;1,3;1,8;1,7;1,6;1,9;1,7;1,95;1,6;1,75;1,6;1,85
Івано-Франківськ;4892470;Дiоксид азоту;0,0489;0,04345;0,040025;0,042175;0,042075;0,0598;0,043425;0,035225;0,027425;0,039;0,04355;0,0413;0,04225;0,041075;0,040225;0,039775;0,032525;0,041575;0,0333;0,045225;0,048125;0,05355;0,05715;0,051975;0,0571;0,05405
Івано-Франківськ;4892470;Оксид азоту;0,032525;0,028325;0,0259;0,0283;0,02785;0,0379;0,02835;0,022975;0,0197;0,026375;0,028;0,027775;0,027625;0,027275;0,02865;0,026775;0,022425;0,02755;0,022875;0,0301;0,03195;0,0348;0,03625;0,03385;0,03665;0,035175
Дніпро;4863510;Завислі речовини;0,3875;0,5;0,375;0,3375;0,2875;0,25;0,325;0,325;0,3125;0,4;0,375;0,2875;0,3875;0,4;0,3375;0,325;0,225;0,2125;0,25;0,225;0,2375;0,3375;0,2375;0,2;0,2375;0,2375
Дніпро;4863510;Дiоксид сiрки;0,018111111;0,015708333;0,012541667;0,013083333;0,014041667;0,007875;0,012222222;0,0105;0,0085;0,010333333;0,024083333;0,016041667;0,015333333;0,0065;0,007166667;0,008958333;0,007916667;0,005833333;0,0075;0,007708333;0,010208333;0,008458333;0,005208333;0,009041667;0,006444444;0,007875
Дніпро;4863510;Оксид вуглецю;2;1,75;2,25;2,083333333;2;1,666666667;2,166666667;1,916666667;2,333333333;1,75;2,416666667;1,666666667;2,333333333;2;2,083333333;2,166666667;1,916666667;1,416666667;1,833333333;2,083333333;2;1,583333333;1,833333333;2;1,833333333;2,583333333
Дніпро;4863510;Дiоксид азоту;0,054444444;0,049166667;0,044583333;0,039583333;0,055;0,0575;0,068888889;0,06875;0,079583333;0,0775;0,0675;0,06375;0,072777778;0,058333333;0,0625;0,05625;0,050416667;0,054166667;0,05;0,04625;0,045416667;0,075;0,072916667;0,0675;0,08;0,082083333
Дніпро;4863510;Оксид азоту;0,03;0,025;0,025;0,0225;0,0275;0,0275;0,036666667;0,04;0,0375;0,0425;0,035;0,035;0,033333333;0,04;0,0375;0,0325;0,03;0,03;0,033333333;0,03;0,015;0,0375;0,0325;0,035;0,033333333;0,045
Дніпро;4863510;Сiрководень;0,001944444;0,001541667;0,002041667;0,001958333;0,00425;0,001541667;0,003277778;0,001041667;0,001958333;0,002416667;0,004625;0,003666667;0,003333333;0,000625;0,001208333;0,001208333;0,00225;0,000875;0,001722222;0,000833333;0,001583333;0,001333333;0,000875;0,002791667;0,001777778;0,003458333
Дніпро;4863510;Фенол;0,001555556;0,001666667;0,001083333;0,00275;0,003333333;0,001;0,003111111;0,001416667;0,001333333;0,002416667;0,001916667;0,001583333;0,002777778;0,001916667;0,001916667;0,003;0,001833333;0,00125;0,003;0,002666667;0,001166667;0,002166667;0,00025;0,001333333;0,003444444;0,00425
Дніпро;4863510;Амiак;0,036666667;0,03625;0,025;0,035;0,0325;0,0325;0,023333333;0,02625;0,03125;0,03875;0,0375;0,0375;0,038333333;0,0375;0,0325;0,03;0,03625;0,0325;0,033333333;0,0375;0,03375;0,03625;0,035;0,0375;0,043333333;0,04
Дніпро;4863510;Формальдегiд;0,012111111;0,01125;0,011;0,009666667;0,009833333;0,011083333;0,013111111;0,01075;0,013333333;0,01325;0,013333333;0,011;0,013111111;0,010166667;0,01125;0,00925;0,008;0,0085;0,010555556;0,010666667;0,010083333;0,010583333;0,009833333;0,01;0,012;0,011
Кривий Ріг;4793340;Завислі речовини;0,52;0,96;0,45;0,3;0,42;0,42;0,32;0,45;0,46;0,36;0,67;0,39;0,57;0,62;0,51;0,21;0,17;0,13;0,1;0,27;0,6;1,31;0,59;0,59;0,49;0,63
Кривий Ріг;4793340;Дiоксид сiрки;0,0318;0,030923077;0,023923077;0,023846154;0,023538462;0,030153846;0,0227;0,031307692;0,042846154;0,036923077;0,035846154;0,024307692;0,0259;0,033461538;0,035846154;0,032153846;0,016769231;0,012692308;0,0104;0,018384615;0,020461538;0,028923077;0,022230769;0,030692308;0,0298;0,027692308
Кривий Ріг;4793340;Оксид вуглецю;1,6;1,9;1;1,1;1,2;1,6;1;1,4;2,2;1,5;1;1,2;1;1,5;1,6;1,4;0,5;1;0,8;1;1,4;1,8;1,4;1,3;1,3;1,1
Кривий Ріг;4793340;Дiоксид азоту;0,04;0,036923077;0,021538462;0,03;0,021538462;0,038461538;0,054;0,038461538;0,063076923;0,036923077;0,030769231;0,025384615;0,049;0,043076923;0,043076923;0,051538462;0,018461538;0,021538462;0,051;0,033846154;0,021538462;0,029230769;0,025384615;0,034615385;0,026;0,029230769
Кривий Ріг;4793340;Оксид азоту;0,03;0,026666667;0,013333333;0,013333333;0,01;0,016666667;0,02;0,016666667;0,036666667;0,03;0,013333333;0,013333333;0,02;0,026666667;0,016666667;0,043333333;0,013333333;0,016666667;0,035;0,026666667;0,01;0,013333333;0,02;0,016666667;0,01;0,016666667
Кривий Ріг;4793340;Сiрководень;0,0016;0,0012;0,001;0,0014;0,0012;0,0014;0,0009;0,0015;0,002;0,0014;0,001;0,001;0,0012;0,0012;0,0019;0,0014;0,0008;0,0006;0,001;0,001;0,0013;0,0015;0,0011;0,0011;0,0009;0,00131
Кривий Ріг;4793340;Фенол;0,003666667;0,0026;0,00185;0,00205;0,00245;0,00285;0,002;0,00295;0,00435;0,00215;0,0018;0,00135;0,001266667;0,002;0,00265;0,0033;0,0008;0,00095;0,001866667;0,0019;0,0018;0,00275;0,00185;0,0016;0,001933333;0,00225
Кривий Ріг;4793340;Амiак;0,012666667;0,0135;0,01;0,01;0,01;0,012;0,009333333;0,0115;0,0125;0,01;0,01;0,01;0,01;0,01;0,0115;0,013;0,007;0,0085;0,010666667;0,01;0,01;0,0105;0,01;0,01;0,009333333;0,0105
Кривий Ріг;4793340;Формальдегiд;0,013066667;0,015;0,011;0,0079;0,0093;0,0122;0,013866667;0,01715;0,0239;0,019;0,01215;0,0119;0,013466667;0,01295;0,0147;0,01215;0,00925;0,01015;0,009666667;0,0117;0,01145;0,0157;0,01715;0,01375;0,0138;0,01595
Кам'янське;4853460;Завислі речовини;0,321275;0,426975;0,391175;0,3527125;0,403575;0,4410375;0,340975;0,330025;0,3380375;0,3116875;0,2868375;0,317575;0,1197375;0,197875;0,240225;0,186225;0,24115;0,115125;0,174825;0,1842125;0,2327;0,1905375;0,1763875;0,2491875;0,2418875;0,24155
Кам'янське;4853460;Дiоксид сiрки;0,00605;0,0075;0,005275;0,0063;0,00505;0,00715;0,0094625;0,0072875;0,0049;0,00565;0,0054875;0,0059;0,0051375;0,0056125;0,00475;0,0051375;0,00585;0,0056375;0,00575;0,0053375;0,006;0,005725;0,0049875;0,0042375;0,0047;0,0061875
Кам'янське;4853460;Оксид вуглецю;3,25;3,75;3,125;3,25;3,25;3,375;3,625;3,875;4,25;3,875;3,5;3,375;3,5;3,875;3,75;3,875;3,5;3,625;3,625;3,375;3,25;3,625;3,375;3,5;3,625;3,625
Кам'янське;4853460;Дiоксид азоту;0,15185;0,1131625;0,1587;0,11275625;0,09958125;0,1103375;0,146975;0,10620625;0,132425;0,1384;0,1513625;0,115475;0,106183333;0,0929;0,06680625;0,07690625;0,1005;0,09695;0,133675;0,1200625;0,103575;0,088525;0,089925;0,0876125;0,113575;0,114425
Кам'янське;4853460;Оксид азоту;0,070833333;0,053825;0,0714;0,053875;0,04565;0,05715;0,063966667;0,044925;0,0765;0,054875;0,074425;0,05675;0,0491;0,0456;0,034525;0,03675;0,0453;0,043425;0,058533333;0,0588;0,049175;0,046925;0,043775;0,044925;0,050166667;0,04995
Кам'янське;4853460;Сiрководень;0,005266667;0,00485;0,005066667;0,004766667;0,004313333;0,00494;0,006081818;0,004973333;0,0047;0,005006667;0,0049;0,004566667;0,003881818;0,003173333;0,004326667;0,003653333;0,00478;0,005053333;0,0042;0,004133333;0,00372;0,004146667;0,004293333;0,004073333;0,004763636;0,004553333
Кам'янське;4853460;Фенол;0,005466667;0,0060125;0,00659375;0,0045875;0,00469375;0,0054875;0,005316667;0,00518125;0,0056125;0,00576875;0,00621875;0,00501875;0,00395;0,00329375;0,00425;0,003825;0,00550625;0,00536875;0,005691667;0,0051;0,004675;0,005425;0,0051375;0,00556875;0,006258333;0,005075
Кам'янське;4853460;Амiак;0,05205;0,048025;0,048425;0,046825;0,0455875;0,050475;0,0473125;0,046475;0,05085;0,0462625;0,03505;0,04185;0,040925;0,03395;0,036825;0,036225;0,0420375;0,0454125;0,0516875;0,0458625;0,0480625;0,0492875;0,0439375;0,0384;0,044025;0,0464625
Кам'янське;4853460;Формальдегiд;0,010075;0,0089;0,009175;0,010425;0,0100125;0,010225;0,0128;0,0104;0,0112375;0,0123375;0,013625;0,01075;0,0074;0,01085;0,0081125;0,0083125;0,00935;0,0104875;0,008075;0,0102625;0,0098625;0,0089;0,013575;0,018175;0,0208375;0,0143125
Краматорськ;4873760;Завислі речовини;0,0875;0,1;0,1;0,1125;0,1125;0,1125;0,15;0,1375;0,2;0,4125;0,45;0,1375;0,1;0,1125;0,1;0,1375;0,1125;0,125;0,1625;0,1125;0,1;0,1375;0,1375;0,1;0,0875;0,0875
Краматорськ;4873760;Дiоксид сiрки;0,0017125;0,0025625;0,0052125;0,0025625;0,0046125;0,0030875;0,00325;0,00225;0,0026;0,0026;0,0031875;0,002075;0,0026875;0,0017875;0,0022375;0,0024625;0,002425;0,0022375;0,0019375;0,0021125;0,0026375;0,0037875;0,00465;0,002125;0,0032;0,002
Краматорськ;4873760;Оксид вуглецю;1,5;1,75;1,375;1,625;1,875;2;1,7625;2,75;2,625;2;2,75;2;2,25;1,75;2,875;1,875;1,875;1,875;1,5;1,875;4,125;2,625;1,75;3,375;2,25;1,125
Краматорськ;4873760;Дiоксид азоту;0,0729125;0,089875;0,25635;0,0767375;0,10005;0,0942625;0,112025;0,0869125;0,098675;0,0972875;0,083575;0,106075;0,05685;0,0774875;0,085375;0,0827875;0,0570875;0,0849125;0,083925;0,041025;0,041425;0,0565;0,0514625;0,0504875;0,0338875;0,0568125
Краматорськ;4873760;Фенол;0,0031625;0,0079125;0,004925;0,006925;0,01;0,0031125;0,0064875;0,0075;0,0036125;0,0028;0,0060375;0,0040875;0,00555;0,0051625;0,008525;0,004425;0,0043125;0,0041625;0,005125;0,00345;0,0039125;0,008575;0,00845;0,0042125;0,0024875;0,0026375
Краматорськ;4873760;Фтористий водень;0,0048375;0,0067125;0,006275;0,0104125;0,0087125;0,00815;0,012375;0,0092;0,0119125;0,008275;0,009675;0,01085;0,012475;0,016375;0,011875;0,017225;0,01125;0,0156125;0,01315;0,0165625;0,0175125;0,0191;0,0169375;0,0206625;0,0141375;0,005625
Краматорськ;4873760;Формальдегiд;0,00695;0,009875;0,0056375;0,009925;0,01685;0,0105875;0,0065125;0,006575;0,0132;0,021;0,0192375;0,015325;0,00775;0,0101625;0,0107125;0,0075625;0,014275;0,0084;0,006125;0,007775;0,0062875;0,008275;0,006025;0,0092375;0,0058375;0,003725
Кропивницький;4853220;Завислі речовини;0,25;0,233333333;0,2;0,183333333;0,266666667;0,2;0,3;0,216666667;0,283333333;0,216666667;0,233333333;0,25;0,166666667;0,283333333;0,316666667;0,283333333;0,266666667;0,133333333;0,183333333;0,233333333;0,25;0,25;0,25;0,2;0,233333333;0,216666667
Кропивницький;4853220;Дiоксид сiрки;0,019311111;0,023308333;0,018775;0,019941667;0,021283333;0,019616667;0,014377778;0,014016667;0,017166667;0,017666667;0,019183333;0,017658333;0,013944444;0,017083333;0,016333333;0,022275;0,0155;0,020358333;0,016288889;0,023091667;0,022891667;0,018425;0,016358333;0,017366667;0,014811111;0,01875
Кропивницький;4853220;Сульфати;0;0,005;0,005;0,005;0,005;0;0,005;0,015;0,015;0,01;0,005;0;0,005;0,005;0,01;0,005;0,005;0,005;0,005;0,015;0,005;0,005;0,015;0;0,005;0,005
Кропивницький;4853220;Оксид вуглецю;2,833333333;2,333333333;3,166666667;2;3;2,666666667;3,5;3,333333333;3,333333333;3,166666667;3,166666667;3,833333333;2,5;3,166666667;3,166666667;2,333333333;3,666666667;2,833333333;2,833333333;2,5;3,5;4,166666667;4,666666667;3,333333333;2;2,5
Кропивницький;4853220;Дiоксид азоту;0,027988889;0,030891667;0,029666667;0,023691667;0,027566667;0,03765;0,0273;0,03285;0,0423;0,028466667;0,029258333;0,036966667;0,027666667;0,026358333;0,023766667;0,031275;0,024983333;0,024833333;0,027622222;0,033125;0,0285;0,031066667;0,027175;0,030441667;0,024677778;0,035808333
Кропивницький;4853220;Оксид азоту;0,0186;0,020475;0,0203;0,01495;0,0128;0,021375;0,016233333;0,024375;0,01355;0,015975;0,016625;0,02235;0,0148;0,0145;0,014825;0,02135;0,012825;0,015225;0,012233333;0,0232;0,017225;0,0201;0,019775;0,015725;0,0134;0,019525
Кропивницький;4853220;Сажа;0,021666667;0,021666667;0,015;0,026666667;0,028333333;0,028333333;0,013333333;0,026666667;0,03;0,03;0,015;0,021666667;0,023333333;0,021666667;0,02;0,02;0,023333333;0,021666667;0,02;0,02;0,025;0,02;0,015;0,021666667;0,015;0,031666667
Кропивницький;4853220;Формальдегiд;0,003466667;0,005;0,002666667;0,0016;0,0034;0,001833333;0,002866667;0,002666667;0,005366667;0,002666667;0,002133333;0,003166667;0,001866667;0,0016;0,0032;0,001866667;0,0034;0,0016;0,0028;0,0021;0,002966667;0,002933333;0,0016;0,004966667;0,0026;0,001566667
Світловодськ;4903340;Завислі речовини;0,1;0,15;0,1;0,1;0,05;0,05;0,1;0,05;0,05;0,05;0,1;0,05;0,1;0;0;0,05;0;0,1;0;0,1;0,15;0,1;0,1;0,1;null;0,05
Світловодськ;4903340;Дiоксид сiрки;0,0214;0,0109;0,058033333;0,010666667;0,024933333;0,0508;0,040833333;0,0128;0,0107;0,008566667;0,0232;0,012733333;0,062533333;0,010733333;0,015266667;0,0044;0,004266667;0,002133333;0,018966667;0,0127;0,0107;0,0108;0,061;0,012733333;null;0,008533333
Світловодськ;4903340;Сульфати;0;0;0,005;0;0,005;0;0;0,005;0;0,005;0,01;0;0,01;0,01;0,005;0,005;0;0;0;0,005;0,01;0,01;0,01;0,01;null;0,01
Світловодськ;4903340;Оксид вуглецю;1,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;null;1
Світловодськ;4903340;Дiоксид азоту;0,0283;0,036;0,042366667;0,031566667;0,010266667;0,013933333;0,027966667;0,024633333;0,035133333;0,0423;0,028;0,021066667;0,0284;0,0142;0,0216;0,0324;0,007033333;0,007;0,034733333;0,034733333;0,031733333;0,024933333;0,028733333;0,021066667;null;0,041866667
Світловодськ;4903340;Оксид азоту;0,0255;0,033133333;0,026366667;0,019033333;0,0116;0,0142;0,0214;0,0143;0,031033333;0,021533333;0,018966667;0,019033333;0,016866667;0,0337;0,021966667;0,021933333;0,004766667;0,009433333;0,018833333;0,016466667;0,0288;0,016866667;0,009666667;0,038066667;null;0,033233333
Світловодськ;4903340;Формальдегiд;0,004533333;0,001166667;0,0011;0,0011;0,001066667;0,001133333;0,004466667;0,002266667;0,001133333;0;0,0033;0,003333333;0,001133333;0,001133333;0,001133333;0,001166667;0,0011;0,0022;0,0022;0,0011;0,0011;0;0,0034;0;null;0,001133333
Львів;4982410;Завислі речовини;0,1825;0,1525;0,15625;0,1575;0,1525;0,1625;0,165;0,17125;0,16375;0,155;0,1625;0,17;0,15;0,15;0,1575;0,145;0,1625;0,1675;0,155;0,155;0,15;0,1575;0,1625;0,17;0,1675;0,1675
Львів;4982410;Дiоксид сiрки;0,00874375;0,00525;0,00563125;0,00469375;0,00410625;0,00454375;0,00405625;0,00379375;0,003825;0,00376875;0,00385;0,003725;0,0039;0,0041375;0,0039;0,0033125;0,00465;0,0045;0,004225;0,0036375;0,0043;0,0053;0,0047;0,0054625;0,00475;0,0073375
Львів;4982410;Оксид вуглецю;2,1125;1,75;1,7625;1,75;1,75;1,9;1,9125;1,95;1,9125;1,775;1,75;1,85;1,625;1,625;1,725;1,575;1,8;1,925;1,575;1,625;1,7;1,8;1,875;1,95;1,825;1,925
Львів;4982410;Дiоксид азоту;0,05664375;0,0461;0,044075;0,04103125;0,04735625;0,05088125;0,03753125;0,0344;0,04095;0,04054375;0,0442625;0,043725;0,0381875;0,0410625;0,043275;0,0532;0,0411875;0,041625;0,035375;0,045775;0,0439875;0,0475875;0,0610375;0,05255;0,0598875;0,050525
Львів;4982410;Оксид азоту;0,0380875;0,0283125;0,02755;0,0253375;0,0293625;0,0295125;0,0270375;0,0230875;0,028775;0,0270375;0,0307125;0,029975;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Львів;4982410;Фтористий водень;0,0032375;0,0032;0,00304375;0,0031375;0,00335;0,00325625;0,00424375;0,0041875;0,003875;0,00324375;0,003525;0,003225;0,003675;0,0039875;0,00385;0,0034625;0,003575;0,003475;0,00345;0,00465;0,0043;0,00455;0,00475;0,005575;0,0057125;0,0050625
Львів;4982410;Формальдегiд;0,00796875;0,00885;0,0087375;0,00939375;0,00880625;0,0088;0,00943125;0,01039375;0,00960625;0,00975625;0,0091;0,009275;0,0103;0,0102375;0,009875;0,0095875;0,0088625;0,010175;0,009025;0,0101;0,0111875;0,009825;0,0098125;0,010175;0,0093875;0,0106375
Миколаїв;4703200;Завислі речовини;0,05;0,0625;0,1125;0,0625;0,125;0,075;0,0875;0,05;0,1;0,0875;0,125;0,1;0,05;0;0,0625;0,0375;0,0375;0,025;0,1;0,15;0,1;0,125;0,1;0,05;0,025;0,0375
Миколаїв;4703200;Дiоксид сiрки;0,0030625;0,00175;0,0039;0,0021;0,0025625;0,0013125;0,00135;0,00145;0,004375;0,0008875;0,0021875;0,0018875;0,001075;0,002125;0,001525;0,001575;0,0004;0,0004;0,0008;0,001125;0,003575;0,006775;0,007425;0,0072;0,0022875;0,0011375
Миколаїв;4703200;Оксид вуглецю;1;1,25;1;1,25;1,125;1,125;1,625;1,75;1,25;1,625;1,5;0,75;1,25;1;1,625;1,5;1,25;1,125;1,5;1,5;1,25;1,25;1,75;0,5;1,5;1,75
Миколаїв;4703200;Дiоксид азоту;0,0190625;0,02274375;0,01931875;0,02315;0,0203;0,01089375;0,01798125;0,043975;0,041575;0,03706875;0,025375;0,0163;0,02076875;0,014275;0,015125;0,025425;0,0237625;0,007775;0,032975;0,0215875;0,0233625;0,0409125;0,0441125;0,0412625;0,0345375;0,0274625
Миколаїв;4703200;Оксид азоту;0,020175;0,00395;0,01405;0,012625;0,00785;0,00395;0,006925;0,0092;0,01425;0,001625;0,002;0,00195;0,004075;0,00445;0,0053;0,0036;0,0008;0,001525;null;null;null;null;null;null;0,0012;0,001575
Миколаїв;4703200;Фтористий водень;0,0022625;0,0016875;0,0035375;0,00295;0,001725;0,002;0,0032;0,003775;0,0020375;0,001225;0,0014;0,0023;0,0027125;0,0026625;0,00335;0,0033625;0,0033875;0,0030875;0,0018125;0,003825;0,0045125;0,00325;0,0034125;0,0038375;0,0032875;0,0032125
Миколаїв;4703200;Формальдегiд;0,00573125;0,0074125;0,00421875;0,006175;0,00645;0,00534375;0,00555625;0,0067125;0,0152375;0,01493125;0,012925;0,01018125;0,0088125;0,00918125;0,0028625;0,00140625;0,001175;0,00065625;0,0018375;0,0060625;0,0090375;0,0112875;0,0066;0,008125;0,00965;0,0147
Одеса;4643080;Завислі речовини;0,191928571;0,227928571;0,234428571;0,212357143;0,174928571;0,201285714;0,209642857;0,177714286;0,218857143;0,204785714;0,217357143;0,204928571;0,233785714;0,220285714;0,220285714;0,222142857;0,246;0,187785714;0,181;0,1735;0,2673;0,2114;0,1548;0,1722;0,1603;0,1708
Одеса;4643080;Дiоксид сiрки;0,038877273;0,040918182;0,040904545;0,044390909;0,040377273;0,041809091;0,042877273;0,044768182;0,0416;0,042836364;0,044295455;0,044504545;0,047240909;0,048727273;0,043004545;0,037854545;0,038831818;0,036081818;0,03296875;0,03444375;0,0368375;0,04085625;0,03605;0,04435625;0,04274375;0,0376125
Одеса;4643080;Сульфати;0,012;0,021;0,0165;0,0185;0,021;0,0205;0,0185;0,0195;0,0175;0,017;0,017;0,0165;0,0165;0,017;0,013;0,01;0,0125;0,011;null;null;null;null;null;null;null;null
Одеса;4643080;Оксид вуглецю;1,985714286;1,985714286;1,828571429;1,67;1,71;1,66;1,69;1,66;1,63;1,6;1,59;1,61;1,58;1,59;1,64;1,66;1,49;1,47;0,84;0,663333333;0,666666667;0,866666667;0,816666667;0,733333333;0,65;0,733333333
Одеса;4643080;Дiоксид азоту;0,040431818;0,049213636;0,051813636;0,049845455;0,054272727;0,050027273;0,055363636;0,053627273;0,045540909;0,049445455;0,0483;0,044886364;0,050590909;0,056540909;0,053772727;0,048954545;0,039040909;0,03665;0,05024375;0,0562625;0,06016875;0,0498625;0,05196875;0,057375;0,0599375;0,05814375
Одеса;4643080;Оксид азоту;0,025025;0,0341;0,0304;0,029025;0,0299;0,03045;0,0346;0,033625;0,03505;0,03795;0,03985;0,037925;0,040025;0,0332;0,033325;0,0339;0,0274;0,03215;0,03055;0,0334;0,030225;0,039025;0,04895;0,041525;0,041875;0,034775
Одеса;4643080;Сiрководень;0,0013;0,0012375;0,001525;0,001875;0,0012;0,0010875;0,001525;0,002325;0,00275;0,0024125;0,002225;0,0015625;0,001775;0,0017375;0,00125;0,0014375;0,0017625;0,001325;0,001475;0,002175;0,00205;0,001475;0,001325;0,0022;0,00165;0,002175
Одеса;4643080;Фенол;0,002857143;0,003452381;0,00417619;0,003233333;0,003390476;0,003566667;0,00332381;0,003385714;0,003047619;0,003514286;0,003585714;0,005257143;0,005147619;0,00402381;0,003914286;0,003985714;0,0042;0,003404762;0,003730769;0,003792308;0,003284615;0,003992308;0,003353846;0,003461538;0,002753846;0,003815385
