city;coordinateNumber;nameImpurity;1May;2May;3May;4May;6May;7May;8May;9May;10May;11May;13May;14May;15May;16May;17May;18May;20May;21May;22May;23May;24May;25May;27May;28May;29May;30May;31May
Краматорськ;4873760;Фтористий водень;0,0064125;0,0065;0,0065625;0,0079375;0,0068625;0,0051;0,0094375;0,0101125;0,00785;0,0094;0,010875;0,0099375;0,0113125;0,009625;0,0104;0,0097125;0,0113375;0,0092875;0,009825;0,0076375;0,00485;0,007275;0,0053625;0,010875;0,010725;0,01215;0,0210375
Краматорськ;4873760;Формальдегiд;0,0079625;0,0090125;0,01155;0,0072875;0,010075;0,006575;0,0071125;0,0082375;0,00605;0,009225;0,00745;0,0046125;0,004225;0,004375;0,0043375;0,0052;0,003575;0,0067;0,0081375;0,0081875;0,00615;0,0038875;0,0051875;0,007575;0,0072375;0,0065125;0,0089875
Кропивницький;4853220;Завислі речовини;0,233333333;0,25;0,25;0,233333333;0,183333333;0,216666667;0,25;0,2;0,2;0,2;0,266666667;0,283333333;0,2;0,2;0,233333333;0,25;0,233333333;0,283333333;0,316666667;0,266666667;0,283333333;0,216666667;0,25;0,183333333;0,216666667;0,316666667;0,3
Кропивницький;4853220;Дiоксид сiрки;0,016175;0,017325;0,017816667;0,019666667;0,019822222;0,016625;0,017991667;0,024675;0,020058333;0,017291667;0,018522222;0,016641667;0,018883333;0,015775;0,015166667;0,020258333;0,0174;0,014891667;0,0196;0,01475;0,015208333;0,0169;0,017133333;0,015291667;0,017283333;0,017616667;0,018625
Кропивницький;4853220;Сульфати;0,005;0,005;0,005;0,005;0,005;0,015;0,005;0,005;0,005;0;0,005;0,005;0;0;0,01;0,005;0;0,01;0,005;0,005;0,015;0,01;0,005;0,01;0;0,01;0,005
Кропивницький;4853220;Оксид вуглецю;3,166666667;3,833333333;1,833333333;3;2,833333333;2,666666667;2,5;1,833333333;3,166666667;2,666666667;2,166666667;2,333333333;2;3;3;3,5;3;3,166666667;3,5;3;3,666666667;2,166666667;3,666666667;2;3;3,5;3,166666667
Кропивницький;4853220;Дiоксид азоту;0,022983333;0,02765;0,023866667;0,031108333;0,026244444;0,025325;0,026058333;0,027591667;0,021266667;0,0265;0,026511111;0,025625;0,025258333;0,030816667;0,020691667;0,025408333;0,025255556;0,0323;0,027616667;0,029558333;0,018825;0,027516667;0,025011111;0,032733333;0,025016667;0,022566667;0,030033333
Кропивницький;4853220;Оксид азоту;0,0136;0,01115;0,016325;0,02045;0,0156;0,016375;0,0148;0,01755;0,01095;0,018825;0,0144;0,014525;0,013425;0,0198;0,010725;0,013725;0,013;0,022525;0,01315;0,018825;0,01165;0,011525;0,016;0,01965;0,01195;0,0143;0,014775
Кропивницький;4853220;Сажа;0,03;0,025;0,016666667;0,03;0,023333333;0,021666667;0,025;0,028333333;0,028333333;0,025;0,013333333;0,021666667;0,018333333;0,02;0,023333333;0,01;0,02;0,013333333;0,015;0,018333333;0,013333333;0,02;0,015;0,035;0,023333333;0,021666667;0,016666667
Кропивницький;4853220;Формальдегiд;0,0054;0,006633333;0,009166667;0,003133333;0,006033333;0,0065;0,003066667;0,001966667;0,0034;0,004;0,0033;0,003333333;0,003333333;0,004166667;0,002266667;0,0031;0,005466667;0,004266667;0,003166667;0,003166667;0,002333333;0,0037;0,003166667;0,004033333;0,0017;0,0046;0,002633333
Світловодськ;4903340;Завислі речовини;0,1;0,1;0,05;0,05;0,1;0,05;0,1;0,1;0,1;0,05;0,05;0;0,1;0,1;0,1;0,05;null;0,1;0,1;0,05;0,15;0,05;null;0,1;0,05;0,05;0
Світловодськ;4903340;Дiоксид сiрки;0,017166667;0,023966667;0,019666667;0,019133333;0,010866667;0,0133;0,033566667;0,012633333;0,008433333;0,012966667;0,0126;0,014666667;0,0232;0,010633333;0,034366667;0,008633333;null;0,013066667;0,013166667;0,010766667;0,0483;0,0128;null;0,021833333;0,017566667;0,019666667;0,0352
Світловодськ;4903340;Сульфати;0,01;0;0;0,01;0;0,005;0,005;0,01;0,01;0;0;0,01;0,01;0,005;0;0;null;0,005;0,005;0,01;0,01;0,005;null;0,005;0;0;0,01
Світловодськ;4903340;Оксид вуглецю;1;1;1;1;1;1;1;1;1;1;1;1;1;1,5;1,5;1;null;1;1;1;1;1;null;1;1;0;1
Світловодськ;4903340;Дiоксид азоту;0,042;0,0357;0,039466667;0,038466667;0,025066667;0,050866667;0,0276;0,0487;0,034533333;0,0107;0,027633333;0,038033333;0,038566667;0,024566667;0,0316;0,042666667;null;0,042733333;0,0145;0,017733333;0,0396;0,042633333;null;0,021566667;0,017933333;0,021566667;0,0288
Світловодськ;4903340;Оксид азоту;0,0334;0,019266667;0,024333333;0,007066667;0,012133333;0,017266667;0,025733333;0,026033333;0,016166667;0,012133333;0,0117;0,018666667;0,038;0,0166;0,038233333;0,0482;null;0,012066667;0,027033333;0,0193;0,031633333;0,029;null;0,0244;0,021966667;0,0195;0,022033333
Світловодськ;4903340;Формальдегiд;0,0034;0,003433333;0;0,002233333;0,002266667;0,001166667;0,004366667;0,0022;0,002166667;0,0023;0,0022;0;0,002233333;0;0,0034;0,0034;null;0,002233333;0,006866667;0,003433333;0,003433333;0,002266667;null;0,003433333;0,0034;0,001133333;0,0104
Львів;4982410;Завислі речовини;0,16625;0,16;0,16875;0,16625;0,14625;0,1475;0,15875;0,165;0,16;0,1625;0,1675;0,1625;0,16875;0,1725;0,16875;0,1625;0,17125;0,16875;0,16875;0,17375;0,16875;0,175;0,1725;0,16875;0,1725;0,1625;0,16875
Львів;4982410;Дiоксид сiрки;0,0045;0,0043125;0,00465;0,00400625;0,00414375;0,00429375;0,0036125;0,00374375;0,00315;0,0034625;0,00333125;0,00405;0,00770625;0,0059375;0,00674375;0,0048875;0,00401875;0,00375;0,0027375;0,00405625;0,0036125;0,0055125;0,0034125;0,004025;0,0027875;0,0039;0,004075
Львів;4982410;Оксид вуглецю;1,9;1,85;1,9375;1,925;1,8875;1,75;1,8625;1,9125;1,8125;1,9;1,8375;1,9125;1,9;1,925;1,9125;1,8;1,95;1,9125;1,8875;1,9125;1,8875;1,9625;2;1,975;1,9;1,85;1,925
Львів;4982410;Дiоксид азоту;0,0412375;0,05125625;0,045325;0,04668125;0,0407625;0,0418;0,0438625;0,0414125;0,041725;0,042275;0,046225;0,0528125;0,05828125;0,04725625;0,05453125;0,0519875;0,043975;0,04980625;0,04718125;0,04533125;0,04373125;0,051875;0,04766875;0,0460875;0,04865625;0,0504;0,02745625
Львів;4982410;Оксид азоту;0,0245125;0,0326625;0,03025;0,0297875;0,0252125;0,025925;0,0308125;0,028125;0,0271375;0,0251375;0,025975;0,026125;0,0369;0,030225;0,031675;0,031975;0,0286625;0,0290375;0,0278875;0,027075;0,0295;0,0315875;0,033025;0,0305625;0,0331875;0,0324625;0,0349125
Львів;4982410;Фтористий водень;0,00348125;0,0034125;0,0035875;0,0033875;0,00335;0,0035;0,00428125;0,00514375;0,00405;0,00355;0,00413125;0,00368125;0,0042375;0,00435625;0,00391875;0,004725;0,00495625;0,00459375;0,00485625;0,0041625;0,00425625;0,0043;0,0043875;0,006225;0,00471875;0,00406875;0,00448125
Львів;4982410;Формальдегiд;0,0094375;0,00885;0,00889375;0,009125;0,009125;0,00875;0,0105;0,01161875;0,0102625;0,010475;0,01128125;0,01053125;0,0094875;0,01175;0,01126875;0,00988125;0,01081875;0,010475;0,00970625;0,01135;0,0105375;0,00929375;0,0108125;0,0103125;0,0108;0,01055;0,011425
Миколаїв;4703200;Завислі речовини;0,075;0,1;0,0875;0,0625;0,0625;0,05;0,05;0,1125;0,075;0,0875;0,05;0,0375;0,05;0,0625;0,075;0,075;0,05;0,0625;0,0625;0,075;0,1;0,075;0,075;0,1;0,0625;0,0625;0,1
Миколаїв;4703200;Дiоксид сiрки;0,0070625;0,00885;0,01065;0,0105375;0,0081375;0,004;0,0051125;0,0030875;0,003525;0,0022;0,0038875;0,005275;0,0050875;0,005225;0,003425;0,00385;0,0025375;0,0015625;0,0030875;0,003625;0,0030125;0,0040875;0,0030625;0,0035375;0,0052875;0,0058875;0,0075125
Миколаїв;4703200;Оксид вуглецю;1,25;1,625;1,375;0,5;1;1;1,25;1,25;1,375;0,75;0,875;1,25;1,375;1,5;1,5;0,5;1,125;1,375;1,625;1;1;0,75;1,25;1,375;1,125;1;1,375
Миколаїв;4703200;Дiоксид азоту;0,00836875;0,0142;0,0362375;0,0150375;0,028125;0,02543125;0,0394375;0,0352625;0,04208125;0,0241375;0,0320625;0,02900625;0,0207875;0,02501875;0,03070625;0,00956875;0,0263375;0,03805;0,034625;0,0368625;0,03139375;0,01109375;0,02263125;0,0217375;0,0239625;0,01698125;0,009975
Миколаїв;4703200;Оксид азоту;0,00325;0,009725;0,0078;0,0071;0,0096;0,008325;0,010325;0,007825;0,011025;0,013475;0,017525;0,00195;0,00195;0,012175;0,005875;0,00115;0,01385;0,008725;0,0124;0,016575;0,00805;0,0012;0,00645;0,015975;0,0208;0,01165;0,0012
Миколаїв;4703200;Фтористий водень;0,0017375;0,0009625;0,000675;0,00065;0,0013375;0,0007125;0,0004375;0,0005375;0,0011625;0,0013625;0,00175;0,0017875;0,001375;0,00125;0,0011375;0,0011375;0,000625;0,0005625;0,0008875;0,001425;0,001175;0,0013375;0,0016875;0,001275;0,0016;0,0015375;0,0006125
Миколаїв;4703200;Формальдегiд;0,00848125;0,00345625;0,01036875;0,00619375;0,00630625;0,0040125;0,0045875;0,00766875;0,00831875;0,0096125;0,0110875;0,00906875;0,0072625;0,0023625;0,00234375;0,00225;0,0065875;0,00680625;0,00676875;0,00795625;0,008575;0,00353125;0,00425;0,00724375;0,00714375;0,00376875;0,00218125
Одеса;4643080;Завислі речовини;0,2026;0,2019;0,2344;0,2239;0,1999;0,2081;0,1999;0,2209;0,2472;0,26;0,22425;0,193375;0,171125;0,18625;0,235666667;0,221083333;0,206166667;0,192333333;0,184083333;0,171;0,125;0,10025;0,125;0,136416667;0,111916667;0,13925;0,17025
Одеса;4643080;Дiоксид сiрки;0,038775;0,04008125;0,04121875;0,03856875;0,04450625;0,03689375;0,044375;0,04036875;0,04361875;0,04244375;0,030633333;0,031575;0,033025;0,030766667;0,034783333;0,036055556;0,039905556;0,0316;0,031766667;0,035694444;0,042394444;0,037344444;0,039633333;0,038883333;0,041961111;0,040194444;0,033588889
Одеса;4643080;Сульфати;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,019;0,0205;0,0225;0,0225;0,0235;0,024;0,0235;0,02;0,0165;0,0195;0,011;0,0145;0,014
Одеса;4643080;Оксид вуглецю;0,716666667;0,866666667;0,75;0,716666667;0,7;0,716666667;0,7;0,683333333;0,8;0,7;0,65;0,55;0,65;0,525;1,6375;1,675;1,6375;1,6125;1,8875;1,925;1,825;1,7375;1,375;1,775;1,85;1,775;1,9125
Одеса;4643080;Дiоксид азоту;0,062375;0,0533125;0,05185;0,0501;0,05095;0,056875;0,0562125;0,05963125;0,0575625;0,0551125;0,044725;0,045525;0,040783333;0,038883333;0,042405556;0,0458;0,050155556;0,042427778;0,042883333;0,047572222;0,0506;0,042861111;0,042372222;0,043616667;0,0506;0,051472222;0,057811111
Одеса;4643080;Оксид азоту;0,0363;0,02915;0,037925;0,042225;0,0343;0,037675;0,025725;0,022225;0,027825;0,03415;0,0197;0,015825;0,017025;0,028025;0,021925;0,032325;0,029875;0,0212;0,037;0,037125;0,032425;0,0316;0,0247;0,026325;0,029425;0,0341;0,031
Одеса;4643080;Сiрководень;0,00225;0,002075;0,00195;0,001625;0,0021;0,002025;0,0021;0,0021;0,0016;0,002375;0,002225;0,003025;0,0017;0,00185;0,00145;0,0013125;0,0015125;0,0014875;0,0016375;0,0014375;0,0017;0,0014875;0,0021875;0,001925;0,0027625;0,0020375;0,00175
Одеса;4643080;Фенол;0,003161538;0,003692308;0,003346154;0,0038;0,004215385;0,003669231;0,003961538;0,003861538;0,003753846;0,003738462;0,004123077;0,002284615;0,0026;0,003138462;0,002980952;0,002971429;0,003242857;0,003285714;0,00362381;0,003714286;0,00392381;0,003390476;0,003585714;0,003914286;0,004066667;0,00412381;0,004057143
Одеса;4643080;Сажа;0,036666667;0,05;0,041666667;0,051666667;0,043333333;0,055;0,055;0,051666667;0,06;0,056666667;0,0525;0,045;0,04;0,0525;0,0575;0,05375;0,0475;0,04125;0,0425;0,05125;0,0425;0,04;0,03;0,04;0,02375;0,02625;0,05125
Одеса;4643080;Фтористий водень;0,006;0,0047;0,005183333;0,003716667;0,0052;0,004733333;0,006033333;0,0055;0,0058;0,005516667;0,00425;0,003875;0,0034;0,0044;0,0044625;0,004975;0,004025;0,0035;0,0041;0,0048875;0,0041125;0,003;0,0049125;0,0056125;0,0047875;0,0046875;0,0046875
Одеса;4643080;Формальдегiд;0,009227273;0,0076;0,008163636;0,012636364;0,008309091;0,007718182;0,0132;0,012063636;0,010463636;0,012636364;0,009033333;0,008866667;0,008433333;0,008288889;0,008115385;0,007292308;0,007869231;0,007069231;0,008723077;0,008038462;0,008546154;0,009946154;0,010292308;0,007984615;0,008946154;0,009153846;0,008646154
Полтава;4963460;Завислі речовини;0,175;0,2;0,2;0,2125;0,15;0,0375;0,1375;0,1;0,1375;0,1375;0,25;0,125;0,125;0,1375;0,1625;0,1875;0,175;0,125;0,2625;0,1625;0,15;0,15;0,125;0,25;0,15;0,1875;0,325
Полтава;4963460;Дiоксид сiрки;0,0016875;0,00125;0,00175;0,00225;0,001333333;0,001;0,0005;0,0015;0,0015;0,0015;0,002333333;0,00125;0,0015;0,0025;0,0005;0,00125;0,001;0,002;0,001;0,0015;0,00225;0,00225;0,000666667;0,00125;0,001;0,00125;0,00125
Полтава;4963460;Сульфати;0;0;0;0,005;0;0;0;0;0;0;0;0,005;0;0,005;0;0;0;0;0;0;0,005;0;0;0;0,005;0;0
Полтава;4963460;Оксид вуглецю;1,333333333;1,444444444;1,222222222;2;1,222222222;1,333333333;0,777777778;1,333333333;1,333333333;1,625;1,111111111;0,888888889;1,666666667;1,333333333;1,222222222;1,25;1,666666667;1,888888889;2,222222222;1,444444444;2,222222222;2;1,888888889;2,111111111;2;2,222222222;2,111111111
Полтава;4963460;Дiоксид азоту;0,039375;0,03625;0,035625;0,028125;0,026666667;0,01875;0,01375;0,015625;0,01375;0,0275;0,026666667;0,024375;0,019375;0,040625;0,033125;0,03;0,041666667;0,03125;0,04;0,034375;0,031875;0,03375;0,038333333;0,045;0,0525;0,034375;0,0375
Полтава;4963460;Оксид азоту;0,015;0,015;0,0175;0,01;0,02;0,01;0,01;0,01;0,01;0,01;0,02;0,015;0,0175;0,02;0,015;0,02;0,02;0,01;0,02;0,015;0,015;0,015;0,026666667;0,0225;0,0325;0,02;0,0125
Полтава;4963460;Фтористий водень;0,00275;0,00175;0,001375;0,00175;0,002666667;0,001125;0,00075;0,001125;0,001375;0,0015;0,0015;0,00075;0,00075;0,00175;0,00075;0,00075;0,004;0,001125;0,003875;0,001375;0,002125;0,0015;0,002166667;0,00375;0,004125;0,002;0,003
Полтава;4963460;Хлористий водень;0,025;0,025;0,015;0,03;0,02;0,01;0,005;0,01;0,01;0,015;0,006666667;0,02;0,015;0,035;0,02;0,01;0,046666667;0,015;0,025;0,015;0,025;0,015;0,033333333;0,0375;0,05;0,025;0,02
Полтава;4963460;Амiак;0,0125;0,0125;0,0125;0,005;0,013333333;0,005;0;0,005;0,005;0,0075;0,003333333;0,01;0,0075;0,0175;0,005;0,0075;0,02;0,01;0,015;0,01;0,0075;0,01;0,013333333;0,0175;0,02;0,0125;0,015
Полтава;4963460;Формальдегiд;0,004416667;0,00375;0,006916667;0,00375;0,004;0,002833333;0,003;0,0015;0,00375;0,00375;0,005;0,00225;0,00375;0,006416667;0,0045;0,00075;0,007777778;0,003;0,005916667;0,003583333;0,00375;0,006416667;0,005888889;0,007166667;0,00925;0,005166667;0,005833333
Кременчук;4813330;Завислі речовини;0,1825;0,105;0,1;0,12875;0,12875;0,07125;0,092857143;0,141428571;0,17375;0,09375;0,115;0,1225;0,175;0,083333333;0,15;0,13875;0,14;0,16375;0,11875;0,15;0,1375;0,14625;0,15875;0,135714286;0,13375;0,11125;0,12375
Кременчук;4813330;Дiоксид сiрки;0,00911875;0,00684375;0,0059625;0,0056125;0,00524375;0,00491875;0,0046;0,009385714;0,0107875;0,007325;0,00795;0,00849375;0,00785;0,008278571;0,00804375;0,0061125;0,0074125;0,007425;0,007906667;0,008071429;0,00655625;0,00775;0,00669375;0,006507143;0,00673125;0,00615625;0,0077
Кременчук;4813330;Сульфати;0,005;0,005;0,005;0,01;0;0,005;0;0;0,01;0,005;0,01;0,005;0,01;0,005;0,01;0,005;0,005;0,01;0,01;0;0;0,01;0;0;0,01;0,005;0,005
Кременчук;4813330;Оксид вуглецю;0,9;0,7125;0,475;0,475;0,5875;0,5625;0,45;0,55;0,725;0,6875;0,425;0,4125;0,4875;0,475;0,5375;0,7;0,6375;0,675;0,7125;0,7;0,7125;0,725;0,575;0,5625;0,75;0,7125;0,9375
Кременчук;4813330;Дiоксид азоту;0,05093125;0,0424875;0,02879375;0,0173875;0,02128125;0,02324375;0,019446154;0,033592857;0,03383125;0,0397875;0,03660625;0,02976875;0,02996875;0,037242857;0,038375;0,02971875;0,0350625;0,0364125;0,03908;0,048221429;0,03200625;0,03336875;0,0390625;0,035735714;0,0333125;0,0229875;0,03490625
Кременчук;4813330;Оксид азоту;0,033;0,023975;0,017375;0,00825;0,014175;0,0129;0,0187;0,01875;0,02655;0,02695;0,0218;0,025725;0,024475;0,02835;0,031525;0,0225;0,022275;0,030925;0,0318;0,03875;0,0271;0,0179;0,021925;0,0246;0,022575;0,024;0,0347
Кременчук;4813330;Фенол;0,001741667;0,000258333;0,000816667;0,002566667;0,0039;0,001008333;0,001266667;0,00011;0,000733333;0,000416667;0,000783333;0,00085;0,00065;0,0019;0,000983333;0,000533333;0,0002;0,000416667;0,000127273;0,00021;0,000633333;0,000258333;0,000166667;0,000508333;0,00085;0,001191667;0,001525
Кременчук;4813330;Сажа;0,01605;0,0066;0,005375;0,002625;0,001375;0,005375;0,0026;0,009125;0,0154;0,004;0,006475;0,006525;0,0156;0,008733333;0,00655;0,001325;0,0027;0,0066;0,012075;0,008125;0,01075;0,013175;0,005375;0,0054;0,010775;0,008125;0,009425
Кременчук;4813330;Амiак;0,00325;0,00465;0,0045;0,00285;0,0033;0,0012;0,002575;0,002075;0,003925;0,004575;0,004525;0,005125;0,00345;0,003875;0,005825;0,007375;0,004925;0,0025;0,00595;0,00785;0,0068;0,00605;0,000725;0,00525;0,007975;0,005375;0,0069
Кременчук;4813330;Формальдегiд;0,01022;0,01499;0,01013;0,00793;0,00802;0,00843;0,008277778;0,009633333;0,00843;0,00675;0,00515;0,005;0,0063;0,005675;0,00449;0,00533;0,00849;0,01139;0,008177778;0,007422222;0,0078;0,00813;0,00851;0,008566667;0,00841;0,00804;0,00713
Рівне;5062620;Завислі речовини;0,0183;0,026975;0;0;0,074683333;0;0,017383333;0;0,0105;0;0;0;0;0,01046;0,01048;0,216133333;0;0;0;0;0,018466667;0;0;0;0,018733333;0,0729;0,1635
Рівне;5062620;Дiоксид сiрки;0,001825;0;0;0;0;0;0;0;0;0;0;0,0004;0;0;0;0;0,00095;0,000991667;0,002083333;0;0,0032;0,002591667;0,002258333;0,001783333;0,0003;0;0,000333333
Рівне;5062620;Оксид вуглецю;1,071666667;1,0775;0,9675;1,11;0,965;0,936666667;0,763333333;0,785;0,958333333;0,638333333;0,813333333;0,81;0,586666667;0,4285;0,988333333;1,036666667;1,035;1,078333333;1,098333333;1,021666667;1,136666667;0,893333333;0,828333333;0,85;0,918333333;0,843333333;1,225
Рівне;5062620;Дiоксид азоту;0,068766667;0,0678125;0,084275;0,072336364;0,057841667;0,050675;0,01745;0,010466667;0,044808333;0,045708333;0,035575;0,028816667;0,028858333;0,029033333;0,03315;0,043183333;0,054616667;0,037133333;0,029391667;0,025925;0,058658333;0,128;0,068841667;0,030975;0,023458333;0,036675;0,047041667
Рівне;5062620;Оксид азоту;0,03337;0,0455;0,035025;0,0272;0,0487;0,04429;0,00823;0,01043;0,02871;0,02865;0,032322222;0,03864;0,0332;0,02438;0,01893;0,02321;0,056111111;0,0317;0,00972;0,01842;0,02091;0,02578;0,016955556;0,0053;0,02907;0,07099;0,02871
Рівне;5062620;Сiрководень;0,000575;0;0;0,000125;0,000914286;0,001025;0,001475;0,00115;0,0011625;0;0,000357143;0,0007875;0;0,000875;0,0020375;0,00185;0;0;0,0009;0,0016;0,000575;0;0,000657143;0,0003625;0,0010875;0,0004875;0
Рівне;5062620;Фенол;0;0,0009875;0;0,00152;0,00294;0,00154;0,00153;0,00171;0,00028;0,00052;0;0,00132;0,00286;0,00399;0,00538;0,00212;0,00405;0,00264;0,00029;0,00072;0,0023;0,00117;0,00209;0,0006;0;0,00032;0,00084
Рівне;5062620;Фтористий водень;0,0033375;0,006816667;0,008366667;0,001475;0,001171429;0,0016125;0,002975;0,0014;0,0003375;0,004225;0,002071429;0,0009375;0,0012875;0,006025;0,0070875;0;0,002742857;0,0053125;0,0025625;0;0;0;0,001128571;0,0016875;0;0,000225;0
Рівне;5062620;Хлористий водень;0,0409125;0,137483333;0,160566667;0;0,0112125;0,00605;0,0641625;0,0843375;0,0517;0,0614;0,1072625;0,06775;0,073175;0,0343875;0,0345;0,0889875;0,07185;0,0575;0,1204875;0,1166375;0,0524;0,01035;0;0,1112125;0,10525;0,131725;0,098325
Рівне;5062620;Амiак;0,0059;0,003125;0;0;0;0;0;0;0,006025;0,002475;0;0;0,0049;0;0;0;0;0;0;0;0;0;0;0,00275;0,0024;0,0025;0
Рівне;5062620;Формальдегiд;0,00255;0,002716667;0,004416667;0;0,014528571;0,016875;0,00495;0,0042125;0,00195;0,0055;0,004328571;0,00365;0,0051875;0,004275;0,008275;0,0067875;0,014628571;0,012125;0,0092875;0,001725;0,004375;0,0075875;0,0058;0,0072625;0,0113625;0,00905;0,0065625
Суми;5093480;Завислі речовини;0,4;0,3;0,383333333;0,35;0,316666667;0,35;0,333333333;0,3;0,433333333;0,266666667;0,2;0,35;0,3;0,316666667;0,333333333;0,283333333;0,266666667;0,316666667;0,333333333;0,283333333;0,25;0,25;0,366666667;0,383333333;0,266666667;0,283333333;0,35
Суми;5093480;Дiоксид сiрки;0,040833333;0,038166667;0,042666667;0,043583333;0,051333333;0,051833333;0,04625;0,05275;0,0625;0,06825;0,058444444;0,060833333;0,055583333;0,052583333;0,05925;0,061916667;0,059888889;0,063583333;0,061416667;0,060666667;0,060083333;0,061916667;0,062;0,066166667;0,065083333;0,0575;0,057083333
Суми;5093480;Сульфати;0,025;0,015;0,015;0,02;0,025;0,015;0,03;0,015;0,03;0,025;0,025;0,035;0,02;0,02;0,02;0,025;0,02;0,025;0,025;0,025;0,025;0,015;0,02;0,025;0,025;0,02;0,025
Суми;5093480;Оксид вуглецю;2,166666667;1,666666667;1,833333333;1,666666667;2,333333333;1,5;2,166666667;2;1,666666667;1,666666667;1,833333333;2,166666667;2,166666667;1,5;1,5;1,666666667;1,666666667;1,666666667;1,833333333;1,833333333;1,666666667;2,166666667;1,5;2,5;1,5;1,666666667;2
Суми;5093480;Дiоксид азоту;0,086666667;0,115;0,0925;0,084166667;0,076666667;0,0775;0,079166667;0,066666667;0,074166667;0,068333333;0,064444444;0,064166667;0,066666667;0,0775;0,101666667;0,081666667;0,093333333;0,095833333;0,081666667;0,055833333;0,075;0,065833333;0,088888889;0,091666667;0,073333333;0,091666667;0,073333333
Суми;5093480;Оксид азоту;0,0475;0,0525;0,05;0,0475;0,036666667;0,035;0,045;0,025;0,035;0,04;0,036666667;0,0225;0,025;0,0425;0,0475;0,0475;0,05;0,05;0,035;0,025;0,035;0,0375;0,04;0,0425;0,04;0,04;0,0325
Суми;5093480;Амiак;0,015;0,0175;0,01375;0,0125;0,016666667;0,01375;0,01125;0,01625;0,01625;0,0125;0,011666667;0,01875;0,01625;0,01625;0,01875;0,0175;0,015;0,02;0,01625;0,01375;0,01875;0,01375;0,02;0,02;0,01875;0,0175;0,0175
Суми;5093480;Формальдегiд;0,003;0,002;0,004;0,003;0,004;0,00525;0,003;0,003;0,003;0,003;0,004;0,003;0,004;0,003;0,003;0,003;0,004;0,003;0,003;0,004;0,003;0,004;0,007;0,005;0,003;0,004;0,00725
Тернопіль;4932530;Завислі речовини;0,12;0,1375;0,14;null;0,12;0,065;0,055;0,1;0,11;0,09;0,09;0,11;0,1375;0,1375;0,175;0,09;0,075;0,0925;0,1;0,175;0,0725;0,04;0,1;0,085;0,1375;0,075;0,0275
Тернопіль;4932530;Дiоксид сiрки;0,0045625;0,004875;0,0037125;null;0,00465;0,0018625;0,00355;0,0040375;0,0052375;0,0061125;0,00535;0,004275;0,004275;0,005175;0,0052125;0,00315;0,0041625;0,00465;0,004875;0,0046875;0,00275;0,004575;0,0069125;0,007125;0,0030125;0,001125;0,0030125
Тернопіль;4932530;Оксид вуглецю;1,95;2,45;2,025;null;2,9;2,8;3,075;2,825;2,95;2,95;2,65;2,975;2,975;3,15;3,05;3,1;2,975;2,675;2,875;2,575;2,3;2,775;2,8;2,85;3,15;2,525;2,825
Тернопіль;4932530;Дiоксид азоту;0,049275;0,0460375;0,0478875;null;0,0542625;0,053375;0,038025;0,0413;0,0478;0,0572;0,0522625;0,047875;0,05595;0,0578;0,063975;0,0473625;0,05225;0,055675;0,056525;0,05985;0,0567375;0,045675;0,0534;0,04345;0,0453;0,0501;0,0555875
Тернопіль;4932530;Оксид азоту;0,027525;0,0254;0,02655;null;0,031225;0,029375;0,020375;0,022675;0,0264;0,0332;0,02905;0,02615;0,031475;0,032625;0,03615;0,02485;0,028425;0,031125;0,031625;0,034325;0,031325;0,024675;0,029175;0,024725;0,0246;0,02755;0,030025
Тернопіль;4932530;Формальдегiд;0,0036375;0,00325;0,0029625;null;0,0032875;0,0014625;0,001925;0,00285;0,003975;0,003725;0,0030375;0,0028375;0,00305;0,002925;0,0032;0,0023875;0,0027;0,00315;0,0030375;0,00305;0,00225;0,003025;0,0030375;0,0028125;0,0014625;0,001125;0,0014625
Харків;4993630;Завислі речовини;0,109545455;0,103636364;0,108181818;0,107727273;0,096363636;0,090909091;0,077772727;0,101818182;0,090454545;0,092272727;0,0892;0,0988;0,1036;0,0856;0,094;0,0808;0,0948;0,0944;0,092;0,0952;0,0884;0,088;0,0924;0,0916;0,0964;0,0932;0,0952
Харків;4993630;Дiоксид сiрки;0,012837037;0,013714815;0,012862963;0,010396296;0,012485185;0,011944444;0,011114815;0,010833333;0,012837037;0,011366667;0,009616667;0,008686667;0,009396667;0,010326667;0,010246667;0,012596667;0,011803333;0,012086667;0,011076667;0,011456667;0,011273333;0,012106667;0,011926667;0,009416667;0,012363333;0,010066667;0,010923333
Харків;4993630;Сульфати;0,01;0,005;0,005;0;0,005;0;0,005;0;0;0,005;0,005;0;0,01;0,01;0,005;0,01;0,01;0,005;0,01;0;0,01;0,01;0,01;0;0;0,005;0,01
Харків;4993630;Оксид вуглецю;1,483333333;1,438888889;1,311111111;1,194444444;1,294444444;1,372222222;1,238888889;1,327777778;1,322222222;1,311111111;1,415;1,35;1,28;1,31;1,31;1,295;1,555;1,69;1,595;1,485;1,325;1,26;1,36;1,335;1,355;1,22;1,305
Харків;4993630;Дiоксид азоту;0,022283871;0,027425806;0,026325806;0,022770968;0,027533333;0,022764516;0,022864516;0,024622581;0,025393548;0,028922581;0,023596667;0,0219;0,028322857;0,022982857;0,02424;0,022217143;0,029206667;0,032414286;0,0313;0,027491429;0,027894286;0,027645714;0,029046667;0,026497143;0,027971429;0,029582857;0,026285714
