city;coordinateNumber;nameImpurity;1July;2July;3July;4July;5July;6July;8July;9July;10July;11July;12July;13July;15July;16July;17July;18July;19July;20July;22July;23July;24July;25July;26July;27July;29July;31July;30July;
Світловодськ;4903340;Оксид вуглецю;1;1;1;1;1;1;1;1;1;1;1;1,5;1;1;1;1;1;1;;1;1;1;1;1;;1;1;
Світловодськ;4903340;Дiоксид азоту;0,037066667;0,018666667;0,026033333;0,0225;0,0403;0,047033333;0,021766667;0,033066667;0,0407;0,055333333;0,0597;0,0409;0,041133333;0,040966667;0,0446;0,018566667;0,0183;0,0293;;0,036733333;0,025566667;0,032933333;0,029466667;0,051366667;;0,054433333;0,036366667;
Світловодськ;4903340;Оксид азоту;0,025266667;0,0231;0,025366667;0,020166667;0,019866667;0,0172;0,017433333;0,012433333;0,022566667;0,020066667;0,037933333;0,047833333;0,0328;0,040433333;0,022633333;0,020266667;0,0199;0,0224;;0,022333333;0,009933333;0,024833333;0,0202;0,0324;;0,032;0,0345;
Світловодськ;4903340;Формальдегiд;0,003533333;0,004733333;0,005933333;0,002366667;0,0012;0,0034;0,0035;0,0058;0,0094;0,0058;0,0059;0,002333333;0,013033333;0,015366667;0,009466667;0,0047;0,008166667;0,002333333;;0,005833333;0,0035;0,001166667;0,001166667;0,0035;;0;0,001133333;
Львів;4982410;Завислі речовини;0,161666667;0,16375;0,1575;0,171666667;0,18125;0,183333333;0,185;0,1875;0,185;0,19;0,19125;0,195;0,188333333;0,2125;0,166666667;0,181666667;0,183333333;0,19;0,178333333;0,17125;0,16;0,181666667;0,18875;0,22;0,19;0,19;0,18375;
Львів;4982410;Дiоксид сiрки;0,002991667;0,0022;0,0028;0,002983333;0,0024;0,002678571;0,008783333;0,00656875;0,004108333;0,004007143;0,00395;0,003608333;0,003833333;0,00365;0,003821429;0,003933333;0,003533333;0,003964286;0,003941667;0,00371875;0,004758333;0,003758333;0,003893333;0,0036875;0,00399375;0,0033125;0,0036125;
Львів;4982410;Оксид вуглецю;2,033333333;1,8375;1,875;2,066666667;2,1625;2,216666667;2,166666667;2,2;2,225;2,283333333;2,3125;2,55;2,183333333;2,65;2,116666667;2,5;2,566666667;2,633333333;2,266666667;2,0125;1,825;2,433333333;2,55;2,6875;2,575;2,7375;2,725;
Львів;4982410;Дiоксид азоту;0,058375;0,04058125;0,049608333;0,053716667;0,049857143;0,050628571;0,067608333;0,06405625;0,076025;0,055907143;0,056228571;0,060833333;0,060283333;0,05780625;0,057692857;0,062216667;0,053925;0,055107143;0,052866667;0,054075;0,0533;0,0575;0,056913333;0,06711875;0,05369375;0,05104375;0,0538;
Львів;4982410;Оксид азоту;0,03485;0,0258125;0,027825;0,030066667;0,0278;0,02945;0,038683333;0,0383875;0,05395;0,0344625;0,0325375;0,041;0,039716667;0,0350375;0,034216667;0,0318;0,0317;0,03705;0,028833333;0,03225;0,03385;0,033983333;0,034275;0,04935;0,0352125;0,033925;0,031575;
Львів;4982410;Фтористий водень;0,004175;0,00406875;0,004375;0,003583333;0,004085714;0,004571429;0,003975;0,00475;0,005575;0,006985714;0,005592857;0,006;0,005125;0,005275;0,004935714;0,00545;0,005008333;0,005642857;0,005491667;0,00544375;0,005958333;0,005508333;0,005166667;0,005325;0,004575;0,00518125;0,0051125;
Львів;4982410;Формальдегiд;0,011383333;0,01004375;0,011608333;0,011166667;0,011478571;0,011278571;0,01255;0,01268125;0,01355;0,012807143;0,011471429;0,012283333;0,0132;0,01219375;0,011678571;0,012216667;0,01295;0,012957143;0,013025;0,01248125;0,013216667;0,011333333;0,011873333;0,012525;0,01173125;0,01201875;0,01171875;
Миколаїв;4703200;Завислі речовини;0,1125;0,075;0,075;0,0625;0,0625;0,0625;0,1;0,1;0,1;0,075;0,1;0,1;0,1;0,1;0,1;0,1;0,05;0;0,05;0,025;0,05;0,075;0,075;0,05;0;0,05;0,05;
Миколаїв;4703200;Дiоксид сiрки;0,00755;0,0062;0,0046125;0,0064125;0,005;0,0041875;0,0038375;0,0058375;0,0049875;0,0045375;0,004825;0,0043625;0,005275;0,004825;0,00545;0,004825;0,0035;0,0035;0,004025;0,00455;0,004025;0,00425;0,004075;0,0041;0,003025;0,003325;0,002275;
Миколаїв;4703200;Оксид вуглецю;1,625;1,75;1,75;1,125;1;0,875;1,25;1;1,5;0,875;1,25;1,125;1;1,25;1,5;1,5;1,5;0,75;1,25;1,25;1;1;1,75;0,75;1,25;1,25;1,5;
Миколаїв;4703200;Дiоксид азоту;0,026775;0,0245875;0,02073125;0,01315;0,015225;0,02335625;0,0368875;0,03795;0,02985;0,02106875;0,0184375;0,0186;0,0220625;0,0281125;0,0192125;0,012775;0,0131875;0,0119125;0,0132125;0,0126625;0,0227125;0,01505;0,0218375;0,0138125;0,010875;0,037875;0,054675;
Миколаїв;4703200;Оксид азоту;0,0102;0,016025;0,014225;0,009725;0,013425;0,00865;0,014375;0,019925;0,015275;0,012675;0,011875;0,01135;0,013475;0,0144;0,009325;0,006825;0,008325;0,00545;0,005825;0,00715;0,005875;0,006225;0,005325;0,004575;0,008325;0,0057;0,00205;
Миколаїв;4703200;Фтористий водень;0,000675;0,001825;0,0011875;0,00115;0,00085;0,000525;0,0032875;0,004425;0,0021625;0,002425;0,0021625;0,0022;;;;;;;;;;;;;;;;
Миколаїв;4703200;Формальдегiд;0,01035625;0,0066125;0,006425;0,00969375;0,00821875;0,00891875;0,0078375;0,010225;0,00895625;0,00833125;0,01;0,00954375;0,010075;0,01025;0,0066625;0,0069;0,0075875;0,005225;0,010875;0,0073;0,0100125;0,01225;0,0111375;0,0087625;0,0111375;0,0098875;0,011325;
Одеса;4643080;Завислі речовини;0,195333333;0,219333333;0,188416667;0,197833333;0,198666667;0,21075;0,19625;0,207666667;0,20325;0,217833333;0,179083333;0,19075;0,1935;0,208583333;0,175916667;0,183;0,177916667;0,197833333;0,150666667;0,166833333;0,138083333;0,13825;0,158833333;0,164666667;0,157833333;0,160666667;0,186333333;
Одеса;4643080;Дiоксид сiрки;0,043705556;0,039072222;0,050183333;0,047588889;0,042138889;0,038022222;0,039833333;0,040494444;0,047972222;0,048783333;0,044405556;0,034055556;0,035361111;0,036983333;0,037127778;0,039455556;0,038861111;0,036194444;0,04285;0,043138889;0,041605556;0,043644444;0,047322222;0,039983333;0,044233333;0,041488889;0,045733333;
Одеса;4643080;Сульфати;0,022;0,023;0,025;0,022;0,02;0,02;0,0225;0,024;0,023;0,023;0,023;0,025;0,0215;0,021;0,019;0,024;0,023;0,021;0,0175;0,0195;0,0175;0,016;0,019;0,014;0,0185;0,021;0,0185;
Одеса;4643080;Оксид вуглецю;1,975;1,675;1,5875;1,55;1,4;1,4625;1,7875;1,5375;1,525;1,75;1,65;1,6;1,6625;1,65;1,6125;1,6;1,5125;1,5375;1,575;1,5375;1,725;1,5;1,475;1,575;1,65;1,625;1,4875;
Одеса;4643080;Дiоксид азоту;0,046694444;0,047127778;0,060216667;0,059466667;0,048377778;0,046333333;0,043383333;0,0537;0,052805556;0,053738889;0,0556;0,042211111;0,049288889;0,048683333;0,048766667;0,051255556;0,044538889;0,046627778;0,057744444;0,06475;0,059911111;0,055405556;0,060455556;0,057005556;0,060066667;0,059716667;0,056516667;
Одеса;4643080;Оксид азоту;0,041375;0,038925;0,036575;0,033875;0,0329;0,0295;0,03245;0,03615;0,0336;0,0285;0,031125;0,032875;0,0315;0,034075;0,03465;0,033075;0,031375;0,0225;0,037725;0,0416;0,0394;0,039425;0,0327;0,03855;0,0394;0,036825;0,0386;
Одеса;4643080;Сiрководень;0,0016125;0,0015375;0,0018625;0,00195;0,001675;0,001925;0,0018875;0,00205;0,0024375;0,0019625;0,0023375;0,001975;0,002275;0,0022625;0,0017;0,001675;0,00185;0,0016375;0,0022875;0,0029625;0,00235;0,0018875;0,00195;0,0022125;0,003075;0,001875;0,002025;
Одеса;4643080;Фенол;0,004195238;0,004314286;0,003838095;0,003947619;0,003519048;0,003695238;0,004242857;0,004185714;0,004566667;0,003585714;0,003909524;0,004190476;0,00422381;0,004361905;0,004166667;0,004119048;0,004390476;0,003938095;0,003409524;0,003761905;0,004333333;0,003585714;0,004214286;0,004485714;0,004061905;0,00377619;0,004452381;
Одеса;4643080;Сажа;0,08375;0,06625;0,05875;0,0525;0,045;0,03875;0,05375;0,0475;0,05375;0,06375;0,06;0,0475;0,055;0,05375;0,05125;0,05125;0,04875;0,05125;0,05;0,05375;0,03875;0,0325;0,03875;0,045;0,04375;0,045;0,04875;
Одеса;4643080;Фтористий водень;0,005825;0,0062625;0,0041375;0,0046875;0,0051875;0,004125;0,004675;0,005375;0,0052125;0,0052125;0,0033125;0,0036625;0,0040125;0,004125;0,003075;0,0034375;0,0026;0,0030375;0,005125;0,0055375;0,0066875;0,0054;0,0088;0,008325;0,005275;0,0037625;0,0053125;
Одеса;4643080;Формальдегiд;0,009176923;0,009461538;0,008976923;0,0074;0,008238462;0,009661538;0,0125;0,012507692;0,012123077;0,009715385;0,009730769;0,008169231;0,009553846;0,010230769;0,006776923;0,008253846;0,008653846;0,007869231;0,009430769;0,007053846;0,011961538;0,009453846;0,008592308;0,012269231;0,011176923;0,011938462;0,010246154;
Полтава;4963460;Завислі речовини;0,175;0,25;0,4;0,2875;0,275;0,3;0,2375;0,175;0,2375;0,325;0,3875;0,4;0,45;0,25;0,266666667;0,35;0,35;0,333333333;0,25;0,166666667;0,233333333;0,216666667;0,2;0,15;0,233333333;0,183333333;0,283333333;
Полтава;4963460;Дiоксид сiрки;0,001333333;0,00075;0,0005;0,00025;0,0005;0,002;0,001333333;0,00125;0,0005;0,00075;0;0;0;0;0;0;0;0,001;0,001777778;0,002333333;0,003;0,003666667;0,001333333;0,001333333;0,002222222;0,001;0,002333333;
Полтава;4963460;Сульфати;0;0;0;0;0;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005;0,01;0,005;0,005;0;0;0;0;
Полтава;4963460;Оксид вуглецю;3,444444444;4;2,888888889;3,444444444;3,555555556;4,5;2,777777778;2;4,111111111;3,444444444;4,333333333;4,75;4;3,285714286;5,285714286;3,571428571;2,714285714;3,333333333;2,714285714;1,571428571;2,285714286;2,428571429;1,857142857;3;1,428571429;0,571428571;2,428571429;
Полтава;4963460;Дiоксид азоту;0,075833333;0,08875;0,094375;0,0825;0,0625;0,05375;0,070833333;0,06625;0,075;0,085625;0,08125;0,07375;0,085555556;0,075833333;0,0825;0,075833333;0,063333333;0,046666667;0,05;0,035833333;0,054166667;0,0625;0,045833333;0,041666667;0,027777778;0,0125;0,03;
Полтава;4963460;Оксид азоту;0,043333333;0,055;0,0525;0,05;0,045;0,0325;0,04;0,05;0,055;0,04;0,05;0,0425;0,06;0,045;0,0575;0,05;0,0375;0,025;0,04;0,025;0,015;0,03;0,025;0,02;0,006666667;0,005;0,01;
Полтава;4963460;Фтористий водень;0,005333333;0,005875;0,00675;0,0055;0,0045;0,004;0,006666667;0,005125;0,004125;0,00475;0,0045;0,006625;0,006333333;0,00525;0,006375;0,005875;0,00475;0,001875;0,002;0,00175;0,001875;0,00175;0,001875;0,0015;0,0005;0,001125;0,001125;
Полтава;4963460;Хлористий водень;0,056666667;0,07;0,06;0,065;0,055;0,035;0,056666667;0,055;0,07;0,0675;0,0525;0,07;;;;;;;;;;;;;;;;
Полтава;4963460;Амiак;0,036666667;0,0375;0,0375;0,035;0,03;0,02;0,03;0,0425;0,0425;0,0425;0,0375;0,0275;0,04;0,0375;0,0425;0,0375;0,025;0,02;0,016666667;0,01;0,01;0,01;0,0075;0,015;0;0,005;0,0075;
Полтава;4963460;Формальдегiд;0,013555556;0,018916667;0,0185;0,016;0,010583333;0,0115;0,011777778;0,012583333;0,008416667;0,01;0,012416667;0,014166667;0,017166667;0,014;0,014625;0,012875;0,01;0,010875;0,007666667;0,00475;0,008625;0,008875;0,007;0,005625;0;0,00225;0,0045;
Кременчук;4813330;Завислі речовини;0,13;0,162857143;0,1575;0,145;0,148333333;0,1625;0,167142857;0,18375;0,184285714;0,175714286;0,174285714;0,13875;0,148333333;0,104;0,136666667;0,15;0,176;0,175;0,134;0,133333333;0,138333333;0,121666667;0,088333333;0,081666667;0,101666667;0,093333333;0,073333333;
Кременчук;4813330;Дiоксид сiрки;0,010157143;0,01082;0,00973125;0,008193333;0,007326667;0,00745;0,005813333;0,00761875;0,01074;0,00992;0,006784615;0,00549375;0,007566667;0,0083;0,00765;0,007842857;0,00878;0,006233333;0,008863636;0,00965;0,009045455;0,006166667;0,008283333;0,008383333;0,0065;0,005041667;0,007458333;
Кременчук;4813330;Сульфати;0,01;0,005;0,01;0,01;0,01;0,005;0,01;0,015;0,01;0,015;0,02;0,015;0,01;0,005;;;0,01;0,005;0,005;0;0,01;0,005;0;0,005;0,01;0,01;0,005;
Кременчук;4813330;Оксид вуглецю;0,675;0,8;1,1625;1,0875;1,025;0,7375;0,7625;0,7625;0,7625;0,75;1,775;2,075;1,433333333;1,1;0,9;0,8;1,25;1,033333333;0,833333333;0,666666667;0,989266667;0,686033333;0,816666667;1,116666667;0,816666667;0,533333333;0,433333333;
Кременчук;4813330;Дiоксид азоту;0,040828571;0,057653333;0,041525;0,042066667;0,03218;0,02725625;0,023573333;0,0357375;0,04676;0,041213333;0,033261538;0,0183;0,0439;0,059772727;0,03505;0,026;0,03357;0,02535;0,039563636;0,049991667;0,0464;0,03715;0,040566667;0,033475;0,023363636;0,021516667;0,032658333;
Кременчук;4813330;Оксид азоту;0,033875;0,03745;0,0295;0,028175;0,025875;0,028725;0,021025;0,024225;0,0337;0,03855;0,028;0,01395;0,0335;0,0529;;;0,024;0,012125;0,03;0,0346;0,0259;0,025175;0,024525;0,017225;0,017875;0,020475;0,025025;
Кременчук;4813330;Фенол;0,00113;0,000681818;0,000591667;0,000209091;0,000645455;0,001525;0,000636364;0,000716667;0,001263636;0,004254545;0,0004;0,00005;0,0002875;0,0006;0,000566667;0,001057143;0,002814286;0,000075;0,000685714;0,001375;0,001457143;0,001375;0,001125;0,00085;0,000414286;0,0006625;0,0001;
Кременчук;4813330;Сажа;0,011033333;0,00835;0,005575;0,008325;0,006925;0,002725;0,009625;0,0111;0,011133333;0,0111;0,0069;0,008375;0,00695;0,0075;0,013066667;0,007433333;0,007366667;0,006925;0,011033333;0,011075;0,0096;0,0082;0,006825;0,002775;0,0027;0;0,00545;
Кременчук;4813330;Амiак;0,00585;0,007375;0,008875;0,00385;0,00225;0,006;0,004575;0,009475;0,0127;0,015825;0,00705;0,0134;0,008;0,00915;;;0,0082;0,0058;0,0054;0,004475;0,004875;0,005325;0,00865;0,006925;0,002825;0,005725;0,005225;
Кременчук;4813330;Формальдегiд;0,014744444;0,014444444;0,01723;0,01731;0,021733333;0,01368;0,011655556;0,01203;0,0191;0,020022222;0,016875;0,01359;0,0136875;0,015842857;0,014975;0,01406;0,017371429;0,015325;0,012842857;0,018075;0,014757143;0,0094375;0,0092125;0,0113;0,0123125;0,0099875;0,0095375;
Рівне;5062620;Завислі речовини;0,018166667;0,041725;0;0;0,013525;0;0;0;0,0281;0,082925;0;0,019166667;0,1108;0,1134;0,1679;0,129066667;0,128166667;0,1088;0,1106;0;0;0,091733333;0;0;0,150175;0,013575;0,1212;
Рівне;5062620;Дiоксид сiрки;0,004775;0,0010875;0;0;0,0004125;0,002275;0,000775;0,000625;0;0,0020625;0,002075;0;0;0;0,00135;0,0023;0;0;0;0,001275;0,0003125;0;0,0007125;0,000625;0,00226;0,00325;0,003566667;
Рівне;5062620;Оксид вуглецю;0,9725;0,94;0,9575;1,1925;0,98;0,9075;0,955;0,7825;0,7125;0,8975;1,15;1,6025;0,985;0,805;0,985;1;0,7675;0,595;0,8675;1,095;1,1425;1,08;0,9825;1,025;0,88;0,94;0,91;
Рівне;5062620;Дiоксид азоту;0,034575;0,0178375;0,0202375;0,0210375;0,0339125;0,0359625;0,0338875;0,016775;0,01855;0,021275;0,0230625;0,0100375;0,016825;0,013875;0,030075;0,017342857;0,022525;0,028575;0,0269;0,02205;0,021125;0,0295875;0,023775;0,0135;0,02381;0,043883333;0,029825;
Рівне;5062620;Оксид азоту;0,0096;0,02075;0,029116667;0,024166667;0,0192;0,017933333;0,02536;0,004983333;0,005616667;0,005383333;0,010283333;0,0029;0,023433333;0,014975;0,04135;0,012185714;0,01835;0,027275;0,028533333;0,0163;0,02095;0,0291625;0,0240875;0,029675;0,02125;0,02007;0,01814;
Рівне;5062620;Сiрководень;0;0,00385;0,003275;0;0,00135;0;0;0,00685;0,001675;0,003475;0,004675;0,00395;0,002233333;0,001775;0;0,001714286;0;0;0,0005;0,0008;0,0031875;0,000325;0,0036625;0,005425;0,002983333;0,0021875;0,0014625;
Рівне;5062620;Фенол;0,002383333;0,000483333;0,000533333;0,000466667;0,002333333;0,004283333;0,00425;0,000533333;0,002033333;0;0;0,000433333;0,0026;0,00135;0,000825;0,0022;0,0013875;0,0024;0,003714286;0,0013625;0,00115;0;0;0,00255;0,001466667;0,00116;0,00497;
Рівне;5062620;Фтористий водень;0,00306;0,003066667;0,0029;0,0011;0,002733333;0,003916667;0;0,001266667;0,004633333;0,00495;0,001266667;0;0,009666667;0,013725;0,004775;0;0,0035;0,00755;0,00922;0,00025;0,00355;0,0021;0,01045;0,00505;0,0016;0,00105;0,0002625;
Рівне;5062620;Хлористий водень;0,007116667;0,0445;0,104566667;0,045933333;0;0,02005;0,057983333;0,013;0,036016667;0,028183333;0,07345;0,042366667;0,061425;0,032375;0,069225;0,07292;0,090883333;0,0616;0,027933333;0,013933333;0;0,05005;0,02435;0;0,0314125;0,0309875;0;
Рівне;5062620;Амiак;;;;;;;;;;;;;;;;0;0,00795;;0,013033333;0,018625;0,009425;0;0,0041;;0;0,00305;0;
Рівне;5062620;Формальдегiд;0,01414;0,008916667;0,0015;0,003883333;0,003633333;0,00485;0,00652;0,0108;0,007933333;0,019;0,007516667;0,00785;0,001666667;0,006525;0,014725;0,00774;0,00555;0,0023;0,00748;0,010466667;0,011533333;0,00505;0,001366667;0,0092;0,016066667;0,0096;0,010625;
Суми;5093480;Завислі речовини;0,283333333;0,35;0,266666667;0,3;0,333333333;0,35;0,2;0,35;0,25;0,2;0,45;0,35;0,35;0,2;0,45;0,65;0,35;0,35;0,5;0,216666667;0,3;0,266666667;0,283333333;0,216666667;0,283333333;0,266666667;0,25;
Суми;5093480;Дiоксид сiрки;0,060111111;0,066666667;0,067666667;0,075666667;0,0745;0,059083333;0,052666667;0,0635;0,06;0,0595;0,05475;0,05925;0,060666667;0,063;0,0595;0,05675;0,0535;0,06;0,058777778;0,057833333;0,062416667;0,062333333;0,065666667;0,062333333;0,056222222;0,062166667;0,058666667;
Суми;5093480;Сульфати;0,025;0,03;0,02;0,025;0,025;0,02;;;;;;;;;;;;;0,02;0,01;0,025;0,02;0,03;0,03;0,02;0,015;0,015;
Суми;5093480;Оксид вуглецю;1,5;2;1,666666667;1,333333333;2,166666667;1,5;1,5;2,5;1,5;1,5;2,5;2;1,5;2;1,5;1,5;1,5;2,5;1,833333333;1,333333333;1,333333333;1,5;1,5;2,166666667;1,333333333;1,5;1,333333333;
Суми;5093480;Дiоксид азоту;0,1;0,103333333;0,095;0,099166667;0,103333333;0,08;0,083333333;0,0775;0,14;0,1175;0,1175;0,105;0,146666667;0,11;0,09;0,1025;0,09;0,11;0,096666667;0,091666667;0,095;0,094166667;0,088333333;0,076666667;0,102222222;0,095;0,079166667;
Суми;5093480;Оксид азоту;0,046666667;0,045;0,045;0,0425;0,0375;0,0375;;;;;;;;;;;;;0,056666667;0,0475;0,0475;0,0425;0,0375;0,0375;0,05;0,05;0,04;
Суми;5093480;Амiак;0,021666667;0,02125;0,02125;0,02;0,02;0,01875;;;;;;;;;;;;;0,011666667;0,01625;0,0175;0,01875;0,0175;0,0175;0,016666667;0,01625;0,01625;
Суми;5093480;Формальдегiд;0,009666667;0,003;0,00625;0,00525;0,005;0,005;0,008333333;0,006;0,006;0,004;0,00625;0,00725;0,008333333;0,00525;0,00525;0,00625;0,00725;0,005;0,007;0,005;0,00525;0,00625;0,005;0,004;0,004;0,003;0,005;
Тернопіль;4932530;Завислі речовини;0,095;0;0;0;0,04;0,12;0,1775;0,2075;0,17;0,23;0,2775;0,24;0,105;0,216666667;0,19;0,2075;0,1775;0,225;0,075;0,13;0,15;0,055;0,0675;0,13;0,085;0,123333333;0,11;
Тернопіль;4932530;Дiоксид сiрки;0,005575;0,00045;0;0;0,002925;0,005425;0,00455;0,00365;0,00455;0,005025;0,0057625;0,006216667;0,006175;0,005028571;0,0041125;0,004325;0,0041;0,0052375;0,00365;0,004275;0,00365;0,002475;0,00405;0,0047625;0,003328571;0,0066;0,003616667;
Тернопіль;4932530;Оксид вуглецю;2,2;2,1;1,85;2,1;2,325;2,375;2,625;3,075;3,2;2,575;3,025;2,725;4,825;4,633333333;3,55;3,15;3,025;2,35;2,8;3,625;3,45;3,1;3,125;3,55;3,025;2,833333333;3,1;
Тернопіль;4932530;Дiоксид азоту;0,0555125;0,0464125;0,036575;0,0366875;0,048425;0,0511;0,0501;0,0543375;0,0524625;0,0581875;0,063025;0,064166667;0,058775;0,062685714;0,0522;0,0477;0,054425;0,058275;0,061375;0,0471625;0,0446375;0,043475;0,0454;0,0495125;0,050071429;0,057083333;0,0453;
Тернопіль;4932530;Оксид азоту;0,030875;0,024125;0,019025;0,019875;0,026475;0,02765;0,027425;0,03045;0,02895;0,032625;0,03575;0,035725;0,032525;0,037933333;0,02855;0,026375;0,030775;0,03375;0,034275;0,025575;0,023925;0,0232;0,023975;0,027625;0,026666667;0,030733333;0,022833333;
Тернопіль;4932530;Формальдегiд;0,0025;0,0003375;0;0;0,001675;0,0032125;0,00225;0,002925;0,00335;0,0027;0,0042125;0,004883333;0,0030375;0,004585714;0,0032625;0,003375;0,0034875;0,0038;0,0019125;0,0029875;0,0030375;0,0016625;0,0022;0,0028875;0,003128571;0,003666667;0,002633333;
Харків;4993630;Завислі речовини;0,080909091;0,095909091;0,076818182;0,083636364;0,101363636;0,098636364;0,0748;0,0624;0,063809524;0,064285714;0,076190476;0,055714286;0,084285714;0,082380952;0,100952381;0,087619048;0,084285714;0,124761905;0,069444444;0,075555556;0,068181818;0,070909091;0,073181818;0,076363636;0,087272727;0,081818182;0,087272727;
Харків;4993630;Дiоксид сiрки;0,0104;0,012422222;0,012525926;0,011544444;0,013237037;0,011881481;0,011763333;0,013323333;0,01155;0,013654167;0,011433333;0,014054167;0,0116625;0,014654167;0,0136;0,013;0,014775;0,012979167;0,012666667;0,012447619;0,012059259;0,01272963;0,011925926;0,012318519;0,012622222;0,012603704;0,015111111;
Харків;4993630;Сульфати;0;0,005;0;0,005;0,01;0,01;0;0,01;;;;;;;;;;;;;0;0,005;0;0,005;0,005;0;0,01;
Харків;4993630;Оксид вуглецю;1,544444444;1,472222222;1,683333333;1,527777778;1,422222222;1,2;1,37;1,3;1,3875;1,35;1,23125;1,26875;1,3875;1,2125;1,4375;1,5875;1,4125;1,5125;1,371428571;1,442857143;1,377777778;1,288888889;1,233333333;1,455555556;1,344444444;1,305555556;1,205555556;
Харків;4993630;Дiоксид азоту;0,032988889;0,027690323;0,031280645;0,032606452;0,031706452;0,023219355;0,017756667;0,020211429;0,026031034;0,025917241;0,022072414;0,026206897;0,0371;0,036551724;0,044696552;0,034896552;0,038855172;0,032896552;0,027909524;0,026484;0,029280645;0,031225806;0,02986129;0,029158065;0,031377778;0,031916129;0,033012903;
Харків;4993630;Оксид азоту;0,024466667;0,034425;0,0263;0,02445;0,028275;0,015675;0,017333333;0,0259;0,0222;0,030975;0,022675;0,021225;0,028166667;0,027225;0,029925;0,02535;0,027275;0,023225;0,022533333;0,022175;0,0358;0,022675;0,029625;0,0252;0,0195;0,02955;0,024225;
Харків;4993630;Сiрководень;0,001266667;0,0011;0,001275;0,0008;0,001025;0,001025;0,000766667;0,001125;0,0006;0,000825;0,00075;0,001;0,001066667;0,001125;0,0009;0,001;0,000875;0,001;0,001;0,000625;0,00065;0,00045;0,00065;0,0011;0,001033333;0,001275;0,00105;
Харків;4993630;Фенол;0,002188889;0,002675;0,003375;0,003075;0,003083333;0,002533333;0,003;0,003691667;0,004016667;0,003525;0,003391667;0,003541667;0,003422222;0,0033;0,003358333;0,003933333;0,003508333;0,003758333;0,003411111;0,002875;0,002966667;0,0025;0,002616667;0,0027;0,003188889;0,003241667;0,002766667;
Харків;4993630;Сажа;0,036666667;0,02;0,043333333;0,03;0,026666667;0,036666667;0,03;0,026666667;0,036666667;0,043333333;0,02;0,03;0,036666667;0,026666667;0,01;0,043333333;0,036666667;0,043333333;0,03;0,026666667;0,02;0,043333333;0,02;0,01;0,02;0,026666667;0,03;
Харків;4993630;Амiак;0,007933333;0,0046375;0,0079375;0,0079125;0,0098375;0,0115;0,008633333;0,0060625;;;;;;;;;;;;;0,006133333;0,0073625;0,0050875;0,0100875;0,005516667;0,007725;0,007775;
Харків;4993630;Формальдегiд;0,002683333;0,0025;0,003020833;0,002545833;0,002491667;0,002629167;0,003457143;0,003932143;0,003016667;0,003141667;0,0023;0,002925;0,004727778;0,003170833;0,0036625;0,003675;0,003833333;0,003258333;0,00302;0,002785;0,002647826;0,002095833;0,0023125;0,0021875;0,002822222;0,0029625;0,002708333;
Хмельницький;4942690;Завислі речовини;0,06125;0,035;0,034;0,051;0,06875;0,05175;0,0695;0,05175;0,0435;0,0875;0,06175;0,05325;0,053;0,0705;0,06125;0,04375;0,0515;0,05175;0,0955;0,09525;0,06925;0,052;0,06075;0,052;;;;
Хмельницький;4942690;Дiоксид сiрки;0,0183;0,0121875;0,0122125;0,0142625;0,014975;0,01505;0,0177375;0,0152;0,0184125;0,0205875;0,02305;0,020375;0,0235;0,019175;0,0182;0,015375;0,01735;0,0183;0,015175;0,0159625;0,0142875;0,0083625;0,0110875;0,0130375;;;;
Хмельницький;4942690;Сульфати;0,011425;0,0128;0,01265;0,01125;0,010375;0,01165;0,01025;0,011725;0,009475;0,010125;0,0115;0,01085;0,01085;0,010275;0,0095;0,01015;0,00925;0,01155;0,0112;0,01035;0,0121;0,0094;0,0102;0,010375;;;;
Хмельницький;4942690;Оксид вуглецю;2,74;2,4975;1,96;1,985;2,2575;2,3925;2,615;2,8375;2,9075;2,9425;2,95;2,9675;2,9625;3,1175;3,1575;2,7575;2,785;2,6425;2,8425;2,77;2,7025;2,4625;2,3575;2,305;;;;
Хмельницький;4942690;Дiоксид азоту;0,0361;0,033925;0,030775;0,0397375;0,0485375;0,0442625;0,0462125;0,0506125;0,0436875;0,0492375;0,0738;0,0622375;0,0491;0,045275;0,0335;0,027;0,034725;0,0313625;0,0276625;0,026625;0,0262;0,0218125;0,0258;0,032;;;;
Хмельницький;4942690;Оксид азоту;0,0305875;0,0220625;0,0266875;0,030125;0,036925;0,03315;0,0338125;0,036825;0,033225;0,0346125;0,048;0,043125;0,036575;0,0305375;0,02795;0,0217375;0,02625;0,0206375;0,0234375;0,0262;0,0233625;0,0267625;0,031725;0,02585;;;;
Хмельницький;4942690;Фенол;0,002183333;0,001166667;0,001433333;0,001466667;0,002316667;0,002216667;0,0027;0,001216667;0,001266667;0,002416667;0,003166667;0,002183333;0,0024;0,001216667;0,00135;0,0011;0,001166667;0,0011;0,00105;0,000883333;0,000916667;0,000916667;0,000733333;0,0013;;;;
Хмельницький;4942690;Хлористий водень;0,027425;0,02795;0,055525;0,028425;0,055975;0,036675;0,031225;0,029825;0,04755;0,051325;0,059;0,058625;0,0451;0,03575;0,031;0,025275;0,035625;0,03315;0,02335;0,020975;0,02885;0,0209;0,02415;0,02565;;;;
