city;coordinateNumber;nameImpurity;1June;3June;4June;5June;6June;7June;8June;10June;11June;12June;13June;14June;15June;17June;18June;19June;20June;21June;22June;24June;25June;26June;27June;28June;29June
Ужгород;4862230;Оксид вуглецю;0,79;0,87;0,693333333;1,045;0,77;0,865;0,7525;0,753333333;0,7225;0,6575;0,605;0,625;0,816666667;0,7025;0,7275;0,93;1,265;1,0125;1;0,7325;0,9;0,665;0,65;0,715;0,7125
Ужгород;4862230;Дiоксид азоту;0,047;0,142875;0,076857143;0,0618;0,0696;0,047142857;0,055285714;0,056571429;0,055125;0,048125;0,046;0,048875;0,063428571;0,055625;0,086;0,060857143;0,107666667;0,1485;0,09825;0,086;0,090666667;0,0545;0,106;0,067125;0,114666667
Ужгород;4862230;Оксид азоту;0,033;0,0715;0,05375;0,0375;0,04025;0,0275;0,03475;0,035;0,02975;0,027;0,0245;0,03575;0,02925;0,0295;0,072;0,04025;0,05475;0,0815;0,048;0,039;0,05425;0,0295;0,0475;0,03;0,076
Ужгород;4862230;Формальдегiд;0,009625;0,006375;0,005142857;0,0076;0,0066;0,007285714;0,007857143;0,008285714;0,0055;0,005375;0,005125;0,00625;0,008142857;0,008375;0,007625;0,007285714;0,007833333;0,013875;0,0095;0,008285714;0,008833333;0,007;0,008875;0,008125;0,007666667
Запоріжжя;4793510;Завислі речовини;0,1;0,18;0,1;0,09;0,09;0,11;0,13;0,18;0,13;0,06;0,13;0,111;0,1;0,17;0,1;0,11;0,24;0,24;0,18;0,31;0,23;0,17;0,1;0,19;0,17
Запоріжжя;4793510;Дiоксид сiрки;0,0073;0,006975;0,007764286;0,008614286;0,007871429;0,00635;0,006735714;0,007930769;0,009085714;0,00775;0,007442857;0,0079;0,006907143;0,007961538;0,007792857;0,008678571;0,009021429;0,008264286;0,006914286;0,007915385;0,008957143;0,008907143;0,007814286;0,007907143;0,008578571
Запоріжжя;4793510;Сульфати;0,01;0,015;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,015;0,01;0,015;0,01;0,01;0,015;0,01;0,015;0,015;0,01;0,01;0,015;0,01;0,015;0,01
Запоріжжя;4793510;Оксид вуглецю;0,97;1,03;0,69;0,54;0,45;0,77;1,06;0,61;0,53;0,51;0,42;0,7;0,85;0,37;0,58;0,51;0,41;0,7;0,98;0,32;0,5;0,3;0,39;0,87;1,13
Запоріжжя;4793510;Дiоксид азоту;0,061921429;0,072825;0,066728571;0,069935714;0,076085714;0,048921429;0,044121429;0,058107692;0,064221429;0,047628571;0,060521429;0,058864286;0,086221429;0,0691;0,074478571;0,069442857;0,06705;0,069535714;0,083171429;0,076338462;0,078735714;0,071321429;0,065207143;0,067435714;0,048178571
Запоріжжя;4793510;Оксид азоту;0,0491;0,040166667;0,049833333;0,052233333;0,054433333;0,037733333;0,033;0,042766667;0,045133333;0,0356;0,042233333;0,038133333;0,0538;0,0468;0,0515;0,0448;0,0502;0,0416;0,053933333;0,047066667;0,0512;0,050966667;0,044666667;0,0493;0,042566667
Запоріжжя;4793510;Сiрководень;0,002954545;0,002977778;0,003118182;0,003118182;0,003527273;0,003;0,002990909;0,002933333;0,003836364;0,003118182;0,002781818;0,002772727;0,003336364;0,0029;0,003272727;0,003181818;0,0032;0,003672727;0,0032;0,002622222;0,003581818;0,004018182;0,003245455;0,003327273;0,003772727
Запоріжжя;4793510;Фенол;0,00578;0,0066375;0,00464;0,00526;0,00524;0,00503;0,00381;0,004055556;0,00666;0,00525;0,00386;0,00419;0,00615;0,005766667;0,00579;0,00523;0,0059;0,00571;0,00747;0,007044444;0,00795;0,00641;0,00616;0,00606;0,00565
Запоріжжя;4793510;Фтористий водень;0;0,000233333;0,000275;0;0;0;0;0,000233333;0,000575;0;0,000175;0;0,000675;0;0,000425;0,0004;0,0004;0,00045;0,000575;0,000366667;0,000575;0,000775;0;0,0004;0
Запоріжжя;4793510;Хлористий водень;0,04395;0,03244;0,03925;0,052875;0,040575;0,0417375;0,0336375;0,0343;0,056725;0,0338625;0,0388375;0,036625;0,04295;0,035683333;0,0482125;0,0429875;0,039425;0,0433875;0,0413875;0,0449;0,0478875;0,0423125;0,0388125;0,045425;0,044425
Запоріжжя;4793510;Формальдегiд;0,00665;0,006933333;0,00575;0,0049;0,00365;0,006575;0,004475;0,003433333;0,0078;0,004375;0,004125;0,003475;0,008075;0,004533333;0,0043;0,005025;0,00485;0,00305;0,0055;0,005966667;0,0058;0,0066;0,006;0,005125;0,005025
Івано-Франківськ;4892470;Завислі речовини;0,145;0,12;0,15;0,14;0,14;0,16;0,155;0,15;0,14;0,17;0,14;0,145;0,16;0,145;0,15;0,15;0,15;0,14;0,15;null;0,16;0,15;0,14;0,15;0,215
Івано-Франківськ;4892470;Дiоксид сiрки;0,00405;0,00365;0,003625;0,00405;0,003766667;0,018433333;0,004425;0,0043;0,0036;0,002633333;0,0037;0,003925;0,0028;0,00285;0,00245;0,01455;0,004266667;0,003625;0,004;0,0024;0,00405;0,00365;0,0045;0,0033;0,00325
Івано-Франківськ;4892470;Оксид вуглецю;1,75;1,5;1,95;1,75;1,7;2;2,05;1,9;2,2;2,6;1,9;1,9;2,2;1,8;2,05;2;1,8;1,75;1,9;null;2,2;1,85;1,85;2,5;3
Івано-Франківськ;4892470;Дiоксид азоту;0,037725;0,052675;0,060025;0,04235;0,058733333;0,085966667;0,056525;0,033266667;0,0554;0,055;0,042666667;0,056775;0,0508;0,046825;0,08085;0,07675;0,061133333;0,04945;0,053375;0,047;0,0383;0,040425;0,0479;0,053125;0,0329
Івано-Франківськ;4892470;Оксид азоту;0,025675;0,034;0,0381;0,0285;0,037266667;0,042666667;0,03675;0,022333333;0,02985;0,035533333;0,0275;0,0353;0,0332;0,03085;0,0512;0,049475;0,0393;0,03165;0,0348;0,03095;0,025625;0,02695;0,0323;0,035025;0,0228
Дніпро;4863510;Завислі речовини;0,1875;0,2875;0,2625;0,2875;0,275;0,2875;0,225;0,2875;0,3375;0,375;0,3125;0,3125;0,225;0,225;0,225;0,275;0,2875;0,3125;0,2125;0,3125;0,271428571;0,275;0,2875;0,2875;0,2625
Дніпро;4863510;Дiоксид сiрки;0,007208333;0,009333333;0,008909091;0,011666667;0,016458333;0,019833333;0,011458333;0,006944444;0,00675;0,01075;0,015375;0,011083333;0,0055;0,007888889;0,010333333;0,007625;0,014125;0,031541667;0,011583333;0,017882353;0,011347826;0,019333333;0,012708333;0,006083333;0,0075
Дніпро;4863510;Оксид вуглецю;1,916666667;2,166666667;1,833333333;1,833333333;2,166666667;2,083333333;1,833333333;1,916666667;2;2,25;2,083333333;2,083333333;1,75;1,833333333;2;1,666666667;1,666666667;1,833333333;1,916666667;2,166666667;2;1,916666667;1,75;1,916666667;1,833333333
Дніпро;4863510;Дiоксид азоту;0,065833333;0,088333333;0,072727273;0,075416667;0,065;0,072083333;0,079166667;0,087222222;0,065833333;0,064583333;0,060833333;0,062916667;0,055833333;0,063888889;0,057083333;0,063333333;0,057916667;0,061666667;0,06;0,065294118;0,052608696;0,05375;0,054166667;0,06875;0,061666667
Дніпро;4863510;Оксид азоту;0,04;0,04;0,04;0,04;0,035;0,0375;0,0375;0,04;0,0325;0,035;0,0425;0,0425;0,0275;0,026666667;0,0325;0,0375;0,025;0,0325;0,0325;0,046666667;0,0275;0,0275;0,03;0,03;0,03
Дніпро;4863510;Сiрководень;0,001791667;0,0025;0,000863636;0,000791667;0,00275;0,003;0,002791667;0,001388889;0,001291667;0,001333333;0,00225;0,00175;0,001;0,0025;0,002125;0,001458333;0,001416667;0,005041667;0,002375;0,003058824;0,003521739;0,004083333;0,002583333;0,001208333;0,001791667
Дніпро;4863510;Фенол;0,001666667;0,002111111;0,002416667;0,002666667;0,002916667;0,001;0,00275;0,001444444;0,001333333;0,001666667;0,00275;0,002416667;0,00225;0,001666667;0,002333333;0,002083333;0,001916667;0,0025;0,001583333;0,001888889;0,001833333;0,001666667;0,0025;0,002666667;0,002166667
Дніпро;4863510;Амiак;0,04625;0,041666667;0,04;0,0425;0,03625;0,04;0,0475;0,041666667;0,04125;0,04375;0,0525;0,04875;0,0425;0,05;0,05;0,05875;0,0525;0,0475;0,04375;0,043333333;0,04625;0,04375;0,0625;0,055;0,04375
Дніпро;4863510;Формальдегiд;0,015;0,015222222;0,013416667;0,012666667;0,012833333;0,013166667;0,013333333;0,015777778;0,016;0,01425;0,01325;0,013333333;0,014166667;0,015222222;0,014666667;0,012166667;0,013416667;0,014166667;0,012833333;0,013333333;0,011545455;0,011666667;0,012666667;0,015083333;0,016916667
Кривий Ріг;4793340;Завислі речовини;0,43;0,4375;0,6375;0,2625;0,6625;0,5375;0,525;0,3375;0,45;0,15;0,35;0,175;0;0,33;0,44;0,41;0,18;0,49;0,69;0,688888889;0,642857143;0,55;0,61;0,488888889;0,71
Кривий Ріг;4793340;Дiоксид сiрки;0,040076923;0,035625;0,0492;0,0316;0,0366;0,0457;0,0384;0,037375;0,046;0,0395;0,0358;0,0309;0,0105;0,0299;0,033384615;0,042923077;0,024846154;0,029230769;0,039230769;0,031111111;0,040666667;0,039692308;0,034076923;0,0285;0,031
Кривий Ріг;4793340;Оксид вуглецю;1,4;1,5;1,75;1,5;1,625;1,625;1,5;2;3,625;1,75;1,375;1,25;1,375;1,6;1,3;1,8;1,5;1,2;1,7;1,5;1,7;1,3;1,4;1,3;1,7
Кривий Ріг;4793340;Дiоксид азоту;0,028461538;0,02875;0,05;0,024;0,035;0,032;0,032;0,03625;0,053;0,035;0,028;0,031;0,02;0,045;0,041538462;0,036923077;0,031538462;0,020769231;0,036153846;0,028888889;0,026666667;0,03;0,026153846;0,0275;0,031538462
Кривий Ріг;4793340;Оксид азоту;0,013333333;null;null;null;null;null;null;null;null;null;null;null;null;0,02;0,026666667;0,016666667;0,01;0,013333333;0,016666667;0,01;0,02;0,016666667;0,013333333;0,02;0,016666667
Кривий Ріг;4793340;Сiрководень;0,0016;0,001375;0,00225;0,0015;0,00175;0,001125;0,001125;0,0015;0,003;0,001625;0,001;0,001;0,001125;0,0016;0,0017;0,0018;0,0018;0,0012;0,0015;0,001222222;0,001;0,001;0,0011;0,001777778;0,0015
Кривий Ріг;4793340;Фенол;0,00295;0,0035;0,00475;0,002625;0,003875;0,003;0,002625;0,003666667;0,00525;0,0034375;0,002375;0,0025625;0,002625;0,002933333;0,00275;0,00455;0,00315;0,0022;0,00365;0,003428571;0,002642857;0,0024;0,00235;0,003;0,0028
Кривий Ріг;4793340;Амiак;0,01;0,01;0,0125;0,00875;0,010625;0,009375;0,010625;0,0125;0,02;0,01625;0,01;0,00875;0,01;0,011333333;0,012;0,0155;0,0115;0,009;0,011;0,012857143;0,010714286;0,01;0,01;0,008947368;0,012
Кривий Ріг;4793340;Формальдегiд;0,0269;0,02325;0,0285625;0,018;0,0244375;0,021625;0,023375;0,035666667;0,033375;0,026;0,017125;0,021375;0,019125;0,016933333;0,02095;0,0123;0,0196;0,0227;0,0258;0,022857143;0,0215;0,0175;0,0178;0,021684211;0,0217
Кам'янське;4853460;Завислі речовини;0,3117125;0,2753875;0,262475;0,1178;0,2928375;0,2990375;0,177775;0,2683;0,334375;0,3100625;0,28895;0,2624375;0,0652875;0,2062;0,2551875;0,3245625;0,150675;0,170925;0,2747375;0,2554125;0,321575;0,29315;0,315725;0,3179375;0,26055
Кам'янське;4853460;Дiоксид сiрки;0,0093125;0,0095;0,009725;0,011975;0,0093875;0,007525;0,0069375;0,0073625;0,0099125;0,0099875;0,00845;0,009875;0,0082;0,0065875;0,007925;0,0101;0,0100125;0,008875;0,0087125;0,0079875;0,0079375;0,0079375;0,0098125;0,0112375;0,009475
Кам'янське;4853460;Оксид вуглецю;4;3,625;3,625;3,375;3,25;3,375;3,25;3,75;3,625;3,75;3,875;3,625;2,75;3;3,5;3,75;2,875;3,5;3,125;3,125;3,25;3,375;3,625;4,125;4
Кам'янське;4853460;Дiоксид азоту;0,1313375;0,081183333;0,16833125;0,16668125;0,08113125;0,10955;0,11331875;0,171316667;0,1198375;0,115975;0,08215;0,12490625;0,1505125;0,115758333;0,12826875;0,16329375;0,0917875;0,14475625;0,1722125;0,214141667;0,14021875;0,1300375;0,14905625;0,13386875;0,11998125
Кам'янське;4853460;Оксид азоту;0,05405;0,0415;0,0566;0,080875;0,0374;0,045775;0,064425;0,0812;0,0685;0,064925;0,0395;0,0596;0,069725;0,055433333;0,063025;0,0702;0,05495;0,061275;0,08795;0,093666667;0,064475;0,06545;0,073025;0,0529;0,052575
Кам'янське;4853460;Сiрководень;0,004986667;0,004390909;0,004366667;0,004273333;0,00376;0,00394;0,00412;0,005154545;0,00572;0,00422;0,004306667;0,00356;0,003693333;0,004681818;0,004446667;0,004426667;0,004226667;0,004053333;0,004533333;0,003763636;0,003746667;0,003673333;0,00424;0,004606667;0,004546667
Кам'янське;4853460;Фенол;0,00506875;0,004966667;0,00625625;0,00608125;0,00554375;0,0054125;0,0047875;0,005741667;0,006675;0,005575;0,006125;0,00494375;0,0042625;0,00595;0,0048125;0,00615625;0,0052;0,00718125;0,0083375;0,005425;0,0085875;0,00665;0,00505625;0,00535;0,004875
Кам'янське;4853460;Амiак;0,0563625;0,0514125;0,04845;0,052225;0,049475;0,05205;0,04675;0,0523125;0,0558;0,0536625;0,0498125;0,04915;0,041275;0,0447375;0,049525;0,05135;0,047875;0,047425;0,0447625;0,0391875;0,0432125;0,04815;0,0499;0,04485;0,0410875
Кам'янське;4853460;Формальдегiд;0,0207375;0,0148375;0,0124;0,0223875;0,0176625;0,0157625;0,0192125;0,01995;0,0304125;0,0253375;0,0176625;0,0136375;0,0090125;0,0072125;0,00745;0,0088125;0,0106625;0,012;0,011475;0,0092375;0,0096375;0,01165;0,0152;0,013075;0,012475
Краматорськ;4873760;Завислі речовини;0,1375;0,125;0,0875;0,1625;0,1;0,1125;0,075;0,1125;0,125;0,175;0,1375;0,075;0,125;0,125;0,1;0,0875;0,1;0,1125;0,125;0,1125;0,125;0,1;0,1;0,125;null
Краматорськ;4873760;Дiоксид сiрки;0,004525;0,0027875;0,003725;0,0028875;0,003325;0,0026625;0,0024875;0,002575;0,002;0,002225;0,0027125;0,002325;0,002475;0,0016125;0,0024375;0,00215;0,002725;0,0025375;0,0038875;0,00415;0,0033125;0,0033;0,0032625;0,0045;null
Краматорськ;4873760;Оксид вуглецю;1,75;1,875;3;2,125;1,625;2,75;4,875;3,5;2,375;2,5;3,75;3,125;2,375;2,375;2,625;1,625;1,75;2,375;1,75;1,875;1,875;4,25;2,125;1,75;null
Краматорськ;4873760;Дiоксид азоту;0,1180875;0,1349;0,1100125;0,0986;0,1065875;0,0827;0,0834125;0,05965;0,07095;0,079975;0,0843625;0,1019;0,0909125;0,0797125;0,0785625;0,0666625;0,072025;0,0558;0,06615;0,055725;0,0612125;0,0512375;0,0443625;0,0483;null
Краматорськ;4873760;Фенол;0,0053625;0,003;0,0031125;0,00355;0,0029375;0,003575;0,0025875;0,0043875;0,00185;0,00335;0,003925;0,004675;0,007075;0,002875;0,0049125;0,004625;0,0036125;0,0053375;0,003025;0,004425;0,0037625;0,0039875;0,0038;0,005;null
Краматорськ;4873760;Фтористий водень;0,0147;0,0171875;0,0125375;0,016;0,0118;0,0208125;0,016725;0,0158875;0,0136625;0,0116875;0,017375;0,0163625;0,013275;0,0200125;0,02715;0,032875;0,0314125;0,017975;0,011625;0,0125875;0,0071375;0,0064375;0,004775;0,00965;null
Краматорськ;4873760;Формальдегiд;0,013525;0,00995;0,0105625;0,0124;0,0108625;0,0117875;0,010325;0,00745;0,007675;0,0082;0,00525;0,0206;0,0187875;0,009125;0,0115625;0,0133375;0,0115125;0,007675;0,009325;0,007225;0,0069;0,0087875;0,0086;0,008625;null
Кропивницький;4853220;Завислі речовини;0,283333333;0,25;0,266666667;0,266666667;0,266666667;0,35;0,233333333;0,35;0,3;0,3;0,233333333;0,316666667;0,366666667;0,383333333;0,333333333;0,216666667;0,333333333;0,333333333;0,3;0,316666667;0,233333333;0,233333333;0,35;0,316666667;0,316666667
Кропивницький;4853220;Дiоксид сiрки;0,015866667;0,021488889;0,015566667;0,016158333;0,019208333;0,014841667;0,019083333;0,017011111;0,018783333;0,016475;0,017825;0,014083333;0,017583333;0,018988889;0,01765;0,016833333;0,016308333;0,015741667;0,016783333;0,019933333;0,018758333;0,013441667;0,016308333;0,017016667;0,020291667
Кропивницький;4853220;Сульфати;0,005;0,005;0,01;0,005;0,005;0,01;0,005;0,015;0;0;0,005;0,01;0,005;0,015;0,005;0,01;0,01;0,005;0,005;0,005;0,01;0,01;0;0,005;0,005
Кропивницький;4853220;Оксид вуглецю;3,166666667;3,5;3,666666667;3,166666667;4,333333333;3,333333333;2,833333333;3;3,666666667;3;2,5;5;3;3;3,833333333;3,333333333;2,833333333;4,166666667;2,5;4;2,833333333;3,666666667;3,666666667;2,166666667;3,166666667
Кропивницький;4853220;Дiоксид азоту;0,030491667;0,0245;0,025975;0,0297;0,025316667;0,028658333;0,022075;0,020677778;0,033741667;0,026325;0,029041667;0,022908333;0,0289;0,030477778;0,025958333;0,025725;0,0253;0,027358333;0,030691667;0,023055556;0,025225;0,023558333;0,028416667;0,023525;0,028383333
Кропивницький;4853220;Оксид азоту;0,01795;0,014833333;0,015675;0,013075;0,01255;0,02325;0,012125;0,012966667;0,016575;0,01255;0,018475;0,010875;0,0181;0,017066667;0,016025;0,01455;0,01405;0,021125;0,017925;0,010666667;0,0156;0,012025;0,011075;0,02095;0,013025
Кропивницький;4853220;Сажа;0,021666667;0,015;0,013333333;0,013333333;0,02;0,02;0,02;0,018333333;0,013333333;0,015;0,021666667;0,01;0,025;0,01;0,02;0,026666667;0,021666667;0,018333333;0,015;0,02;0,015;0,015;0,023333333;0,018333333;0,018333333
Кропивницький;4853220;Формальдегiд;0,002366667;0,004933333;0,006433333;0,0024;0,0041;0,008166667;0,003733333;0,004166667;0,002666667;0,005233333;0,002033333;0,003766667;0,002866667;0,008166667;0,004366667;0,004433333;0,0029;0,006066667;0,002666667;0,0062;0,0046;0,002333333;0,002966667;0,002933333;0,0044
Світловодськ;4903340;Завислі речовини;0,1;null;0,1;0;0,05;0;0,1;null;0,1;0,05;0,05;0,1;0;null;0;0;0,05;0;0,05;null;0,05;0,05;0;0,1;null
Світловодськ;4903340;Дiоксид сiрки;0,008866667;null;0,0067;0,017666667;0,0132;0,0088;0,011066667;null;0,013333333;0,078;0,0088;0,042366667;0,006566667;null;0,017633333;0,035566667;0,008933333;0,050366667;0,013333333;null;0,019766667;0,0087;0,0222;0,019833333;null
Світловодськ;4903340;Сульфати;0;null;0,005;0,005;0,01;0,01;0,005;null;0,005;0,01;0;0;0,005;null;0,01;0;0,005;0,01;0;null;0,005;0,005;0;0,01;null
Світловодськ;4903340;Оксид вуглецю;2;null;1;1;1;1;1,5;null;1;1;1;1;1;null;1;1;1;1;1;null;1;0;1;1;null
Світловодськ;4903340;Дiоксид азоту;0,0326;null;0,0295;0,018266667;0,014466667;0,043466667;0,036733333;null;0,011;0,022;0,021666667;0,0183;0,0325;null;0,021766667;0,0327;0,026033333;0,0362;0,054466667;null;0,028933333;0,025266667;0,018233333;0,018233333;null
Світловодськ;4903340;Оксид азоту;0,009966667;null;0,022633333;0,0347;0,009866667;0,019666667;0,0274;null;0,012433333;0,0224;0,012166667;0,012466667;0,022033333;null;0,0271;0,019866667;0,025066667;0,041633333;0,037033333;null;0,0197;0,017133333;0,0148;0,0222;null
Світловодськ;4903340;Формальдегiд;0,002333333;null;0,0035;0,0023;0,003433333;0,004533333;0,001166667;null;0,001166667;0,002333333;0,004566667;0,0035;0,001133333;null;0,003466667;0,0035;0,001166667;0,001133333;0,002333333;null;0,001133333;0,002266667;0,0023;0,001133333;null
Львів;4982410;Завислі речовини;0,1725;0,165;0,16375;0,1775;0,16875;0,17;0,175;0,17;0,165;0,1675;0,156666667;0,15125;0,17125;0,175;0,17875;0,185;0,17125;0,17875;0,18125;0,16;0,15625;0,175;0,18;0,1725;0,18
Львів;4982410;Дiоксид сiрки;0,0033375;0,0027375;0,0025125;0,002325;0,00244375;0,00284375;0,00264375;0,003258333;0,0026;0,0028;0,002707692;0,003157143;0,0028;0,002966667;0,00348125;0,007314286;0,006364286;0,003171429;0,0041625;0,002941667;0,0026875;0,003135714;0,002914286;0,003507143;0,00315
Львів;4982410;Оксид вуглецю;2,0875;1,8625;1,9;1,9375;2,1;1,95;2,025;1,9;1,7875;1,925;1,766666667;1,7125;1,9875;2;2,1;2,2;2,0375;2,1125;2,1;1,866666667;1,9;2,05;2,1375;2,125;2,8
Львів;4982410;Дiоксид азоту;0,041725;0,03815625;0,04486875;0,046225;0,03998125;0,04865;0,0452875;0,042158333;0,0399875;0,046058333;0,041907692;0,043071429;0,04959375;0,052816667;0,06535;0,055157143;0,048142857;0,057457143;0,05649375;0,043966667;0,04415;0,047921429;0,049528571;0,057064286;0,0536
Львів;4982410;Оксид азоту;0,028025;0,0245;0,028275;0,030675;0,02285;0,028375;0,0298125;0,0268;0,0240625;0,023125;0,024585714;0,025675;0,0305375;0,029366667;0,032825;0,0328;0,028483333;0,0409625;0,033975;0,023816667;0,0252;0,026016667;0,029;0,035825;0,0322375
Львів;4982410;Фтористий водень;0,0037125;0,00358125;0,00375625;0,003775;0,0039375;0,0035625;0,00409375;0,003691667;0,00386875;0,003725;0,003969231;0,003757143;0,00415;0,004375;0,00490625;0,005542857;0,00425;0,003521429;0,00433125;0,004383333;0,00393125;0,004428571;0,004242857;0,004478571;0,004325
Львів;4982410;Формальдегiд;0,01105625;0,0094;0,01065625;0,0101875;0,01075;0,01160625;0,00964375;0,010508333;0,01075625;0,010091667;0,011630769;0,010121429;0,0102875;0,011141667;0,0121875;0,01325;0,011521429;0,009307143;0,0108125;0,012733333;0,01196875;0,011835714;0,010785714;0,012164286;0,01199375
Миколаїв;4703200;Завислі речовини;0,075;0,05;0,075;0,0625;0,0625;0,05;0,0625;0,0375;0,025;0,0375;0,0625;0,0625;0,0125;0,05;0,05;0,0625;0,0375;0,025;0,0125;0,05;0,025;0,075;0,075;0,1125;0,075
Миколаїв;4703200;Дiоксид сiрки;0,007725;0,0063125;0,0055875;0,009825;0,007525;0,008525;0,009625;0,0058;0,0085375;0,004425;0,0029125;0,00265;0,0026125;0,0047125;0,008125;0,005025;0,0026125;0,0057;0,0057875;0,004625;0,003125;0,0042625;0,0079625;0,006275;0,0062875
Миколаїв;4703200;Оксид вуглецю;0,75;1,25;1,25;1,5;1,125;1,375;0,875;1,5;1,75;1,375;1,25;1,25;0,875;0,875;0,875;1,25;1,375;1,125;0,625;1,125;1,25;1,25;1,375;1,25;1
Миколаїв;4703200;Дiоксид азоту;0,0100125;0,00921875;0,0114625;0,03380625;0,03425;0,0356;0,01809375;0,0250125;0,009525;0,019875;0,031325;0,04455;0,01438125;0,02868125;0,0212375;0,02804375;0,019125;0,020875;0,008175;0,0138375;0,0156625;0,01615625;0,01898125;0,034275;0,02216875
Миколаїв;4703200;Оксид азоту;0,001625;0,011825;0,007725;0,03;0,029325;0,022825;0,0119;0,0078;0,002925;0,00665;0,003975;0,002;0,01095;0,00785;0,009475;0,0062;0,004125;0,002475;0,00165;0,003325;0,00285;0,00165;0,002075;0,001225;0,00165
Миколаїв;4703200;Фтористий водень;0,0007875;0,0012;0,00225;0,0022;0,0007;0,000525;0,0005;0,002;0,0027875;0,00255;0,00235;0,001625;0,001625;0,001525;0,001875;0,001725;0,00155;0,002075;0,0017125;0,002125;0,0029;0,001825;0,001225;0,0014;0,001425
Миколаїв;4703200;Формальдегiд;0,0017;0,0053875;0,00630625;0,00845;0,0075625;0,00926875;0,006225;0,01096875;0,00565;0,0103375;0,00776875;0,007875;0,004875;0,0088375;0,00880625;0,00808125;0,00796875;0,0082375;0,0036125;0,0056875;0,0065;0,00958125;0,0089375;0,00803125;0,00626875
Одеса;4643080;Завислі речовини;0,149857143;0,166916667;0,14;0,19775;0,213875;0,172;0,152;0,12825;0,159875;0,13925;0,086375;0,0955;0,11025;0,190375;0,192875;0,2365;0,280375;0,195125;0,152125;0,202;0,231;0,218125;0,27875;0,261375;0,221125
Одеса;4643080;Дiоксид сiрки;0,039454545;0,045455556;0,050636364;0,050736364;0,039054545;0,043518182;0,048645455;0,044790909;0,050045455;0,052018182;0,048009091;0,055845455;0,047390909;0,050045455;0,050454545;0,043863636;0,051118182;0,042054545;0,048527273;0,051027273;0,038072727;0,045454545;0,042281818;0,045772727;0,051809091
Одеса;4643080;Сульфати;0,0135;0,0205;0,013;0,0225;0,02;0,0155;0,016;0,0165;0,0215;0,0155;0,008;0,008;0,0125;0,0185;0,023;0,024;0,0225;0,0225;0,0185;0,018;0,021;0,019;0,0245;0,025;0,023
Одеса;4643080;Оксид вуглецю;2,45;2,716666667;2,166666667;2,6;2,233333333;2,133333333;2,4;2,527216667;2,46985;2,066666667;2,2;2,25;1,983333333;2,233333333;2,366666667;2,166666667;2,2;2,15;2,35;2,166666667;2,316666667;2,2;2,133333333;2,183333333;2,316666667
Одеса;4643080;Дiоксид азоту;0,058990909;0,055777778;0,0614;0,051309091;0,056827273;0,053263636;0,047554545;0,061363636;0,049472727;0,0587;0,059781818;0,061745455;0,060818182;0,058236364;0,061581818;0,062881818;0,0545;0,057290909;0,060054545;0,070990909;0,058354545;0,0515;0,051363636;0,066090909;0,057854545
Одеса;4643080;Оксид азоту;0,0318;0,03975;0,035975;0,03235;0,02925;0,037375;0,0298;0,032;0,043925;0,039525;0,02645;0,0414;0,039875;0,0374;0,042275;0,04165;0,03815;0,043875;0,037275;0,0397;0,0205;0,0345;0,045575;0,0375;0,04115
Одеса;4643080;Сiрководень;0,002075;0,0024625;0,0019375;0,001825;0,001575;0,0021125;0,0019375;0,001775;0,0011;0,0012875;0,0014625;0,0015625;0,0015;0,0011;0,0016125;0,001375;0,0013625;0,0015125;0,0015625;0,0015375;0,0010875;0,0016125;0,001975;0,002025;0,001725
Одеса;4643080;Фенол;0,00407619;0,004428571;0,004526667;0,004113333;0,003946667;0,00386;0,00356;0,003786667;0,004073333;0,003906667;0,00312;0,001393333;0,002613333;0,003153333;0,003553333;0,003626667;0,003;0,003126667;0,003913333;0,003993333;0,003366667;0,00306;0,003586667;0,003793333;0,005653333
Одеса;4643080;Сажа;0,039;0,05125;0,035;0,04;0,051666667;0,053333333;0,06;0,056666667;0,058333333;0,055;0,035;0,023333333;0,021666667;0,036666667;0,045;0,051666667;0,058333333;0,046666667;0,041666667;0,061666667;0,061666667;0,086666667;0,11;0,11;0,101666667
Одеса;4643080;Фтористий водень;0,00327;0,004025;0,0039;0,0044375;0,0033875;0,0045625;0,003175;0,003675;0,0039625;0,0043625;0,005075;0,0035625;0,0039375;0,0045125;0,0033625;0,00305;0,0038625;0,0061375;0,0083375;0,0092875;0,00425;0,0049375;0,0046;0,00295;0,00405
Одеса;4643080;Формальдегiд;0,00712;0,007861538;0,00818;0,01011;0,0089;0,01087;0,00687;0,00875;0,00876;0,00948;0,00873;0,00939;0,00756;0,00798;0,0091;0,00825;0,00791;0,01083;0,0084;0,00676;0,00916;0,00809;0,00822;0,0125;0,01001
Полтава;4963460;Завислі речовини;0,2875;0,2625;0,1125;0,2375;0,175;0,1;0,1875;0,2625;0,15;0,1375;0,1375;0,3375;0,175;0,0875;0,15;0,2;0,15;0,1375;0,1875;0,0625;0,125;0,1625;0,1125;0,1375;0,1375
Полтава;4963460;Дiоксид сiрки;0,00075;0,001666667;0,00125;0,0015;0,0015;0,0015;0,00075;0,001333333;0,00175;0,00125;0,00175;0,00075;0,00175;0,001;0,00125;0,00125;0,002;0,001;0,0015;0,001333333;0,0015;0,00175;0,00175;0,00175;0,00125
