city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
Ужгород;4862230;Оксид вуглецю;0,6725;0,7;0,7075;null;0,7275;0,7075;0,7775;0,66;0,72;0,9175;null;0,92;0,77;0,865;0,7425;0,79;0,725;null;1,02;0,7625;0,83;0,86;0,77;0,67;null;0,8225;0,7525;0,7825;0,715;0,78;0,7475
Ужгород;4862230;Дiоксид азоту;0,058;0,0475;0,05075;null;0,046;0,03875;0,046125;0,0485;0,048875;0,043375;null;0,044875;0,047;0,043;0,04875;0,04775;0,05125;null;0,044375;0,040625;0,043375;0,045375;0,038375;0,0285;null;0,033;0,029875;0,043125;0,031125;0,053;0,05675
Ужгород;4862230;Оксид азоту;0,02075;0,0195;0,0185;null;0,02175;0,02625;0,03025;0,0305;0,01975;0,02875;null;0,0385;0,01925;0,02;0,02475;0,02475;0,03275;null;0,02375;0,02325;0,04675;0,02625;0,03775;0,0195;null;0,03175;0,018;0,01825;0,01775;0,02475;0,05125
Ужгород;4862230;Формальдегiд;0,016125;0,01775;0,01475;null;0,0105;0,009;0,01;0,0095;0,006;0,006875;null;0,009;0,009625;0,008875;0,0205;0,01725;0,0025;null;0,00575;0,017125;0,02475;0,0125;0,012125;0,015375;null;0,026125;0,01275;0,01525;0,01225;0,015125;0,019625
Запоріжжя;4793510;Завислі речовини;0,1;0,16;0,16;null;0,09;0,14;0,09;0,12;0,11;0,08;null;0,08;0,08;0,1;0,1;0,13;0,12;null;0,1;0,09;0,12;0,08;0,1;0,07;null;0,12;0,16;0,08;0,09;0,17;0,08
Запоріжжя;4793510;Дiоксид сiрки;0,00645;0,007185714;0,006478571;null;0,008423077;0,007135714;0,006728571;0,007121429;0,005307143;0,006157143;null;0,007084615;0,007635714;0,005778571;0,006728571;0,00685;0,006142857;null;0,006992308;0,006207143;0,006378571;0,007542857;0,006621429;0,0063;null;0,007576923;0,006678571;0,0062;0,005992857;0,006521429;0,006971429
Запоріжжя;4793510;Сульфати;0,02;0,015;0,015;null;0,02;0,01;0,02;0,025;0,02;0,015;null;0,015;0,02;0,015;0,015;0,015;0,015;null;0,015;0,015;0,0069;0,01185;0,015;0,015;null;0,02;0,025;0,02;0,015;0,025;0,015
Запоріжжя;4793510;Оксид вуглецю;0,49;0,4;0,53;null;0,52;0,48;0,46;0,45;0,46;0,37;null;0,44;0,38;0,39;0,37;0,5;0,38;null;0,41;0,44;0,43;0,43;0,54;0,56;null;0,47;0,42;0,51;0,42;0,49;0,62
Запоріжжя;4793510;Дiоксид азоту;0,068671429;0,067628571;0,06385;null;0,065215385;0,072128571;0,057307143;0,079678571;0,082342857;0,053307143;null;0,062007692;0,08385;0,066042857;0,068;0,0779;0,054185714;null;0,067407692;0,073128571;0,061185714;0,087864286;0,060385714;0,058728571;null;0,066692308;0,081335714;0,067707143;0,074121429;0,063971429;0,060528571
Запоріжжя;4793510;Оксид азоту;0,0461;0,038566667;0,0477;null;0,0345;0,052666667;0,0417;0,0572;0,0433;0,029166667;null;0,043033333;0,061066667;0,0409;0,041133333;0,048;0,0441;null;0,043333333;0,046;0,0343;0,053033333;0,053366667;0,039833333;null;0,044533333;0,0607;0,034466667;0,041533333;0,042;0,042333333
