city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
Одеса;4643080;Фенол;0,004;0,004;0,004;0,004;0,004;null;0,004;0,004;0,004;0,003;0,004;0,004;null;0,004;0,004;0,004;0,004;0,003;0,004;null;0,004;0,004;0,004;0,004;0,004;0,003;null;0,004;0,004;0,003;0,003
Одеса;4643080;Сажа;0,06;0,05;0,05;0,05;0,06;null;0,06;0,07;0,06;0,05;0,06;0,05;null;0,05;0,05;0,04;0,05;0,05;0,04;null;0,05;0,02;0,04;0,06;0,05;0,04;null;0,04;0,04;0,06;0,04
Одеса;4643080;Фтористий водень;0,005;0,006;0,007;0,006;0,006;null;0,006;0,007;0,008;0,008;0,008;0,01;null;0,008;0,006;0,009;0,007;0,006;0,007;null;0,006;0,008;0,008;0,006;0,007;0,005;null;0,005;0,004;0,007;0,004
Одеса;4643080;Формальдегiд;0,009;0,008;0,009;0,009;0,011;null;0,011;0,011;0,015;0,013;0,012;0,011;null;0,014;0,014;0,015;0,012;0,012;0,013;null;0,013;0,012;0,01;0,015;0,009;0,009;null;0,011;0,011;0,011;0,011
Полтава;4963460;Завислі речовини;0,16;0,19;0,16;0,18;0,11;null;0,24;0,38;0,28;0,3;0,29;0,26;null;0,25;0,15;0,45;0,23;0,2;0,23;null;0,2;0,18;0,17;0,18;0,2;0,18;null;0,28;0,23;0,18;0,1
Полтава;4963460;Дiоксид сiрки;0,002;0,001;0,001;0,001;0;null;0,001;0,001;0,003;0,001;0;0,001;null;0;0,002;0,001;0,001;0,003;0,002;null;0,002;0,001;0,002;0,002;0,001;0,001;null;0,003;0,001;0,001;0,003
Полтава;4963460;Сульфати;0;0;0;0;0;null;0;0;0;0;0;0,01;null;0,01;0,01;0;0;0;0;null;0,01;0;0;0;0,01;0;null;0;0;0;0
Полтава;4963460;Оксид вуглецю;1;1,2;1,3;2,9;4,6;null;2,4;3,8;2,9;3;3,1;6,5;null;2,1;1,7;1,9;1,1;3,6;4;null;1,4;2,9;2,1;1,7;3,6;2,8;null;2,3;3,4;2,4;1
Полтава;4963460;Дiоксид азоту;0,03;0,03;0,04;0,07;0,05;null;0,07;0,07;0,08;0,07;0,06;0,06;null;0,06;0,07;0,05;0,04;0,05;0,04;null;0,04;0,05;0,02;0,04;0,05;0,06;null;0,05;0,08;0,05;0,03
Полтава;4963460;Оксид азоту;0,02;0,02;0,02;0,04;0,03;null;0,05;0,06;0,08;0,05;0,06;0,04;null;0,06;0,03;0,03;0,02;0,02;0,02;null;0,01;0,02;0;0,02;0,02;0,02;null;0,02;0,04;0,02;0,02
Полтава;4963460;Фтористий водень;0,002;0,002;0,002;0,004;0,003;null;0,004;0,005;0,005;0,006;0,003;0,004;null;0,004;0,003;0,002;0,002;0,003;0,002;null;0,001;0,002;0,001;0,003;0,003;0,003;null;0,003;0,005;0,002;0,001
Полтава;4963460;Хлористий водень;0,02;0,01;0,02;0,05;0,03;null;0,06;0,05;0,05;0,05;0,04;0,03;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Полтава;4963460;Амiак;0,01;0,01;0,01;0,03;0,02;null;0,03;0,03;0,04;0,03;0,03;0,03;null;0,03;0,02;0,02;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,02;0,01;null;0,04;0,04;0,02;0
Полтава;4963460;Формальдегiд;0,004;0,004;0,004;0,016;0,007;null;0,018;0,017;0,025;0,016;0,013;0,012;null;0,01;0,012;0,007;0,006;0,008;0,005;null;0,006;0,012;0,003;0,008;0,007;0,01;null;0,013;0,017;0,008;0,002
Кременчук;4813330;Завислі речовини;0,14;0,11;0,1;0,12;0,12;null;0,16;0,14;0,15;0,18;0,09;0,15;null;0,19;0,21;0,19;0,12;0,16;0,11;null;0,11;0,2;0,11;0,09;0,15;0,15;null;0,16;0,15;0,13;0,14
Кременчук;4813330;Дiоксид сiрки;0,009;0,007;0,006;0,013;0,019;null;0,014;0,006;0,006;0,008;0,008;0,009;null;0,01;0,01;0,009;0,009;0,008;0,008;null;0,008;0,007;0,009;0,008;0,013;0,012;null;0,008;0,007;0,007;0,008
Кременчук;4813330;Сульфати;0,01;0,01;0,01;0,01;0,01;null;0,02;0,01;0,02;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0;0,01;0,01;0,01;null;0,01;0,02;0,01;0,01
Кременчук;4813330;Оксид вуглецю;0,6;0,7;1,3;1,5;1,5;null;1,1;2,1;0,9;1,1;1,4;2,5;null;1,1;1,5;1;1;1,2;1,5;null;0,9;0,9;0,9;1,4;1,3;1,6;null;1;1,1;1;1,1
Кременчук;4813330;Дiоксид азоту;0,04;0,03;0,02;0,05;0,08;null;0,06;0,03;0,03;0,04;0,04;0,04;null;0,05;0,06;0,05;0,05;0,04;0,04;null;0,05;0,05;0,04;0,04;0,06;0,05;null;0,04;0,04;0,04;0,04
Кременчук;4813330;Оксид азоту;0,04;0,02;0,01;0,04;0,06;null;0,04;0,02;0,01;0,02;0,02;0,04;null;0,03;0,03;0,02;0,05;0,03;0,03;null;0,03;0,02;0,02;0,02;0,04;0,02;null;0,02;0,02;0,02;0,03
Кременчук;4813330;Фенол;0;0,001;0,002;0,002;0,001;null;0,001;0,001;0,003;0,001;0,001;0,001;null;0,001;0,001;0,001;0;0,002;0,001;null;0,001;0,001;0,001;0,001;0;0,001;null;0,001;0,002;0,003;0,002
Кременчук;4813330;Сажа;0;0,01;0,01;0,01;0,01;null;0,01;0;0;0,01;0;0;null;0,02;0,03;0,02;0,02;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,02;0,02;0,01
Кременчук;4813330;Амiак;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0;0;null;0;0,01;0;0,01
Кременчук;4813330;Формальдегiд;0,01;0,008;0,014;0,012;0,01;null;0,012;0,011;0,012;0,011;0,009;0,007;null;0,017;0,019;0,016;0,01;0,008;0,008;null;0,009;0,018;0,013;0,011;0,012;0,009;null;0,008;0,008;0,009;0,011
Рівне;5062620;Завислі речовини;0,04;0,03;0,03;0,04;0;null;0,1;0,07;0,03;0;0,14;0,14;null;0,08;0;0,11;0;0,03;0;null;0,07;0,11;0,11;0,11;0,06;0,09;null;0;0,04;0,11;0,04
Рівне;5062620;Дiоксид сiрки;0,001;0,003;0,002;0,001;0;null;0;0;0;0;0;0,002;null;0;0;0;0;0;0;null;0;0,003;0,003;0,003;0,003;0,002;null;0,001;0;0;0,001
Рівне;5062620;Оксид вуглецю;0,9;1;1;1,1;1,1;null;1,1;1;1;1,3;1,1;1,1;null;1,1;1;1;1;1,1;1;null;1,1;1,1;1,1;1,1;1,1;1,1;null;1;1;1;1
Рівне;5062620;Дiоксид азоту;0,01;0,02;0,02;0,02;0,01;null;0,03;0,02;0,01;0,01;0,02;0,01;null;0,02;0,02;0,02;0,01;0,01;0,01;null;0,01;0,02;0,02;0,04;0,02;0,04;null;0,03;0,02;0,03;0,04
Рівне;5062620;Оксид азоту;0,01;0,02;0,03;0,03;0,02;null;0,03;0,02;0,02;0,02;0,01;0,02;null;0,03;0,01;0,02;0,01;0;0;null;0,01;0,01;0,01;0,03;0,03;0,03;null;0,02;0,01;0,03;0,04
Рівне;5062620;Сiрководень;0;0,001;0,002;0;0;null;0,001;0;0,001;0,003;0,001;0;null;0,004;0,006;0,004;0,005;0,002;0;null;0,002;0,003;0,003;0,002;0,003;0,006;null;0,003;0;0;0
Рівне;5062620;Фенол;0,002;0,002;0,002;0,003;0,002;null;0,002;0,002;0,002;0;0,002;0,005;null;0,003;0,001;0;0;0,005;0,005;null;0,004;0;0;0,001;0,003;0,001;null;0,001;0,002;0,002;0,002
Рівне;5062620;Фтористий водень;0,002;0,001;0,002;0,002;0;null;0,001;0;0,005;0,006;0,003;0,003;null;0,001;0,002;0,001;0,005;0,004;0,002;null;0,005;0,006;0,004;0,002;0,001;0,002;null;0,002;0,002;0,004;0,001
Рівне;5062620;Хлористий водень;0,02;0,04;0,07;0,09;0;null;0,05;0,13;0,09;0,07;0,08;0,08;null;0,05;0,03;0,01;0,02;0,09;0,14;null;0,08;0,06;0,04;0,03;0,11;0,08;null;0,02;0,09;0,07;0,07
Рівне;5062620;Амiак;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,01;0,01;0,01;null;0;0;0;0;0;0;null;0;0;0;0
Рівне;5062620;Формальдегiд;0,007;0,005;0,01;0,011;0,004;null;0,014;0,008;0,006;0,008;0,009;0,003;null;0,01;0,011;0,007;0,011;0,005;0,001;null;0,002;0,008;0,01;0,01;0,009;0,005;null;0,01;0,01;0,007;0,007
Суми;5093480;Завислі речовини;0,33;0,33;0,38;0,38;0,27;null;0,37;0,43;0,47;0,4;0,47;0,42;null;0,42;0,42;0,35;0,37;0,32;0,33;null;0,38;0,26;0,32;0,28;0,38;0,43;null;0,38;0,43;0,5;0,35
Суми;5093480;Дiоксид сiрки;0,077;0,076;0,074;0,084;0,075;null;0,082;0,086;0,098;0,101;0,099;0,085;null;0,084;0,091;0,088;0,079;0,075;0,07;null;0,07;0,088;0,085;0,086;0,089;0,092;null;0,099;0,092;0,089;0,078
Суми;5093480;Сульфати;0,02;0,02;0,02;0,03;0,02;null;0,03;0,02;0,03;0,03;0,04;0,04;null;0,03;0,04;0,03;0,03;0,02;0,02;null;0,01;0,02;0,03;0,02;0,04;0,04;null;0,03;0,03;0,02;0,02
Суми;5093480;Оксид вуглецю;1,5;2;2;1,8;1,5;null;1,8;1,3;1,5;2;2,3;1,7;null;2,3;1,8;2;1,8;1,8;1,8;null;2;1,8;2,3;1,7;2,8;2,5;null;1,7;1,2;2,2;1,3
Суми;5093480;Дiоксид азоту;0,07;0,08;0,08;0,1;0,08;null;0,09;0,12;0,12;0,11;0,12;0,11;null;0,11;0,12;0,12;0,13;0,11;0,1;null;0,1;0,11;0,11;0,1;0,09;0,09;null;0,1;0,1;0,11;0,1
Суми;5093480;Оксид азоту;0,03;0,04;0,05;0,07;0,05;null;0,03;0,05;0,06;0,05;0,05;0,07;null;0,06;0,08;0,06;0,07;0,06;0,05;null;0,05;0,07;0,06;0,06;0,06;0,06;null;0,06;0,05;0,06;0,06
Суми;5093480;Амiак;0,01;0,02;0,02;0,02;0,02;null;0,02;0,02;0,02;0,02;0,02;0,02;null;0,02;0,02;0,02;0,02;0,02;0,02;null;0,02;0,01;0,02;0,02;0,02;0,02;null;0,02;0,02;0,02;0,02
Суми;5093480;Формальдегiд;0,003;0,005;0,004;0,004;0,007;null;0,004;0,01;0,011;0,006;0,007;0,007;null;0,007;0,007;0,006;0,005;0,006;0,007;null;0,007;0,008;0,006;0,007;0,005;0,008;null;0,009;0,007;0,007;0,007
Тернопіль;4932530;Завислі речовини;0,14;0,14;0,16;0,16;0,18;null;0,08;0,07;0;0;0,02;0,07;null;0,08;0,08;0,04;0,07;0,02;null;null;0,09;0,07;0,09;0,12;0,07;0,03;null;0,02;0,07;0,09;0,1
Тернопіль;4932530;Дiоксид сiрки;0,006;0,005;0,005;0,006;0,007;null;0,006;0,005;0,001;0;0,004;0,004;null;0,006;0,007;0,002;0,004;0,002;null;null;0,005;0,003;0,005;0,004;0,002;0,001;null;0,002;0,002;0,004;0,005
Тернопіль;4932530;Оксид вуглецю;2,8;2,8;2,6;2,7;2,7;null;2,7;2,6;2,6;3,4;3;4,1;null;3,3;3,1;3;3,3;3,3;null;null;5,1;4,7;4;3,6;3,4;3,4;null;3,6;3,7;3,6;3,3
Тернопіль;4932530;Дiоксид азоту;0,05;0,04;0,05;0,05;0,05;null;0,05;0,05;0,05;0,04;0,04;0,04;null;0,05;0,06;0,05;0,04;0,04;null;null;0,04;0,05;0,05;0,05;0,05;0,05;null;0,05;0,05;0,05;0,05
Тернопіль;4932530;Оксид азоту;0,03;0,02;0,03;0,03;0,03;null;0,03;0,03;0,03;0,02;0,02;0,02;null;0,03;0,03;0,03;0,02;0,02;null;null;0,02;0,03;0,03;0,03;0,03;0,03;null;0,03;0,03;0,03;0,03
Тернопіль;4932530;Формальдегiд;0,003;0,003;0,003;0,003;0,003;null;0,003;0,003;0,001;0;0,002;0,002;null;0,003;0,003;0,001;0,002;0,001;null;null;0,003;0,002;0,003;0,002;0,001;0,001;null;0,001;0,001;0,002;0,002
Харків;4993630;Завислі речовини;0,06;0,06;0,07;0,07;0,06;null;0,08;0,07;0,07;0,07;0,05;0,03;null;0,06;0,07;0,07;0,07;0,07;0,07;null;0,08;0,08;0,07;0,07;0,07;0,06;null;0,06;0,06;0,07;0,06
Харків;4993630;Дiоксид сiрки;0,012;0,012;0,012;0,013;0,013;null;0,011;0,012;0,012;0,013;0,011;0,012;null;0,012;0,015;0,014;0,013;0,013;0,015;null;0,013;0,016;0,017;0,016;0,016;0,015;null;0,013;0,012;0,014;0,013
Харків;4993630;Сульфати;0;0;0,01;0;0;null;0;0;0;0;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0;0;0,01;0
Харків;4993630;Оксид вуглецю;1;0,9;1;1,1;1;null;1;1;1,4;1,2;1,1;1;null;1;1;1;1;1;1;null;1;1;1;1;1,1;1;null;1,2;1,1;1,1;1,2
Харків;4993630;Дiоксид азоту;0,03;0,03;0,03;0,03;0,03;null;0,03;0,03;0,03;0,04;0,04;0,04;null;0,03;0,03;0,03;0,04;0,03;0,04;null;0,03;0,03;0,03;0,03;0,03;0,03;null;0,03;0,04;0,03;0,03
Харків;4993630;Оксид азоту;0,02;0,02;0,01;0,02;0,02;null;0,01;0,02;0,01;0,02;0,03;0,03;null;0,01;0,01;0,01;0,01;0,02;0,02;null;0,01;0,02;0,02;0,02;0,02;0,02;null;0,01;0,02;0,01;0,03
Харків;4993630;Сiрководень;0,001;0,001;0,001;0,001;0,001;null;0,001;0,001;0;0,001;0,001;0,001;null;0,001;0,001;0,001;0,001;0,001;0,001;null;0;0,001;0,001;0,001;0,001;0,001;null;0,001;0,001;0,001;0,001
Харків;4993630;Фенол;0,002;0,003;0,002;0,003;0,002;null;0,001;0,002;0,002;0,002;0,002;0,001;null;0,002;0,002;0,002;0,002;0,002;0,002;null;0,002;0,002;0,002;0,002;0,002;0,002;null;0,002;0,002;0,002;0,002
Харків;4993630;Сажа;0;0,01;0,02;0,01;0,02;null;0,01;0,01;0,02;0,02;0;0,01;null;0,02;0,01;0,02;0,01;0,01;0;null;0,02;0;0,02;0;0;0;null;0;0;0,02;0,01
Харків;4993630;Амiак;0;0;0;0,01;0;null;0;0;0;0,01;0;0;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0;0,01;0,01;0
Харків;4993630;Формальдегiд;0,002;0,002;0,002;0,002;0,002;null;0,003;0,002;0,002;0,002;0,002;0,002;null;0,002;0,002;0,002;0,002;0,002;0,002;null;0,003;0,002;0,002;0,002;0,002;0,002;null;0,002;0,002;0,002;0,002
Хмельницький;4942690;Завислі речовини;0,07;0,04;0,09;0,08;0,03;null;0,1;0,08;0,07;0,05;0,07;0,05;null;0,06;0,07;0,05;0,09;0,05;0,06;null;0,1;0,07;0,09;0,07;0,1;0,08;null;0,04;0,04;0,04;0,08
Хмельницький;4942690;Дiоксид сiрки;0,013;0,012;0,013;0,018;0,017;null;0,018;0,019;0,013;0,007;0,017;0,016;null;0,016;0,017;0,013;0,016;0,008;0,012;null;0,015;0,018;0,019;0,016;0,009;0,011;null;0,006;0,013;0,018;0,021
Хмельницький;4942690;Сульфати;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01
Хмельницький;4942690;Оксид вуглецю;2;1,9;2,2;2,3;2,1;null;2,5;2,4;2,2;1,7;1,8;1,9;null;2;2,1;2;2;2;1,9;null;1,9;2,1;2,1;2,2;2,2;2,1;null;1,9;1,9;1,8;1,9
Хмельницький;4942690;Дiоксид азоту;0,03;0,02;0,03;0,03;0,04;null;0,04;0,04;0,02;0,02;0,03;0,03;null;0,03;0,04;0,04;0,04;0,03;0,03;null;0,03;0,03;0,03;0,02;0,02;0,02;null;0,02;0,04;0,04;0,03
Хмельницький;4942690;Оксид азоту;0,02;0,02;0,02;0,02;0,03;null;0,03;0,03;0,02;0,03;0,02;0,02;null;0,02;0,03;0,03;0,04;0,03;0,03;null;0,04;0,03;0,04;0,04;0,02;0,02;null;0,02;0,04;0,04;0,04
Хмельницький;4942690;Фенол;0,001;0;0,001;0,001;0,001;null;0,001;0,003;0,002;0,001;0,002;0,002;null;0,001;0,003;0,001;0,002;0,002;0,001;null;0,002;0,001;0,001;0,001;0,001;0,001;null;0,001;0,001;0,001;0,001
Хмельницький;4942690;Хлористий водень;0,06;0,06;0,04;0,05;0,04;null;0,03;0,03;0,03;0,03;0,05;0,03;null;0,03;0,04;0,05;0,04;0,04;0,03;null;0,03;0,04;0,03;0,04;0,02;0,02;null;0,01;0,02;0,02;0,03
Хмельницький;4942690;Амiак;0,02;0,01;0,01;0,01;0,01;null;0,01;0,02;0,01;0,01;0,01;0,01;null;0,01;0;0,01;0,01;0;0,01;null;0,01;0,02;0,01;0,01;0,01;0,01;null;0,02;0,02;0,01;0,02
Хмельницький;4942690;Формальдегiд;0,001;0,001;0,001;0,002;0,001;null;0,005;0,004;0,005;0,005;0,002;0,002;null;0,002;0,002;0,005;0,005;0,003;0,002;null;0,003;0,003;0,003;0,003;0,002;0,001;null;0,002;0,002;0,002;0,001
Херсон;4673270;Завислі речовини;0;0,05;0;0;null;null;0;0;0;0;0;null;null;0,03;0,05;0,05;0,05;0,03;null;null;0,03;0,08;0,03;0;0;null;null;0,03;0;0;0
Херсон;4673270;Дiоксид сiрки;0;0;0;0;null;null;0;0;0;0;0;null;null;0;0;0;0;0;null;null;0;0,001;0;0;0;null;null;0;0;0;0
Херсон;4673270;Сульфати;0;0;0;0,01;null;null;0;0,01;0,01;0;0;null;null;0,01;0;0,01;0;0;null;null;0;0;0,01;0;0;null;null;0;0,01;0;0
Херсон;4673270;Оксид вуглецю;0,2;0,3;0,2;0,4;null;null;0,3;0,4;0,2;0,2;0,3;null;null;0,4;0,2;0,2;0,2;0,2;null;null;0,2;0,2;0,2;0,2;0,2;null;null;0,2;0,3;0,2;0,2
Херсон;4673270;Дiоксид азоту;0,12;0,14;0,13;0,15;null;null;0,13;0,12;0,09;0,11;0,09;null;null;0,11;0,07;0,1;0,09;0,1;null;null;0,12;0,16;0,1;0,11;0,12;null;null;0,13;0,12;0,1;0,09
Херсон;4673270;Оксид азоту;0,07;0,09;0,07;0,09;null;null;0,08;0,07;0,05;0,07;0,06;null;null;0,04;0,05;0,06;0,04;0,08;null;null;0,08;0,09;0,08;0,06;0,07;null;null;0,06;0,05;0,06;0,04
Херсон;4673270;Фенол;0;0;0;0;null;null;0;0;0;0,002;0,002;null;null;0;0,001;0,001;0;0,001;null;null;0,001;0,002;0,001;0,001;0,001;null;null;0,003;0,001;0,001;0,001
Херсон;4673270;Формальдегiд;0;0;0;0,003;null;null;0,004;0,001;0,001;0,002;0,002;null;null;0,003;0,003;0;0;0;null;null;0;0;0;0,003;0,003;null;null;0,01;0,001;0,007;0
Черкаси;4933200;Завислі речовини;0,15;0,15;0,1;0,1;0,05;null;0,15;0,18;0,23;0,05;0,05;0,13;null;0,15;0,1;0,07;0;0,07;0,1;null;0,13;0,13;0,07;0,15;0,13;0,15;null;0,22;0,12;0;0,15
Черкаси;4933200;Дiоксид сiрки;0,013;0,014;0,012;0,011;0,012;null;0,015;0,027;0,019;0,012;0,012;0,015;null;0,016;0,015;0,016;0,015;0,016;0,015;null;0,018;0,019;0,025;0,017;0,017;0,017;null;0,015;0,017;0,018;0,017
Черкаси;4933200;Сульфати;null;null;null;null;null;null;null;null;null;null;null;null;null;0,01;0,02;0,02;0,01;0,02;0,02;null;0,02;0,02;0,01;0,02;0,01;0,02;null;0,01;0,01;0,02;0,02
Черкаси;4933200;Оксид вуглецю;1;1;1,3;1,5;1;null;1,5;2,5;1;1;1,5;1,5;null;1,7;1,5;1;1,2;1;1,2;null;1,5;1,2;0,8;1,5;1,5;1,7;null;1,2;1,7;1,3;1,3
Черкаси;4933200;Дiоксид азоту;0,02;0,03;0,02;0,02;0,03;null;0,03;0,03;0,03;0,02;0,02;0,02;null;0,03;0,03;0,03;0,02;0,03;0,02;null;0,03;0,03;0,03;0,02;0,03;0,03;null;0,03;0,02;0,03;0,04
Черкаси;4933200;Оксид азоту;0,01;0,02;0,02;0,02;0,02;null;0,02;0,02;0,02;0,01;0,01;0,02;null;0,03;0,03;0,02;0,01;0,02;0,02;null;0,01;0,02;0,02;0,02;0,02;0,03;null;0,02;0,02;0,02;0,03
Черкаси;4933200;Сiрководень;0,002;0,002;0,002;0,001;0,002;null;0,002;0,002;0,002;0,002;0,002;0,002;null;0,003;0,002;0,002;0,002;0,003;0,002;null;0,002;0,002;0,002;0,003;0,003;0,002;null;0,001;0,002;0,002;0,002
Черкаси;4933200;Амiак;0,05;0,06;0,05;0,05;0,08;null;0,07;0,05;0,05;0,04;0,05;0,05;null;0,05;0,06;0,06;0,05;0,05;0,06;null;0,03;0,04;0,07;0,07;0,08;0,07;null;0,05;0,05;0,04;0,05
Черкаси;4933200;Формальдегiд;0,005;0,006;0,006;0,007;0,002;null;0,011;0,011;0,012;0,006;0,005;0,009;null;0,02;0,012;0,011;0,002;0,002;0,006;null;0,007;0,005;0,006;0,005;0,008;0,007;null;0,012;0,012;0,011;0,007
Чернівці;4832590;Завислі речовини;0,00;0,00;0,00;0,00;0,00;null;0,00;0,03;0,05;0,05;0,05;0,00;null;0,03;0,03;0,05;0,03;0,02;0,08;null;0,05;0,03;0,05;0,05;0,03;0,03;null;0,05;0,03;0,00;0,03
Чернівці;4832590;Дiоксид сiрки;0,011;0,001;0,001;0,002;0,007;null;0,006;0,008;0,003;0,004;0,000;0,010;null;0,003;0,009;0,009;0,003;0,004;0,008;null;0,005;0,005;0,015;0,003;0,004;0,002;null;0,004;0,006;0,004;0,013
Чернівці;4832590;Оксид вуглецю;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,4;0,1;0,1;0,0;0,3;0,0;0,1;0,3;0,0
Чернівці;4832590;Дiоксид азоту;0,01;0,01;0,02;0,02;0,02;0,01;0,02;0,01;0,02;0,02;0,01;0,02;0,01;0,03;0,03;0,03;0,03;0,03;0,03;0,01;0,03;0,03;0,04;0,03;0,06;0,06;0,02;0,08;0,05;0,04;0,03
Чернівці;4832590;Оксид азоту;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,02;0,00;0,02;0,02;0,02;0,01;0,03;0,04;0,00;0,05;0,03;0,02;0,01
Чернівці;4832591;Озон;0,019;0,026;0,023;0,026;0,022;0,024;0,025;0,028;0,024;0,022;0,027;0,046;0,073;0,079;0,085;0,080;0,082;0,090;0,079;0,075;0,092;0,102;0,100;0,090;0,107;0,126;0,094;0,123;0,080;0,080;0,082
Чернівці;4832590;Фенол;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,006;0,004;0,001;null;0,007;0,002;0,003;0,000;0,002;0,002;null;0,004;0,001;0,003;0,001
Чернівці;4832590;Фтористий водень;0,000;0,002;0,001;0,000;0,002;null;0,001;0,001;0,002;0,001;0,001;0,003;null;0,001;0,001;0,002;0,001;0,003;0,003;null;0,001;0,004;0,003;0,006;0,001;0,003;null;0,001;0,003;0,002;0,004
Чернівці;4832590;Хлористий водень;0,11;0,14;0,20;0,01;0,00;null;0,04;0,05;0,07;0,09;0,03;0,00;null;0,04;0,13;0,06;0,09;0,09;0,00;null;null;null;null;null;null;null;null;null;null;null;null
Чернівці;4832590;Формальдегiд;0,005;0,003;0,006;0,008;0,002;null;0,006;0,005;0,007;0,005;0,015;0,000;null;0,000;0,006;0,004;0,013;0,008;0,003;null;0,004;0,002;0,002;0,004;0,007;0,000;null;0,000;0,004;0,005;0,005
Ізмаїл;4542880;Завислі речовини;0,15;0,12;0,10;0,07;0,07;null;0,08;0,08;0,12;0,13;0,05;0,05;null;0,07;0,07;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ізмаїл;4542880;Дiоксид сiрки;0,027;0,025;0,023;0,017;0,019;null;0,031;0,029;0,018;0,018;0,021;0,026;null;0,037;0,025;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ізмаїл;4542880;Сульфати;0,02;0,02;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,00;null;0,01;0,01;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ізмаїл;4542880;Оксид вуглецю;0,4;0,4;0,4;0,4;0,4;null;0,4;0,4;0,3;0,4;0,4;0,4;null;0,5;0,3;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ізмаїл;4542880;Дiоксид азоту;0,06;0,06;0,06;0,06;0,06;null;0,07;0,06;0,06;0,06;0,06;0,05;null;0,07;0,06;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ізмаїл;4542880;Сiрководень;0,002;0,002;0,002;0,002;0,002;null;0,002;0,002;0,002;0,002;0,002;0,001;null;0,003;0,001;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ізмаїл;4542880;Формальдегiд;0,003;0,001;0,002;0,001;0,002;null;0,002;0,001;0,000;0,003;0,001;0,001;null;0,002;0,002;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Біла Церква;4983020;Завислі речовини;0,05;0,04;0,06;0,05;0,05;null;0,06;0,05;0,08;0,04;0,05;0,04;null;0,05;0,05;0,06;0,05;0,06;0,05;null;0,05;0,07;0,07;0,06;0,05;0,07;null;0,06;0,07;0,05;0,05
Біла Церква;4983020;Дiоксид сiрки;0,040;0,044;0,040;0,037;0,032;null;0,038;0,042;0,037;0,041;0,034;0,039;null;0,039;0,038;0,042;0,036;0,041;0,036;null;0,043;0,042;0,044;0,040;0,040;0,042;null;0,045;0,036;0,038;0,041
Біла Церква;4983020;Оксид вуглецю;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,8;0,9;1,0;null;0,8;0,9;0,9;0,9;1,0;0,9;null;1,0;0,9;0,8;0,9
Біла Церква;4983020;Дiоксид азоту;0,09;0,09;0,11;0,12;0,11;null;0,12;0,11;0,11;0,10;0,11;0,10;null;0,12;0,10;0,12;0,11;0,15;0,10;null;0,10;0,12;0,11;0,12;0,09;0,11;null;0,13;0,13;0,12;0,12
Олександрія;4843230;Завислі речовини;null;null;null;null;null;null;null;null;null;0,25;0,40;0,25;null;0,15;0,40;0,15;0,20;0,15;0,15;null;0,30;0,15;0,20;0,20;0,15;0,15;null;0,25;0,15;0,10;0,20
Олександрія;4843230;Дiоксид сiрки;null;null;null;null;null;null;null;null;null;0,021;0,019;0,028;null;0,014;0,020;0,025;0,022;0,015;0,022;null;0,026;0,026;0,017;0,021;0,016;0,022;null;0,017;0,017;0,028;0,016
Олександрія;4843230;Сульфати;null;null;null;null;null;null;null;null;null;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,02;0,01;null;0,00;0,01;0,01;0,01;0,01;0,01;null;0,01;0,00;0,02;0,01
