city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30
Кам'янське;4853460;Дiоксид азоту;0,10844375;0,13406875;0,131225;0,08525;0,10225625;null;0,12895;0,10848125;0,07139375;0,070375;0,11855625;0,10923125;null;0,1351;0,11189375;0,1458;0,1343125;0,1179;0,1543375;null;0,154541667;0,14795625;0,1622375;0,1444125;0,1576875;0,11693125;null;0,12855;0,14771875;0,1315375
Кам'янське;4853460;Оксид азоту;0,049275;0,07305;0,05345;0,048025;0,056125;null;0,061733333;0,054875;0,040725;0,037575;0,059025;0,0485;null;0,078833333;0,059975;0,06915;0,0666;0,074225;0,078725;null;0,072333333;0,08495;0,08055;0,062725;0,091475;0,05755;null;0,0556;0,08385;0,069475
Кам'янське;4853460;Сiрководень;0,004253333;0,004166667;0,00396;0,004573333;0,00452;null;0,004763636;0,004433333;0,0044;0,004266667;0,004833333;0,004;null;0,003990909;0,004246667;0,005686667;0,006;0,00654;0,00656;null;0,006127273;0,005613333;0,00596;0,005806667;0,00596;0,005433333;null;0,004845455;0,004946667;0,005033333
Кам'янське;4853460;Фенол;0,004225;0,00498125;0,0045875;0,0043125;0,004475;null;0,004366667;0,00374375;0,00463125;0,0031;0,00533125;0,00508125;null;0,005075;0,00481875;0,00643125;0,006525;0,0059625;0,00664375;null;0,007625;0,00575625;0,0072125;0,00613125;0,00725;0,0067625;null;0,005991667;0,0062875;0,00640625
Кам'янське;4853460;Амiак;0,041825;0,042425;0,039775;0,039325;0,042625;null;0,03855;0,0405625;0,0429375;0,0426875;0,048075;0,0456875;null;0,0429625;0,041975;0,05095;0,045025;0,0533625;0,0449875;null;0,0535375;0,056975;0,056875;0,0549375;0,0509125;0,0463375;null;0,050225;0,0454875;0,04535
Кам'янське;4853460;Формальдегiд;0,0078625;0,0072375;0,0069375;0,00825;0,0077;null;0,006975;0,0072875;0,00735;0,00675;0,0068125;0,00575;null;0,0063125;0,0088625;0,0087875;0,00985;0,010375;0,0117375;null;0,011825;0,0112;0,0113625;0,01175;0,011225;0,0089375;null;0,008425;0,0089375;0,0084125
Кропивницький;4853220;Завислі речовини;0,116666667;0,166666667;0,2;0,15;0,183333333;null;0,166666667;0,15;0,133333333;0,166666667;0,166666667;0,15;null;0,15;0,166666667;0,2;0,183333333;0,183333333;0,133333333;null;0,2;0,25;0,283333333;0,25;0,266666667;0,2;null;0,233333333;0,183333333;0,216666667
Кропивницький;4853220;Дiоксид сiрки;0,021716667;0,017158333;0,017883333;0,019491667;0,018125;null;0,022477778;0,021391667;0,021575;0,023375;0,02005;0,023441667;null;0,017733333;0,017208333;0,016516667;0,015058333;0,018466667;0,016675;null;0,015388889;0,014825;0,017833333;0,020308333;0,01585;0,02165;null;0,022055556;0,01705;0,017175
Кропивницький;4853220;Сульфати;0,01;0,01;0,005;0,005;0,005;null;0,01;0,01;0;0,005;0,005;0,01;null;0;0,005;0,01;0,005;0,01;0,015;null;0,005;0,005;0,005;0,015;0,005;0,005;null;0;0,005;0
Кропивницький;4853220;Оксид вуглецю;3,5;4;3,333333333;4,333333333;3,166666667;null;3,833333333;2,166666667;2,333333333;1,666666667;2,666666667;2,666666667;null;3,166666667;3,5;3,5;4;3,5;4,5;null;4,166666667;4,833333333;3,666666667;4,833333333;3,666666667;2,5;null;2,333333333;1,5;1,5
Кропивницький;4853220;Дiоксид азоту;0,024625;0,0352;0,029625;0,022158333;0,031641667;null;0,025688889;0,02765;0,032616667;0,021691667;0,023525;0,033175;null;0,024166667;0,029333333;0,031441667;0,027233333;0,029133333;0,019175;null;0,028288889;0,0262;0,031016667;0,032158333;0,026125;0,035175;null;0,0317;0,02815;0,028983333
Кропивницький;4853220;Оксид азоту;0,01365;0,020275;0,0195;0,01125;0,017325;null;0,009166667;0,01895;0,017875;0,0092;0,0134;0,01605;null;0,011266667;0,0175;0,012425;0,0187;0,01835;0,008625;null;0,0165;0,012625;0,0191;0,019875;0,01585;0,0223;null;0,0155;0,0125;0,01455
Кропивницький;4853220;Сажа;0,015;0,026666667;0,025;0,036666667;0,021666667;null;0,018333333;0,02;0,013333333;0,018333333;0,028333333;0,028333333;null;0,02;0,021666667;0,02;0,021666667;0,013333333;0,023333333;null;0,025;0,025;0,021666667;0,031666667;0,021666667;0,016666667;null;0,013333333;0,013333333;0,018333333
Кропивницький;4853220;Формальдегiд;0,0039;0,005;0,005266667;0,003966667;0,004466667;null;0,002433333;0,0027;0,004333333;0,0024;0,0027;0,003033333;null;0,003533333;0,0038;0,003333333;0,004433333;0,0039;0,003933333;null;0,002266667;0,003133333;0,004;0,0034;0,004633333;0,0045;null;0,003566667;0,002766667;0,0039
Світловодськ;4903340;Завислі речовини;0,05;0;0;0,05;0;null;0;0,05;0,05;0;0,05;0;null;0;0,1;0,15;0,1;0,1;0,1;null;null;0,1;0;0,1;0,15;0,1;null;0,1;0,1;0,1
Світловодськ;4903340;Дiоксид сiрки;0,0128;0,0278;0,008533333;0,0148;0,0132;null;0,006233333;0,020866667;0,024933333;0,010566667;0,010466667;0,014666667;null;0,016966667;0,027833333;0,055433333;0,019366667;0,032833333;0,0065;null;null;0,038533333;0,0174;0,034966667;0,008833333;0,0216;null;0,157;0,042466667;0,015033333
Світловодськ;4903340;Сульфати;0;0;0,01;0,005;0,01;null;0,005;0;0,005;0;0;0;null;0,005;0,01;0,005;0,01;0,005;0,01;null;null;0,005;0;0;0,005;0,005;null;0,005;0,005;0,01
