city;coordinateNumber;nameImpurity;1October;2October;3October;4October;5October;6October;7October;8October;9October;10October;11October;12October;13October;14October;15October;16October;17October;18October;19October;20October;21October;22October;23October;24October;25October;26October;27October;28October;29October;30October;31October;;;;;;;;;;;;
Кропивницький;4853220;Завислі речовини;0,333333333;0,4;0,4;0,35;0,3;null;0,233333333;0,283333333;0,3;0,433333333;0,3;0,283333333;null;0,316666667;0,25;0,233333333;0,266666667;0,266666667;0,216666667;null;0,25;0,316666667;0,266666667;0,3;0,266666667;0,3;null;0,216666667;0,3;0,316666667;0,316666667;;;;;;;;;;;;
Кропивницький;4853220;Дiоксид сiрки;0,025441667;0,019708333;0,026158333;0,020283333;0,024325;null;0,015722222;0,018316667;0,022025;0,0215;0,01895;0,019933333;null;0,015088889;0,016516667;0,016533333;0,021808333;0,022525;0,0185;null;0,019033333;0,018816667;0,020875;0,017608333;0,018708333;0,0209;null;0,019766667;0,017566667;0,020991667;0,0157;;;;;;;;;;;;
Кропивницький;4853220;Сульфати;0,01;0;0,005;0;0;null;0;0,005;0;0,015;0,005;0,005;null;0;0,005;0,005;0,01;0;0,01;null;0,005;0,005;0,005;0;0,015;0,005;null;0,005;0,005;0,015;0,005;;;;;;;;;;;;
Кропивницький;4853220;Оксид вуглецю;3,5;3,833333333;2,666666667;4,166666667;4,666666667;null;3,666666667;3,666666667;3,5;3,666666667;3,833333333;3,333333333;null;3,666666667;3,666666667;4;2,666666667;3;2,166666667;null;2,666666667;3,166666667;2,5;2,333333333;2,666666667;2,833333333;null;2,333333333;3;3,166666667;2,333333333;;;;;;;;;;;;
Кропивницький;4853220;Дiоксид азоту;0,0371;0,041016667;0,029941667;0,0361;0,033416667;null;0,0247;0,025283333;0,028383333;0,029016667;0,0257;0,02435;null;0,033288889;0,0249;0,027791667;0,029941667;0,029775;0,027325;null;0,031077778;0,028691667;0,031483333;0,026591667;0,03385;0,029016667;null;0,027811111;0,027566667;0,027725;0,029833333;;;;;;;;;;;;
Кропивницький;4853220;Оксид азоту;0,0183;0,0221;0,020775;0,01945;0,01595;null;0,010966667;0,015175;0,01495;0,02095;0,01355;0,013525;null;0,016966667;0,0126;0,016725;0,01885;0,017225;0,021375;null;0,020066667;0,018025;0,016025;0,023675;0,018975;0,022025;null;0,0246;0,02125;0,01625;0,018125;;;;;;;;;;;;
Кропивницький;4853220;Сажа;0,035;0,035;0,045;0,03;0,023333333;null;0,023333333;0,033333333;0,033333333;0,028333333;0,025;0,021666667;null;0,023333333;0,02;0,015;0,021666667;0,03;0,061666667;null;0,023333333;0,043333333;0,063333333;0,046666667;0,045;0,066666667;null;0,033333333;0,051666667;0,033333333;0,031666667;;;;;;;;;;;;
Кропивницький;4853220;Формальдегiд;0,010333333;0,006466667;0,0067;0,003966667;0,0051;null;0,004166667;0,007166667;0,0031;0,003366667;0,005966667;0,004466667;null;0,009633333;0,0038;0,003566667;0,0032;0,0045;0,007466667;null;0,0075;0,006433333;0,005733333;0,005333333;0,003233333;0,005933333;null;0,003;0,002433333;0,003266667;0,005733333;;;;;;;;;;;;
Світловодськ;4903340;Завислі речовини;0,1;0,1;0,1;0,1;null;null;0;0;0,1;0,1;0,1;null;null;0;0,05;0,1;0,05;0,1;null;null;0;0,05;0,1;0,1;0,1;0,1;null;0,05;0,05;0,05;0,05;;;;;;;;;;;;
Світловодськ;4903340;Дiоксид сiрки;0,080033333;0,037566667;0,053066667;0,011033333;null;null;0,022366667;0,019733333;0,0218;0,0266;0,019966667;null;null;0,015166667;0,023766667;0,0193;0,0126;0,0168;null;null;0,008466667;0,0106;0,0151;0,017;0,0149;0,0085;null;0,0065;0,010733333;0,0106;0,030333333;;;;;;;;;;;;
Світловодськ;4903340;Сульфати;0,01;0,01;0,01;0,01;null;null;0;0;0;0,005;0;null;null;0;0,005;0;0,005;0,01;null;null;0;0;0;0,01;0,01;0,01;null;0,005;0;0;0;;;;;;;;;;;;
Світловодськ;4903340;Оксид вуглецю;2;1;1;1;null;null;1;1;1;1;1,5;null;null;2;2;2;1,5;1;null;null;2;2;2;2;2;2;null;2;2;2;2;;;;;;;;;;;;
Світловодськ;4903340;Дiоксид азоту;0,0615;0,0143;0,031966667;0,053766667;null;null;0,029133333;0,0321;0,0391;0,0326;0,054266667;null;null;0,024633333;0,014033333;0,0244;0,0137;0,023933333;null;null;0,0309;0,0277;0,020966667;0,0104;0,017333333;0,0104;null;0,017533333;0,013966667;0,013666667;0,0564;;;;;;;;;;;;
Світловодськ;4903340;Оксид азоту;0,0519;0,016333333;0,0302;0,042066667;null;null;0,026066667;0,0279;0,037066667;0,030566667;0,042466667;null;null;0,029833333;0,016;0,022766667;0,017833333;0,033433333;null;null;0,031333333;0,024766667;0,020466667;0,0135;0,018066667;0,0135;null;0,016;0,013633333;0,0179;0,029866667;;;;;;;;;;;;
Світловодськ;4903340;Формальдегiд;0,007933333;0,005633333;0,004566667;0,0102;null;null;0,010266667;0,005566667;0,005566667;0,010166667;0,010166667;null;null;0,0077;0,011;0,006566667;0,0096;0,008566667;null;null;0,0097;0,004333333;0,007633333;0,003266667;0,0065;0,0065;null;0,0044;0,0033;0,007533333;0,0033;;;;;;;;;;;;
Львів;4982410;Завислі речовини;0,15875;0,16625;0,14625;0,14375;0,1475;null;0,1675;0,17125;0,1725;0,17;0,12375;0,13625;null;0,15;0,14;0,16;0,145;0,1675;0,1725;null;0,165;0,17;0,16;0,1625;0,16;0,1725;null;0,1675;0,1625;0,145;0,165;;;;;;;;;;;;
Львів;4982410;Дiоксид сiрки;0,00378125;0,00371875;0,00325;0,0045375;0,00483125;null;0,0037;0,00374375;0,005425;0,00455625;0,00493125;0,00725625;null;0,0104625;0,0096125;0,0038375;0,0035875;0,00455;0,0038;null;0,003775;0,0036125;0,003425;0,0043;0,00455;0,0036625;null;0,00385;0,00365;0,004275;0,004475;;;;;;;;;;;;
Львів;4982410;Оксид вуглецю;1,8125;1,9;1,625;1,55;1,5;null;1,6875;1,8125;1,9;1,75;1,475;1,675;null;1,7;1,525;1,7;1,5;1,675;1,625;null;2,05;1,85;1,775;1,775;1,75;1,85;null;1,9;1,725;1,425;1,875;;;;;;;;;;;;
Львів;4982410;Дiоксид азоту;0,0378625;0,045775;0,04288125;0,0453875;0,05110625;null;0,0464875;0,0469625;0,05199375;0,0655625;0,04934375;0,04676875;null;0,045425;0,0634375;0,0566875;0,0546875;0,0594875;0,05565;null;0,0553875;0,0435875;0,0470875;0,047125;0,0438125;0,044975;null;0,0528125;0,0519625;0,0502875;0,0676125;;;;;;;;;;;;
Львів;4982410;Оксид азоту;0,0242;0,0257625;0,02715;0,0276375;0,0318;null;0,0272125;0,0299875;0,0361875;0,0423125;0,0281875;0,0285625;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Львів;4982410;Фтористий водень;0,004275;0,0036625;0,0036375;0,003625;0,0038375;null;0,00384375;0,0041;0,00425625;0,00381875;0,00388125;0,00370625;null;0,0043;0,00545;0,004875;0,004925;0,0044875;0,0049375;null;0,0053625;0,0046625;0,00485;0,0042375;0,0055375;0,005225;null;0,0059;0,00565;0,0061;0,005775;;;;;;;;;;;;
Львів;4982410;Формальдегiд;0,0103875;0,009725;0,01;0,0104875;0,009175;null;0,01238125;0,0105875;0,01044375;0,010875;0,01024375;0,00968125;null;0,0113;0,0091125;0,01465;0,0118875;0,012475;0,0129;null;0,0145;0,0132625;0,0124;0,012225;0,016075;0,014625;null;0,015525;0,0152625;0,01455;0,0153875;;;;;;;;;;;;
Миколаїв;4703200;Завислі речовини;0,2875;0,15;0,075;0,1;0,0625;null;0,075;0,0875;0,075;0,0875;0,0875;0,0625;null;0,1;0,1;0,1;0,05;0,05;0,075;null;0,125;0,1125;0,1;0,1125;0,0875;0,0875;null;0,1125;0,1;0,0875;0,15;;;;;;;;;;;;
Миколаїв;4703200;Дiоксид сiрки;0,0062;0,008025;0,009475;0,007;0,0061375;null;0,006175;0,0068375;0,0062375;0,0060875;0,0052375;0,0085875;null;0,0056125;0,003875;0,0051625;0,008525;0,0076125;0,011425;null;0,00705;0,00495;0,0050875;0,005575;0,008425;0,005825;null;0,0049875;0,00605;0,0071375;0,0071625;;;;;;;;;;;;
Миколаїв;4703200;Оксид вуглецю;1,75;1,875;1,75;1,875;1,375;null;2;1,875;1,875;1,875;2;1,5;null;2,125;2,25;1,125;1,25;1,125;0,625;null;1,25;1;1,625;1,375;1;0,75;null;1,5;1,375;1,5;1,375;;;;;;;;;;;;
Миколаїв;4703200;Дiоксид азоту;0,019675;0,01971875;0,029775;0,03138125;0,017675;null;0,02095;0,0301875;0,04469375;0,05749375;0,04043125;0,02400625;null;0,03036875;0,0156;0,01825625;0,03076875;0,02939375;0,02989375;null;0,02710625;0,028275;0,0270375;0,0258375;0,0272;0,0238375;null;0,02556875;0,024075;0,03036875;0,03995;;;;;;;;;;;;
Миколаїв;4703200;Оксид азоту;0,009275;0,010475;0,01635;0,0237;0,0117;null;0,0124;0,023525;0,017925;0,014075;0,016575;0,0128;null;0,014125;0,012425;0,01715;0,0176;0,0156;0,016725;null;0,01255;0,011825;0,016225;0,01465;0,01335;0,0123;null;0,012175;0,015575;0,013525;0,016525;;;;;;;;;;;;
Миколаїв;4703200;Фтористий водень;0,0016625;0,0016375;0,0018;0,001825;0,001725;null;0,001225;0,001425;0,00135;0,00235;0,0016875;0,001575;null;0,0011125;0,0013375;0,0018125;0,002625;0,0021875;0,002225;null;0,00195;0,0025625;0,0015;0,0020125;0,0011625;0,0010625;null;0,001375;0,002575;0,00285;0,0026625;;;;;;;;;;;;
Миколаїв;4703200;Формальдегiд;0,01426875;0,0128875;0,01209375;0,011725;0,01089375;null;0,01410625;0,01145;0,0139625;0,01151875;0,00541875;0,006;null;0,0099375;0,01474375;0,01134375;0,0097875;0,00968125;0,0096625;null;0,01185;0,0094875;0,00969375;0,00989375;0,0107375;0,00826875;null;0,00736875;0,00833125;0,00915;0,00874375;;;;;;;;;;;;
Одеса;4643080;Завислі речовини;0,186625;0,185125;0,19775;0,19375;0,188375;null;0,10875;0,142583333;0,173333333;0,184416667;0,184333333;0,081083333;null;0,179;0,224583333;0,208333333;0,222833333;0,199916667;0,169583333;null;0,145916667;0,13225;0,151416667;0,183083333;0,160666667;0,143833333;null;0,21625;0,240583333;0,186833333;0,169416667;;;;;;;;;;;;
Одеса;4643080;Дiоксид сiрки;0,034261538;0,039453846;0,044692308;0,040423077;0,040692308;null;0,016777778;0,030238889;0,034827778;0,036577778;0,032305556;0,047511111;null;0,035733333;0,053144444;0,037911111;0,03455;0,032805556;0,033911111;null;0,0359;0,035611111;0,034366667;0,029561111;0,042911111;0,037561111;null;0,045744444;0,0498;0,045555556;0,033261111;;;;;;;;;;;;
Одеса;4643080;Сульфати;0,0175;0,019;0,02;0,0195;0,021;null;0,007;0,008;0,017;0,019;0,02;0,019;null;0,0155;0,0165;0,0125;0,015;0,0165;0,0145;null;0,0125;0,0055;0,006;0,0105;0,0125;0,0095;null;0,0145;0,0135;0,0175;0,0195;;;;;;;;;;;;
Одеса;4643080;Оксид вуглецю;1,8125;1,6;1,925;1,5625;1,575;null;1,6625;1,5875;1,825;1,5375;1,4875;1,5;null;1,8125;1,275;1,6125;1,45;1,5125;1,4375;null;1,5875;1,6625;1,6625;1,5;1,4625;1,4875;null;1,4375;1,55;1,5625;1,5125;;;;;;;;;;;;
Одеса;4643080;Дiоксид азоту;0,033707692;0,0412;0,047130769;0,039876923;0,058807692;null;0,040294444;0,034638889;0,04685;0,042072222;0,059527778;0,078116667;null;0,059072222;0,063227778;0,057405556;0,058611111;0,044016667;0,029383333;null;0,045844444;0,04835;0,047422222;0,040516667;0,054283333;0,051311111;null;0,067466667;0,073027778;0,049744444;0,030033333;;;;;;;;;;;;
Одеса;4643080;Оксид азоту;null;null;null;null;null;null;0,015225;0,021375;0,021675;0,03975;0,037075;0,0325;null;0,0229;0,042625;0,026375;0,02505;0,030075;0,0337;null;0,032225;0,0276;0,019525;0,02175;0,02585;0,03315;null;0,03635;0,030825;0,0242;0,03355;;;;;;;;;;;;
Одеса;4643080;Сiрководень;0,0012;0,000775;0,000725;0,00085;0,0007;null;0,00135;0,00095;0,001175;0,001275;0,001475;0,0011875;null;0,00105;0,001275;0,0009625;0,0008375;0,0008625;0,0008625;null;0,001275;0,0013;0,0014875;0,0015875;0,0015125;0,0014;null;0,0012;0,0012125;0,0016375;0,0011875;;;;;;;;;;;;
Одеса;4643080;Фенол;0,003121429;0,0032;0,003664286;0,0039;0,004007143;null;0,004409524;0,003509524;0,00362381;0,004038095;0,004042857;0,003342857;null;0,003238095;0,003047619;0,003180952;0,002847619;0,003352381;0,003304762;null;0,00337619;0,003533333;0,003228571;0,003261905;0,003138095;0,003471429;null;0,003333333;0,003380952;0,003547619;0,003704762;;;;;;;;;;;;
Одеса;4643080;Сажа;0,071666667;0,058333333;0,08;0,07;0,068333333;null;0,02625;0,04125;0,03875;0,04625;0,0475;0,02;null;0,0525;0,0525;0,05875;0,05875;0,0475;0,04875;null;0,04875;0,04375;0,05375;0,05375;0,0525;0,0475;null;0,05125;0,045;0,05375;0,06125;;;;;;;;;;;;
Одеса;4643080;Фтористий водень;0,002325;0,001775;0,003575;0,00305;0,003;null;0,00305;0,003775;0,0028375;0,003;0,0042375;0,0047375;null;0,0051375;0,00465;0,0053875;0,0064625;0,0046625;0,0029;null;0,0022875;0,00325;0,002675;0,0035375;0,00385;0,0043625;null;0,002825;0,0040375;0,003525;0,002275;;;;;;;;;;;;
Одеса;4643080;Формальдегiд;0,007;0,0063;0,0063;0,005714286;0,005871429;null;0,008507692;0,007292308;0,008907692;0,007761538;0,008192308;0,007930769;null;0,007153846;0,007476923;0,007576923;0,007853846;0,008992308;0,007330769;null;0,007869231;0,007830769;0,008023077;0,007646154;0,007369231;0,009961538;null;0,007723077;0,007269231;0,007592308;0,007653846;;;;;;;;;;;;
Полтава;4963460;Завислі речовини;0,55;0,3625;0,4;0,3875;0,4875;null;0,2;0,1;0,4375;0,3125;0,35;0,275;null;0,1625;0,1;0,225;0,2375;0,2625;0,25;null;0,2;0,1625;0,25;0,2;0,275;0,225;null;0,1625;0,125;0,1875;0,1375;;;;;;;;;;;;
Полтава;4963460;Дiоксид сiрки;0,00175;0,0015;0,00175;0,00125;0,00125;null;0,002;0,00125;0,00275;0,00125;0,001;0,00125;null;0,002;0,00175;0,00225;0,0015;0,0014375;0,0016875;null;0,002;0,0019375;0,00125;0,00125;0,00225;0,00175;null;0,002;0,00125;0,002375;0,00325;;;;;;;;;;;;
Полтава;4963460;Сульфати;0,005;0;0,005;0;0,005;null;0;0,005;0,005;0,005;0;0,005;null;0,005;0;0,01;0;0;0,005;null;0;0,01;0;0,005;0;0,005;null;0;0,005;0,005;0,01;;;;;;;;;;;;
Полтава;4963460;Оксид вуглецю;1,222222222;1,777777778;1,444444444;1,777777778;2,25;null;1,111111111;1,444444444;2;1,222222222;1,333333333;0,5;null;0,888888889;1,666666667;1,333333333;1,111111111;1,333333333;1,625;null;1,111111111;1,888888889;3;1,444444444;1,888888889;1,5;null;1,333333333;1,222222222;1,333333333;1,666666667;;;;;;;;;;;;
Полтава;4963460;Дiоксид азоту;0,033125;0,025625;0,025;0,035;0,025;null;0,036666667;0,03;0,026875;0,03375;0,033125;0,025625;null;0,033333333;0,0275;0,025625;0,02625;0,026875;0,024375;null;0,038333333;0,038125;0,025625;0,02875;0,033125;0,03375;null;0,038333333;0,026875;0,030625;0,04;;;;;;;;;;;;
Полтава;4963460;Оксид азоту;0,02;0,02;0,02;0,015;0,015;null;0,02;0,02;0,0225;0,0175;0,01;0,015;null;0,01;0,01;0,0125;0,005;0,02;0,015;null;0,006666667;0,02;0,01;0,0175;0,0125;0,0175;null;0,023333333;0,0125;0,0125;0,0225;;;;;;;;;;;;
Полтава;4963460;Фтористий водень;0,001375;0,00075;0,00275;0,001375;0,00175;null;0,001833333;0,001375;0,00175;0,002125;0;0,002375;null;0,001833333;0,00175;0,001375;0,001125;0,00075;0,001;null;0,001833333;0,00275;0,002375;0,00175;0,001375;0,00175;null;0,002833333;0,001375;0,002375;0,002125;;;;;;;;;;;;
Полтава;4963460;Хлористий водень;0,025;0,02;0,025;0,005;0,02;null;0,02;0,025;0,025;0,015;0,015;0,01;null;0,02;0,01;0,015;0,02;0,005;0,02;null;0,026666667;0,035;0,02;0,03;0,015;0,025;null;0,013333333;0,02;0,02;0,025;;;;;;;;;;;;
Полтава;4963460;Амiак;0,01;0,0125;0,0125;0,01;0,005;null;0,016666667;0,0075;0,0075;0,0125;0,0075;0,01;null;0,013333333;0,01;0,0125;0,005;0,01;0,015;null;0,006666667;0,0175;0,01;0,015;0,0125;0,0125;null;0,013333333;0,01;0,0125;0,0125;;;;;;;;;;;;
Полтава;4963460;Формальдегiд;0,003583333;0,00375;0,004333333;0,003;0,003416667;null;0,003;0,003583333;0,00225;0,004333333;0,003583333;0,00225;null;0,003;0,003;0,002833333;0,003;0,00125;0,00225;null;0,005;0,004916667;0,00225;0,004333333;0,0015;0,004333333;null;0,003;0,003;0,003583333;0,004166667;;;;;;;;;;;;
Кременчук;4813330;Завислі речовини;0,462;0,24;0,208;0,15875;0,06875;null;0,145;0,0825;0,21375;0,17125;0,145;0,09625;null;0,12625;0,0975;0,13875;0,094285714;0,11375;0,0675;null;0,1475;0,2375;0,2225;0,13;0,11625;0,08375;null;0,155;0,12;0,18125;0,13375;;;;;;;;;;;;
Кременчук;4813330;Дiоксид сiрки;0,016345455;0,011090909;0,007854545;0,007893333;0,007125;null;0,0090125;0,006925;0,0090125;0,00706875;0,00905;0,0070375;null;0,00584375;0,00640625;0,00680625;0,00684;0,006;0,00596875;null;0,00726875;0,00870625;0,00844375;0,00833125;0,006825;0,00895;null;0,01015625;0,0105625;0,00965;0,0084;;;;;;;;;;;;
Кременчук;4813330;Сульфати;null;null;null;0,01;0,005;null;0,005;0,005;0,005;0,01;0,01;0,005;null;0,01;0,005;0,005;0,01;0,01;0,005;null;0,01;0,01;0,005;0,005;0,005;0,005;null;0,005;0,005;0,005;0,01;;;;;;;;;;;;
Кременчук;4813330;Оксид вуглецю;0,82;0,6;0,92;0,9;0,875;null;0,7375;0,775;1,4375;0,875;0,5875;0,8625;null;0,7375;0,625;0,6875;0,625;0,5;0,4375;null;0,625;2,15;0,8125;0,7625;0,5625;0,6875;null;0,9375;0,6875;0,925;0,9125;;;;;;;;;;;;
Кременчук;4813330;Дiоксид азоту;0,063;0,045545455;0,037990909;0,040406667;0,03425;null;0,04553125;0,0319875;0,05269375;0,0393125;0,0405375;0,02035;null;0,0266625;0,04094375;0,02970625;0,021066667;0,0244;0,02979375;null;0,0356;0,04651875;0,045025;0,034675;0,019875;0,03473125;null;0,0469;0,0438;0,04619375;0,03385625;;;;;;;;;;;;
Кременчук;4813330;Оксид азоту;null;null;null;0,031933333;0,018125;null;0,041275;0,023575;0,036575;0,032075;0,036225;0,02115;null;0,020275;0,028175;0,019175;0,012233333;0,01405;0,01835;null;0,010625;0,032325;0,030075;0,02035;0,023525;0,01975;null;0,030575;0,03605;0,039125;0,0263;;;;;;;;;;;;
Кременчук;4813330;Фенол;0,002927273;0,001845455;0,001236364;0,000466667;0,000216667;null;0,001183333;0,001366667;0,001008333;0,000308333;0,000625;0,002091667;null;0,000808333;0,000333333;0,0006;0,000691667;0,000875;0,000391667;null;0,000716667;0,001908333;0,001166667;0,001391667;0,000783333;0,001041667;null;0,001258333;0,000816667;0,001483333;0,001733333;;;;;;;;;;;;
Кременчук;4813330;Сажа;0,037366667;0,028333333;0,028;0,012075;0,01355;null;0,013425;0,006625;0,018575;0,013375;0,00805;0,010675;null;0,005225;0,010475;0,0103;0,001275;0,00635;0,011475;null;0,016875;0,034375;0,0097;0,007725;0,003875;0,003875;null;0,018175;0,016825;0,015325;0,013075;;;;;;;;;;;;
Кременчук;4813330;Амiак;null;null;null;0,009033333;0,0066;null;0,007325;0,0055;0,0053;0,00645;0,00535;0,004075;null;0,004125;0,00425;0,00635;0,004466667;0,005675;0,005075;null;0,0016;0,0036;0,00835;0,00445;0,00485;0,0063;null;0,0053;0,0045;0,006025;0,009075;;;;;;;;;;;;
Кременчук;4813330;Формальдегiд;0,0068;0,004442857;0,005385714;0,00732;0,0087;null;0,01058;0,00723;0,00466;0,00724;0,00872;0,00799;null;0,00716;0,0074;0,00646;0,005655556;0,00439;0,00466;null;0,00527;0,01068;0,01011;0,00796;0,00719;0,00523;null;0,0036;0,00552;0,00527;0,00497;;;;;;;;;;;;
Рівне;5062620;Завислі речовини;0,05254;0,1329;0,008816667;0;0;null;0,177666667;0,045166667;0,13575;0,12;0;0,07428;null;0;0,052275;0;0,102566667;0;0,038175;null;0,016933333;0;0;0;0,102466667;0,0001;null;0,0175;0,017133333;0;0;;;;;;;;;;;;
Рівне;5062620;Дiоксид сiрки;0,002258333;0;0,001358333;0,003133333;0,000733333;null;0,0006;0;0,000608333;0,002975;0,002866667;0,00095;null;0,000233333;0;0,000483333;0;0,001041667;0,000583333;null;0,002241667;0,002325;0,000616667;0,000533333;0,000691667;0,000258333;null;0;0;0;0;;;;;;;;;;;;
Рівне;5062620;Оксид вуглецю;0,938333333;0,865;1,111666667;1,038333333;1,006666667;null;1,073333333;1,255;1,18;0,936666667;1,021666667;1,003333333;null;0,966666667;1,018333333;1,023333333;0,966666667;1,23;0,911666667;null;1,281666667;1,286666667;0,728333333;0,963333333;1,063333333;1,241666667;null;1,24;1,153333333;0,95;0,826666667;;;;;;;;;;;;
Рівне;5062620;Дiоксид азоту;0,010191667;0,012666667;0,015841667;0,010491667;0,015016667;null;0,015808333;0,013758333;0,017425;0,015233333;0,01045;0,023191667;null;0,0112;0,011858333;0,0286;0,016541667;0,018766667;0,022825;null;0,039516667;0,039166667;0,028408333;0,0153;0,015241667;0,029275;null;0,0239;0,040891667;0,0545;0,066158333;;;;;;;;;;;;
Рівне;5062620;Оксид азоту;0,00826;0,01537;0,01319;0,00699;0,00794;null;0,013655556;0,01364;0,01348;0,00333;0,00762;0,01075;null;0,015211111;0,00732;0,02157;0,0202;0,02225;0,03742;null;0,041833333;0,03657;0,03426;0,01372;0,01433;0,02585;null;0,032211111;0,03066;0,0394;0,05282;;;;;;;;;;;;
Рівне;5062620;Сiрководень;0,00345;0,0012875;0,0014625;0,001625;0;null;0,001242857;0,002375;0,0023375;0,0042375;0,0005625;0,001025;null;0;0,0019;0,00275;0,0049125;0,00545;0,003425;null;0,000914286;0,0019375;0,0026;0,0016875;0,0015625;0,0025625;null;0,002114286;0,0015625;0,000325;0,0003875;;;;;;;;;;;;
Рівне;5062620;Фенол;0;0;0,00113;0,00042;0,00401;null;0,00271;0,00034;0,00096;0,00258;0,00075;0,00261;null;0,00305;0,00296;0,00068;0,001;0;0;null;0,00154;0,00109;0,00126;0;0;0,00197;null;0;0,00205;0,00548;0,00384;;;;;;;;;;;;
Рівне;5062620;Фтористий водень;0,00255;0,0027;0,0011;0,0011375;0,0020125;null;0,0007;0,00155;0,0053625;0,0060875;0,0013875;0,0042;null;0,003742857;0,0003625;0,00395;0,0041875;0,0053875;0,00415;null;0,006557143;0,000875;0,0002125;0,00165;0,0012;0,0016875;null;0,0024;0,0014;0,0022625;0,0021375;;;;;;;;;;;;
Рівне;5062620;Хлористий водень;0,0501625;0,0152625;0,0681125;0,039175;0,024575;null;0,053325;0,0607125;0,034375;0,0415125;0;0,023625;null;0,0184875;0,053275;0,064525;0;0,006625;0,0342375;null;0,0199875;0,0195375;0,0352;0,062725;0,1068375;0,0611375;null;0,0676625;0,0575125;0,1448625;0,1163625;;;;;;;;;;;;
Рівне;5062620;Амiак;0;0,0041;0,0045;0,00455;0,00265;null;0;0;0;0;0;0;null;0;0;0;0;0,003525;0;null;0;0;0;0;0;0;null;0;0;0;0;;;;;;;;;;;;
Рівне;5062620;Формальдегiд;0,007175;0,0030625;0,0030875;0,0053;0,0028;null;0,003614286;0,003925;0,0028125;0,0035875;0,0030625;0,0088125;null;0,010185714;0,0072125;0,0061125;0,0047125;0,0010375;0,002225;null;0,002785714;0,0076375;0,007675;0,0034;0,0022625;0,0075625;null;0,008957143;0,0103875;0,01355;0,0124;;;;;;;;;;;;
Суми;5093480;Завислі речовини;0,45;0,483333333;0,766666667;0,5;0,5;null;0,416666667;0,266666667;0,283333333;0,316666667;0,483333333;0,45;null;0,25;0,316666667;0,3;0,266666667;0,266666667;0,216666667;null;0,4;0,416666667;0,366666667;0,316666667;0,333333333;0,3;null;0,35;0,316666667;0,316666667;0,3;;;;;;;;;;;;
Суми;5093480;Дiоксид сiрки;0,065416667;0,064416667;0,064555556;0,074333333;0,073583333;null;0,074111111;0,062333333;0,052416667;0,055;0,0545;0,053;null;0,064666667;0,052416667;0,04975;0,047083333;0,047;0,04525;null;0,044111111;0,047083333;0,059833333;0,066666667;0,0765;0,068583333;null;0,058555556;0,056083333;0,059416667;0,065083333;;;;;;;;;;;;
Суми;5093480;Сульфати;0,02;0,015;0,02;0,02;0,03;null;0,015;0,005;0,01;0,005;0,015;0,005;null;0,02;0,005;0,01;0,005;0,005;0,005;null;0,015;0,005;0,02;0,02;0,02;0,015;null;0,015;0;0,015;0,025;;;;;;;;;;;;
Суми;5093480;Оксид вуглецю;1,666666667;2,333333333;4,666666667;2,333333333;2;null;1,5;1,333333333;2;2;2;1,5;null;2;1,833333333;2;1,666666667;1,5;2;null;1,5;2,166666667;1,833333333;1,666666667;1,833333333;1,666666667;null;2;1,833333333;1,5;1,833333333;;;;;;;;;;;;
Суми;5093480;Дiоксид азоту;0,1;0,106666667;0,126666667;0,118333333;0,103333333;null;0,112222222;0,088333333;0,100833333;0,098333333;0,105;0,066666667;null;0,082222222;0,086666667;0,073333333;0,07;0,078333333;0,071666667;null;0,086666667;0,09;0,089166667;0,1;0,12;0,083333333;null;0,092222222;0,09;0,0975;0,081666667;;;;;;;;;;;;
Суми;5093480;Оксид азоту;0,0425;0,04;0,066666667;0,0475;0,055;null;0,056666667;0,0325;0,0575;0,0425;0,0425;0,03;null;0,036666667;0,04;0,035;0,0325;0,035;0,03;null;0,026666667;0,0475;0,0425;0,05;0,05;0,045;null;0,036666667;0,0425;0,0375;0,03;;;;;;;;;;;;
Суми;5093480;Амiак;0,0175;0,02;0,023333333;0,02125;0,015;null;0,02;0,01875;0,0175;0,01625;0,0175;0,01875;null;0,011666667;0,01875;0,01375;0,01375;0,01125;0,015;null;0,013333333;0,015;0,01375;0,01625;0,0175;0,01375;null;0,015;0,0175;0,015;0,01625;;;;;;;;;;;;
Суми;5093480;Формальдегiд;0,005;0,005;0,004;0,006;0,004;null;0,004;0,003;0,006;0,004;0,004;0,005;null;0,005333333;0,003;0,003;0,003;0,00275;0,003;null;0,004;0,003;0,005;0,004;0,003;0,005;null;0,004;0,003;0,005;0,004;;;;;;;;;;;;
Тернопіль;4932530;Завислі речовини;0,08;0,105;0,0625;0;0;null;0,04;0,0725;0,11;0,12;0,055;0,04;null;0,035;0,0825;0,115;0,15;0,1475;0,155;null;0,1225;0,15;0,1475;0,13;0,1575;0,105;null;0,1075;0,095;0,02;0,0725;;;;;;;;;;;;
Тернопіль;4932530;Дiоксид сiрки;0,004725;0,0043125;0,002625;0,0015625;0,000225;null;0,003025;0,0035125;0,0051125;0,0037875;0,002025;0,00195;null;0,00345;0,0049375;0,0051125;0,004175;0,0040375;0,0040375;null;0,0047;0,0051125;0,00515;0,0040375;0,004375;0,0047125;null;0,0053875;0,005575;0,0024125;0,0045625;;;;;;;;;;;;
